company_name,company_country,company_employees,company_website,company_status,file_name
IF-IDEE EDITORIALI FELTRINELLI SRL,"['ITALY', 'ITALY']","['2573', nan]",https://www.info-clipper.com/en/company/italy/if-idee-editoriali-feltrinelli-srl.itd79gtyd.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
"PETER CREMER NORTH AMERICA, L.P.","['Ohio(OH)', 'UNITED STATES']","['2574', nan]",https://www.info-clipper.com/en/company/united-states/peter-cremer-north-america-lp.usd1itq05.html,"['CINCINNATI', 'Headquarter']",wissel_aziende_info_clipper
HAVAS STUDIOS UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2575', nan]",https://www.info-clipper.com/en/company/united-kingdom/havas-studios-uk-limited.gbd3nknlz.html,"['MAIDSTONE', 'Single address']",wissel_aziende_info_clipper
LIBRERIE FELTRINELLI SRL,"['ITALY', 'ITALY']","['2576', nan]",https://www.info-clipper.com/en/company/italy/librerie-feltrinelli-srl.itd9a3s7m.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
"HEALTHSOUTH ACQUISITION HOLDINGS, LLC","['Alabama(AL)', 'UNITED STATES']","['2577', nan]",https://www.info-clipper.com/en/company/united-states/healthsouth-acquisition-holdings-llc.usd1bn3dw.html,"['BIRMINGHAM', 'Headquarter']",wissel_aziende_info_clipper
TRISTAN CAPITAL PARTNERS LLP,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2578', nan]",https://www.info-clipper.com/en/company/united-kingdom/tristan-capital-partners-llp.gbd3m0ydp.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,"['ITALY', 'ITALY']","['2579', nan]",https://www.info-clipper.com/en/company/italy/thai-airways-international-public-company-limited.itd77o2zi.html,"['ROMA', 'Headquarter']",wissel_aziende_info_clipper
TK ELEVATOR AMERICAS CORPORATION,"['Georgia(GA)', 'UNITED STATES']","['2580', nan]",https://www.info-clipper.com/en/company/united-states/tk-elevator-americas-corporation.usdbnbdx.html,"['ATLANTA', 'Headquarter']",wissel_aziende_info_clipper
TRISTAN CAPITAL PARTNERS ASSET MANAGEMENT LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2581', nan]",https://www.info-clipper.com/en/company/united-kingdom/tristan-capital-partners-asset-management-limited.gbd3m3ntn.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
ENI INTERNATIONAL RESOURCES LIMITED,"['ITALY', 'ITALY']","['2582', nan]",https://www.info-clipper.com/en/company/italy/eni-international-resources-limited.itd78cqeb.html,"['SAN DONATO MILANESE', 'Headquarter']",wissel_aziende_info_clipper
"FORTINET, INC.","['California(CA)', 'UNITED STATES']","['2583', nan]",https://www.info-clipper.com/en/company/united-states/fortinet-inc.usdoamgd.html,"['SUNNYVALE', 'Headquarter']",wissel_aziende_info_clipper
SUPPLY SOURCE LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2584', nan]",https://www.info-clipper.com/en/company/united-kingdom/supply-source-limited.gbd3qlgf4.html,"['PETERBOROUGH', 'Single address']",wissel_aziende_info_clipper
CHEBANCA! SPA,"['ITALY', 'ITALY']","['2585', nan]",https://www.info-clipper.com/en/company/italy/chebanca-spa.itd7aj2bv.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
"NIKE USA, INC.","['Oregon(OR)', 'UNITED STATES']","['2586', nan]",https://www.info-clipper.com/en/company/united-states/nike-usa-inc.usdabfrup.html,"['BEAVERTON', 'Headquarter']",wissel_aziende_info_clipper
VODAFONE LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2587', nan]",https://www.info-clipper.com/en/company/united-kingdom/vodafone-limited.gbd3quflf.html,"['NEWBURY', 'Headquarter']",wissel_aziende_info_clipper
MAW MEN AT WORK AGENZIA PER IL LAVORO SPA,"['ITALY', 'ITALY']","['2588', nan]",https://www.info-clipper.com/en/company/italy/maw-men-at-work-agenzia-per-il-lavoro-spa.itd8i75ul.html,"['BRESCIA', 'Headquarter']",wissel_aziende_info_clipper
"NIKE, INC.","['Oregon(OR)', 'UNITED STATES']","['2589', nan]",https://www.info-clipper.com/en/company/united-states/nike-inc.usduc6yc.html,"['BEAVERTON', 'Headquarter']",wissel_aziende_info_clipper
VODAFONE CORPORATE LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2590', nan]",https://www.info-clipper.com/en/company/united-kingdom/vodafone-corporate-limited.gbd3qt0n4.html,"['NEWBURY', 'Headquarter']",wissel_aziende_info_clipper
INDUSTRIE DE NORA SPA,"['ITALY', 'ITALY']","['2591', nan]",https://www.info-clipper.com/en/company/italy/industrie-de-nora-spa.itd7ep1qh.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
"NIKE INTERNATIONAL, LTD.","['Oregon(OR)', 'UNITED STATES']","['2592', 'NIKE']",https://www.info-clipper.com/en/company/united-states/nike-international-ltd.usdwcctr.html,"['BEAVERTON', 'Single address']",wissel_aziende_info_clipper
SOCIETE INTERNATIONALE DE TELECOMMUNICATIONS AERONAUTIQUES,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2593', nan]",https://www.info-clipper.com/en/company/united-kingdom/societe-internationale-de-telecommunications-aeronautiques.gbd3ukm41.html,"['HAYES', 'Headquarter']",wissel_aziende_info_clipper
DE NORA WATER TECHNOLOGIES ITALY SRL,"['ITALY', 'ITALY']","['2594', nan]",https://www.info-clipper.com/en/company/italy/de-nora-water-technologies-italy-srl.itd79o91m.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
USI INSURANCE SERVICES LLC,"['New York(NY)', 'UNITED STATES']","['2595', 'NATIONWIDE']",https://www.info-clipper.com/en/company/united-states/usi-insurance-services-llc.usddp85wc.html,"['VALHALLA', 'Headquarter']",wissel_aziende_info_clipper
SITA INFORMATION NETWORKING COMPUTING UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2596', 'SITA']",https://www.info-clipper.com/en/company/united-kingdom/sita-information-networking-computing-uk-limited.gbd8livog.html,"['HAYES', nan]",wissel_aziende_info_clipper
AEROPORTI DI ROMA SPA,"['ITALY', 'ITALY']","['2597', nan]",https://www.info-clipper.com/en/company/italy/aeroporti-di-roma-spa.itd7a4pim.html,"['FIUMICINO', 'Headquarter']",wissel_aziende_info_clipper
USI SERVICE CORPORATION,"['New York(NY)', 'UNITED STATES']","['2598', 'USI INSURANCE SERVICES']",https://www.info-clipper.com/en/company/united-states/usi-service-corporation.usddd92qh.html,"['VALHALLA', 'Headquarter']",wissel_aziende_info_clipper
YETI UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2599', nan]",https://www.info-clipper.com/en/company/united-kingdom/yeti-uk-limited.gbd3ptdt2.html,"['BRISTOL', 'Single address']",wissel_aziende_info_clipper
AZZURRA AEROPORTI SPA,"['ITALY', 'ITALY']","['2600', nan]",https://www.info-clipper.com/en/company/italy/azzurra-aeroporti-spa.itd5locr9.html,"['ROMA', 'Headquarter']",wissel_aziende_info_clipper
"COMMUNITY BANK SYSTEM, INC.","['New York(NY)', 'UNITED STATES']","['2601', nan]",https://www.info-clipper.com/en/company/united-states/community-bank-system-inc.usd1rxz6c.html,"['DE WITT', 'Headquarter']",wissel_aziende_info_clipper
TDI INNOVATIONS LTD,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2602', nan]",https://www.info-clipper.com/en/company/united-kingdom/tdi-innovations-ltd.gbd3hnni4.html,"['STRATFORD-UPON-AVON', 'Single address']",wissel_aziende_info_clipper
VITOP MOULDING SRL,"['ITALY', 'ITALY']","['2603', nan]",https://www.info-clipper.com/en/company/italy/vitop-moulding-srl.itd79iowg.html,"['ALESSANDRIA', 'Single address']",wissel_aziende_info_clipper
"CENTRIC DENIM USA, LLC","['New York(NY)', 'UNITED STATES']","['2604', nan]",https://www.info-clipper.com/en/company/united-states/centric-denim-usa-llc.usd1boptk.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
IK INVESTMENT PARTNERS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2605', 'IK Partners']",https://www.info-clipper.com/en/company/united-kingdom/ik-investment-partners-limited.gbd3wqed1.html,"['LONDON', nan]",wissel_aziende_info_clipper
CWT ITALIA SRL,"['ITALY', 'ITALY']","['2606', nan]",https://www.info-clipper.com/en/company/italy/cwt-italia-srl.itd73y48u.html,"['ROMA', 'Headquarter']",wissel_aziende_info_clipper
CENTRIC BRANDS HOLDING LLC,"['New York(NY)', 'UNITED STATES']","['2607', nan]",https://www.info-clipper.com/en/company/united-states/centric-brands-holding-llc.usd1xm3a4.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
ROOFOODS LTD,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2608', nan]",https://www.info-clipper.com/en/company/united-kingdom/roofoods-ltd.gbd3m3qnn.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
CHECKOUT SAS,"['ITALY', 'ITALY']","['2609', nan]",https://www.info-clipper.com/en/company/italy/checkout-sas.itd7b8t43.html,"['MILANO', 'Single address']",wissel_aziende_info_clipper
CENTRIC BRANDS LLC,"['New York(NY)', 'UNITED STATES']","['2610', nan]",https://www.info-clipper.com/en/company/united-states/centric-brands-llc.usdacyuo4.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
PRIMETALS ASSET MANAGEMENT U.K. LTD,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2611', 'Siemens Metals Technologies']",https://www.info-clipper.com/en/company/united-kingdom/primetals-asset-management-uk-ltd.gbd84i9s4.html,"['LONDON', nan]",wissel_aziende_info_clipper
DELSEY ITALIA SPA,"['ITALY', 'ITALY']","['2612', nan]",https://www.info-clipper.com/en/company/italy/delsey-italia-spa.itd7ai2k6.html,"['BAGNOLO SAN VITO', 'Headquarter']",wissel_aziende_info_clipper
"SCENTAIR TECHNOLOGIES, LLC","['North Carolina(NC)', 'UNITED STATES']","['2613', nan]",https://www.info-clipper.com/en/company/united-states/scentair-technologies-llc.usd2y909m.html,"['CHARLOTTE', 'Headquarter']",wissel_aziende_info_clipper
HALMA PUBLIC LIMITED COMPANY,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2614', nan]",https://www.info-clipper.com/en/company/united-kingdom/halma-public-limited-company.gbd3hlske.html,"['AMERSHAM', 'Headquarter']",wissel_aziende_info_clipper
NADELLA SRL,"['ITALY', 'ITALY']","['2615', nan]",https://www.info-clipper.com/en/company/italy/nadella-srl.itd5lkb2f.html,"['MILANO', 'Single address']",wissel_aziende_info_clipper
"EPIC GAMES, INC.","['North Carolina(NC)', 'UNITED STATES']","['2616', nan]",https://www.info-clipper.com/en/company/united-states/epic-games-inc.usddamc3s.html,"['CARY', 'Headquarter']",wissel_aziende_info_clipper
HALMA INTERNATIONAL LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2617', nan]",https://www.info-clipper.com/en/company/united-kingdom/halma-international-limited.gbd4u204p.html,"['AMERSHAM', 'Headquarter']",wissel_aziende_info_clipper
NADELLA SPA,"['ITALY', 'ITALY']","['2618', nan]",https://www.info-clipper.com/en/company/italy/nadella-spa.itd76x93k.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
"SPRING NYC, INC.","['New York(NY)', 'UNITED STATES']","['2619', 'SPRING']",https://www.info-clipper.com/en/company/united-states/spring-nyc-inc.usd1ax9r4.html,"['NEW YORK', 'Single address']",wissel_aziende_info_clipper
GE HEALTHCARE LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2620', nan]",https://www.info-clipper.com/en/company/united-kingdom/ge-healthcare-limited.gbd3lac6q.html,"['CHALFONT ST. GILES', 'Headquarter']",wissel_aziende_info_clipper
ISOPLUS MEDITERRANEAN SRL,"['ITALY', 'ITALY']","['2621', nan]",https://www.info-clipper.com/en/company/italy/isoplus-mediterranean-srl.itd73rlit.html,"['VILLAMARZANA', 'Headquarter']",wissel_aziende_info_clipper
INGRAM MICRO AMERICAS INC.,"['California(CA)', 'UNITED STATES']","['2622', nan]",https://www.info-clipper.com/en/company/united-states/ingram-micro-americas-inc.usd2s7gbu.html,"['IRVINE', 'Headquarter']",wissel_aziende_info_clipper
ASYMPTOTE LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2623', 'GE Healthcare']",https://www.info-clipper.com/en/company/united-kingdom/asymptote-limited.gbd8caism.html,"['CAMBRIDGE', nan]",wissel_aziende_info_clipper
ORALIA SRL,"['ITALY', 'ITALY']","['2624', nan]",https://www.info-clipper.com/en/company/italy/oralia-srl.itd5ls7xi.html,"['TORINO', 'Single address']",wissel_aziende_info_clipper
"DURA AUTOMOTIVE SYSTEMS, LLC","['Michigan(MI)', 'UNITED STATES']","['2625', 'DURA']",https://www.info-clipper.com/en/company/united-states/dura-automotive-systems-llc.usddrcius.html,"['AUBURN HILLS', 'Single address']",wissel_aziende_info_clipper
ESP LTD,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2626', nan]",https://www.info-clipper.com/en/company/united-kingdom/esp-ltd.gbd5qrpdr.html,"['LANCING', 'Single address']",wissel_aziende_info_clipper
APICOM SPA,"['ITALY', 'ITALY']","['2627', nan]",https://www.info-clipper.com/en/company/italy/apicom-spa.itd7biizx.html,"['CENTO (CORPORENO )', 'Headquarter']",wissel_aziende_info_clipper
"QOLSYS, INC.","['California(CA)', 'UNITED STATES']","['2628', nan]",https://www.info-clipper.com/en/company/united-states/qolsys-inc.usd11ok6d.html,"['SAN JOSE', 'Headquarter']",wissel_aziende_info_clipper
ERA HOME SECURITY LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2629', 'ERA']",https://www.info-clipper.com/en/company/united-kingdom/era-home-security-limited.gbd9f007v.html,"['WOLVERHAMPTON', nan]",wissel_aziende_info_clipper
APICOM SERVICE SRL,"['ITALY', 'ITALY']","['2630', nan]",https://www.info-clipper.com/en/company/italy/apicom-service-srl.itd8jqpha.html,"['CENTO (CORPORENO )', 'Single address']",wissel_aziende_info_clipper
"DURAVIT USA, INC.","['Georgia(GA)', 'UNITED STATES']","['2631', nan]",https://www.info-clipper.com/en/company/united-states/duravit-usa-inc.usdg0fmkq.html,"['DULUTH', 'Single address']",wissel_aziende_info_clipper
INTERTEK TESTING SERVICES HOLDINGS LIMITED.,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2632', nan]",https://www.info-clipper.com/en/company/united-kingdom/intertek-testing-services-holdings-limited.gbd7l7y09.html,"['BRENTWOOD', 'Headquarter']",wissel_aziende_info_clipper
AMUNDI REAL ESTATE ITALIA SOCIETA' DI GESTIONE DEL RISPARMIO SPA,"['ITALY', 'ITALY']","['2633', 'PIONEER INVESTMENT MANAGEMENT SGR SPA']",https://www.info-clipper.com/en/company/italy/amundi-real-estate-italia-societa-di-gestione-del-risparmio-spa.itd5li0qh.html,"['MILANO', nan]",wissel_aziende_info_clipper
"SALTY DOT, INC.","['Utah(UT)', 'UNITED STATES']","['2634', nan]",https://www.info-clipper.com/en/company/united-states/salty-dot-inc.usd1y3dts.html,"['SALT LAKE CITY', 'Single address']",wissel_aziende_info_clipper
VERISK ANALYTICS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2635', nan]",https://www.info-clipper.com/en/company/united-kingdom/verisk-analytics-limited.gbd4vzqeb.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
SAVILLS INVESTMENT MANAGEMENT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,"['ITALY', 'ITALY']","['2636', 'SAVILLS INVESTMENT MANAGEMENT SGR']",https://www.info-clipper.com/en/company/italy/savills-investment-management-societa-di-gestione-del-risparmio-spa.itd7ksp8n.html,"['MILANO', nan]",wissel_aziende_info_clipper
INTERCONTINENTAL BOSTON,"['Massachusetts(MA)', 'UNITED STATES']","['2637', nan]",https://www.info-clipper.com/en/company/united-states/intercontinental-boston.usdcyylag.html,"['BOSTON', 'Single address']",wissel_aziende_info_clipper
EISLER CAPITAL (UK) LTD,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2638', nan]",https://www.info-clipper.com/en/company/united-kingdom/eisler-capital-ltd.gbd3nigur.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
BNP PARIBAS INVESTMENT PARTNERS SOCIETA' DI GESTIONE DEL RISPARMI O SPA IN FORMA ABBREVIATO BNP PAR,"['ITALY', 'ITALY']","['2639', nan]",https://www.info-clipper.com/en/company/italy/bnp-paribas-investment-partners-societa-di-gestione-del-risparmi-o-spa-in-forma-abbreviato-bnp-par.itd75m344.html,"['MILANO', 'Single address']",wissel_aziende_info_clipper
BLOOMBERG L.P.,"['New York(NY)', 'UNITED STATES']","['2640', nan]",https://www.info-clipper.com/en/company/united-states/bloomberg-lp.usdv81ys.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
EISLER CAPITAL (TS) LTD,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2641', nan]",https://www.info-clipper.com/en/company/united-kingdom/eisler-capital-ltd.gbd3p6lk7.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
MEDIOLANUM FARMACEUTICI SPA,"['ITALY', 'ITALY']","['2642', nan]",https://www.info-clipper.com/en/company/italy/mediolanum-farmaceutici-spa.itd7342r0.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
LOMBARD ODIER ASSET MANAGEMENT (USA) CORP,"['New York(NY)', 'UNITED STATES']","['2643', nan]",https://www.info-clipper.com/en/company/united-states/lombard-odier-asset-management-corp.usdddfmqy.html,"['NEW YORK', 'Single address']",wissel_aziende_info_clipper
EISLER CAPITAL (HC) LTD,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2644', nan]",https://www.info-clipper.com/en/company/united-kingdom/eisler-capital-ltd.gbd3pbe8i.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
BANCA MEDIOLANUM SPA,"['ITALY', 'ITALY']","['2645', nan]",https://www.info-clipper.com/en/company/italy/banca-mediolanum-spa.itd7chzd8.html,"['BASIGLIO (MILANO 3, PALAZZO MEUCCI )', 'Headquarter']",wissel_aziende_info_clipper
NUMO LLC,"['Pennsylvania(PA)', 'UNITED STATES']","['2646', nan]",https://www.info-clipper.com/en/company/united-states/numo-llc.usd1c96l8.html,"['PITTSBURGH', 'Single address']",wissel_aziende_info_clipper
EATON ELECTRIC LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2647', nan]",https://www.info-clipper.com/en/company/united-kingdom/eaton-electric-limited.gbdc4o0e6.html,"['LUTON', 'Headquarter']",wissel_aziende_info_clipper
COGNE ACCIAI SPECIALI SPA,"['ITALY', 'ITALY']","['2648', nan]",https://www.info-clipper.com/en/company/italy/cogne-acciai-speciali-spa.itd7cbn2f.html,"['AOSTA', 'Headquarter']",wissel_aziende_info_clipper
DEUTSCHE BANK U.S FINANCIAL MARKETS HOLDING CORP,"['New York(NY)', 'UNITED STATES']","['2649', 'DEUTSCHE BANK A G']",https://www.info-clipper.com/en/company/united-states/deutsche-bank-us-financial-markets-holding-corp.usdd67x8v.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
EATON ELECTRICAL SYSTEMS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2650', nan]",https://www.info-clipper.com/en/company/united-kingdom/eaton-electrical-systems-limited.gbdcuvoft.html,"['WATFORD', 'Single address']",wissel_aziende_info_clipper
LEVITAS SPA,"['ITALY', 'ITALY']","['2651', nan]",https://www.info-clipper.com/en/company/italy/levitas-spa.itde6a36q.html,"['MILANO', 'Single address']",wissel_aziende_info_clipper
"MESSER NORTH AMERICA, INC.","['New Jersey(NJ)', 'UNITED STATES']","['2652', nan]",https://www.info-clipper.com/en/company/united-states/messer-north-america-inc.usd1r99hk.html,"['BRIDGEWATER', 'Headquarter']",wissel_aziende_info_clipper
EATON LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2653', nan]",https://www.info-clipper.com/en/company/united-kingdom/eaton-limited.gbd3legaz.html,"['FAREHAM', 'Headquarter']",wissel_aziende_info_clipper
S.E.A. SOCIETA' EUROPEA AUTOCARAVAN SPA,"['ITALY', 'ITALY']","['2654', nan]",https://www.info-clipper.com/en/company/italy/sea-societa-europea-autocaravan-spa.itd9bktwh.html,"['POGGIBONSI (FOSCI )', 'Headquarter']",wissel_aziende_info_clipper
"SUDDATH RELOCATION SYSTEMS OF ORLANDO, INC","['Florida(FL)', 'UNITED STATES']","['2655', 'UNITED VAN LINES']",https://www.info-clipper.com/en/company/united-states/suddath-relocation-systems-of-orlando-inc.usddc57bn.html,"['ORLANDO', 'Single address']",wissel_aziende_info_clipper
COMPANY SHOP LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2656', nan]",https://www.info-clipper.com/en/company/united-kingdom/company-shop-limited.gbd4w0x40.html,"['BARNSLEY', 'Headquarter']",wissel_aziende_info_clipper
FBH SPA,"['ITALY', 'ITALY']","['2657', nan]",https://www.info-clipper.com/en/company/italy/fbh-spa.itd7lce1e.html,"['ASSAGO (MILANOFIORI )', 'Headquarter']",wissel_aziende_info_clipper
"AMAZON.COM.CA, INC.","['Washington(WA)', 'UNITED STATES']","['2658', 'AMAZON']",https://www.info-clipper.com/en/company/united-states/amazoncomca-inc.usd1rhgpi.html,"['SEATTLE', 'Single address']",wissel_aziende_info_clipper
VIRTUSA UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2659', 'Virtusa']",https://www.info-clipper.com/en/company/united-kingdom/virtusa-uk-limited.gbdc8byp9.html,"['LONDON', nan]",wissel_aziende_info_clipper
GEOSTOCK SOCIETE' PAR ACTIONS SEMPLIFIEE,"['ITALY', 'ITALY']","['2660', nan]",https://www.info-clipper.com/en/company/italy/geostock-societe-par-actions-semplifiee.itd78f8gy.html,"['BERGAMO', 'Single address']",wissel_aziende_info_clipper
AMAZON CORPORATE LLC,"['Washington(WA)', 'UNITED STATES']","['2661', nan]",https://www.info-clipper.com/en/company/united-states/amazon-corporate-llc.usd24spj1.html,"['SEATTLE', 'Single address']",wissel_aziende_info_clipper
QUALIS U.K. LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2662', nan]",https://www.info-clipper.com/en/company/united-kingdom/qualis-uk-limited.gbd3q31eq.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
ROTORK INSTRUMENTS ITALY SRL,"['ITALY', 'ITALY']","['2663', nan]",https://www.info-clipper.com/en/company/italy/rotork-instruments-italy-srl.itd7ldmjw.html,"['ORIO AL SERIO', 'Single address']",wissel_aziende_info_clipper
"AMAZON.COM.DEDC, LLC","['Washington(WA)', 'UNITED STATES']","['2664', 'AMAZON']",https://www.info-clipper.com/en/company/united-states/amazoncomdedc-llc.usd24sop0.html,"['SEATTLE', 'Single address']",wissel_aziende_info_clipper
ITHACA ENERGY DEVELOPMENTS UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2665', nan]",https://www.info-clipper.com/en/company/united-kingdom/ithaca-energy-developments-uk-limited.gbd3ksjua.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
CATALENT ITALY SPA,"['ITALY', 'ITALY']","['2666', nan]",https://www.info-clipper.com/en/company/italy/catalent-italy-spa.itd72u0w7.html,"['APRILIA', 'Headquarter']",wissel_aziende_info_clipper
AMAZON CORPORATE LLC,"['Washington(WA)', 'UNITED STATES']","['2667', nan]",https://www.info-clipper.com/en/company/united-states/amazon-corporate-llc.usd1xyeoq.html,"['SEATTLE', 'Single address']",wissel_aziende_info_clipper
PLAY SPORTS NETWORK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2668', nan]",https://www.info-clipper.com/en/company/united-kingdom/play-sports-network-limited.gbd3m6irg.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
CATALENT ITALY HOLDING SRL,"['ITALY', 'ITALY']","['2669', nan]",https://www.info-clipper.com/en/company/italy/catalent-italy-holding-srl.itd76ajyn.html,"['APRILIA (Presso Catalent Italy Spa )', 'Headquarter']",wissel_aziende_info_clipper
AMAZON,"['Washington(WA)', 'UNITED STATES']","['2670', nan]",https://www.info-clipper.com/en/company/united-states/amazon.usd1bzr1m.html,"['SEATTLE', 'Single address']",wissel_aziende_info_clipper
BLACKROCK UK HOLDCO 2 LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2671', nan]",https://www.info-clipper.com/en/company/united-kingdom/blackrock-uk-holdco-2-limited.gbd3pylzq.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
CATALENT ANAGNI SRL,"['ITALY', 'ITALY']","['2672', nan]",https://www.info-clipper.com/en/company/italy/catalent-anagni-srl.itd7a84qu.html,"['ANAGNI (FONTANA DEL CERASO )', 'Single address']",wissel_aziende_info_clipper
"SCULPTOR CAPITAL MANAGEMENT, INC.","['New York(NY)', 'UNITED STATES']","['2673', nan]",https://www.info-clipper.com/en/company/united-states/sculptor-capital-management-inc.usdfcecdq.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
INTERNATIONAL POWER LTD.,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2674', nan]",https://www.info-clipper.com/en/company/united-kingdom/international-power-ltd.gbd3wm85c.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
TAMINI TRASFORMATORI SRL,"['ITALY', 'ITALY']","['2675', nan]",https://www.info-clipper.com/en/company/italy/tamini-trasformatori-srl.itd762i4g.html,"['LEGNANO', 'Headquarter']",wissel_aziende_info_clipper
"AUSTIN INDUSTRIES, INC.","['Texas(TX)', 'UNITED STATES']","['2676', nan]",https://www.info-clipper.com/en/company/united-states/austin-industries-inc.usd151yig.html,"['DALLAS', 'Headquarter']",wissel_aziende_info_clipper
JRL PLANT AND LOGISTICS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2677', nan]",https://www.info-clipper.com/en/company/united-kingdom/jrl-plant-and-logistics-limited.gbdc5g1i5.html,"['BOREHAMWOOD', 'Single address']",wissel_aziende_info_clipper
FRATELLI COSULICH SPA,"['ITALY', 'ITALY']","['2678', nan]",https://www.info-clipper.com/en/company/italy/fratelli-cosulich-spa.itd739vh5.html,"['TRIESTE', 'Headquarter']",wissel_aziende_info_clipper
"VF SERVICES, LLC","['North Carolina(NC)', 'UNITED STATES']","['2679', 'V F']",https://www.info-clipper.com/en/company/united-states/vf-services-llc.usda879pf.html,"['GREENSBORO', 'Headquarter']",wissel_aziende_info_clipper
NORTHBURN OILS LTD,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2680', nan]",https://www.info-clipper.com/en/company/united-kingdom/northburn-oils-ltd.gbd3ny3pn.html,"['ORMSKIRK', 'Single address']",wissel_aziende_info_clipper
ONNIVAN SRL,"['ITALY', 'ITALY']","['2681', nan]",https://www.info-clipper.com/en/company/italy/onnivan-srl.itd698q40.html,"[""PIOBESI D'ALBA"", 'Single address']",wissel_aziende_info_clipper
"CONSTELLATION ENERGY GENERATION, LLC","['Pennsylvania(PA)', 'UNITED STATES']","['2682', nan]",https://www.info-clipper.com/en/company/united-states/constellation-energy-generation-llc.usd3950ga.html,"['KENNETT SQUARE', 'Headquarter']",wissel_aziende_info_clipper
GATELEY OMEGA LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['2683', nan]",https://www.info-clipper.com/en/company/united-kingdom/gateley-omega-limited.gbd3rrtja.html,"['BIRMINGHAM', 'Single address']",wissel_aziende_info_clipper
ONNICAR SRL,"['ITALY', 'ITALY']","['2684', nan]",https://www.info-clipper.com/en/company/italy/onnicar-srl.itd738h82.html,"[""CORNELIANO D'ALBA"", 'Headquarter']",wissel_aziende_info_clipper
