company_name,company_industry,company_status,file_name
Criteo,Technology,Paris,MalPatSaj_wikipedia
Danone,Consumer goods,Paris,MalPatSaj_wikipedia
Dassault Aviation,Industrials,Paris,MalPatSaj_wikipedia
Dassault Systèmes,Technology,Vélizy-Villacoublay,MalPatSaj_wikipedia
Debacq & Cie,Consumer goods,Paris,MalPatSaj_wikipedia
Decathlon,Consumer goods,Villeneuve-d'Ascq,MalPatSaj_wikipedia
Dexia,Financials,Paris,MalPatSaj_wikipedia
Diptyque,Consumer goods,Paris,MalPatSaj_wikipedia
Edenred,Industrials,Paris,MalPatSaj_wikipedia
Éditions Philippe Amaury,Consumer services,Boulogne-Billancourt,MalPatSaj_wikipedia
Eisenberg Paris,Consumer goods,Paris,MalPatSaj_wikipedia
Électricité de France (EDF),Utilities,Paris,MalPatSaj_wikipedia
Elf Aquitaine,Oil & gas,Courbevoie[9],MalPatSaj_wikipedia
Engie,Utilities,La Défense,MalPatSaj_wikipedia
EssilorLuxottica,Health care,Charenton-le-Pont,MalPatSaj_wikipedia
Eutelsat,Telecommunications,Paris,MalPatSaj_wikipedia
Fnac,Consumer services,Ivry-sur-Seine,MalPatSaj_wikipedia
Framatome,Nuclear industries,Courbevoie,MalPatSaj_wikipedia
Free,Telecommunications,Paris,MalPatSaj_wikipedia
Galeries Lafayette,Consumer services,Paris,MalPatSaj_wikipedia
Gameloft,Technology,Paris,MalPatSaj_wikipedia
Gandi,Technology,Paris,MalPatSaj_wikipedia
Gaumont,Consumer services,Neuilly-sur-Seine,MalPatSaj_wikipedia
Genset,Health care,Paris,MalPatSaj_wikipedia
Getlink,Industrials,Paris,MalPatSaj_wikipedia
Groupe BPCE,Financials,Paris,MalPatSaj_wikipedia
Groupe Bull,Technology,Les Clayes-sous-Bois,MalPatSaj_wikipedia
Groupe Casino,Consumer services,Saint-Étienne,MalPatSaj_wikipedia
Hachette,Consumer services,Paris,MalPatSaj_wikipedia
Hachette Filipacchi Médias,Consumer services,Paris,MalPatSaj_wikipedia
Havas,Consumer services,Paris,MalPatSaj_wikipedia
Hermès,Consumer goods,Paris,MalPatSaj_wikipedia
Hutchinson SA,Industrials,Paris,MalPatSaj_wikipedia
Iliad SA,Telecommunications,Paris,MalPatSaj_wikipedia
JCDecaux,Industrials,Neuilly-sur-Seine,MalPatSaj_wikipedia
Keolis,Consumer services,Paris,MalPatSaj_wikipedia
Kering,Consumer goods,Paris,MalPatSaj_wikipedia
La Poste,Industrials,Paris,MalPatSaj_wikipedia
Laboratoires Pierre Fabre,Health care,Paris,MalPatSaj_wikipedia
Lacoste,Consumer goods,Troyes,MalPatSaj_wikipedia
Lactalis,Consumer goods,Laval,MalPatSaj_wikipedia
Lafarge,Industrials,Paris,MalPatSaj_wikipedia
Lafuma,Consumer goods,Paris,MalPatSaj_wikipedia
Lagardère Group,Consumer services,Paris,MalPatSaj_wikipedia
Lancôme,Consumer goods,Paris,MalPatSaj_wikipedia
Le Coq Sportif,Consumer goods,Entzheim,MalPatSaj_wikipedia
Le Zèbre,Consumer goods,Suresnes,MalPatSaj_wikipedia
L'Oréal,Consumer goods,Clichy,MalPatSaj_wikipedia
Louis Vuitton,Consumer goods,Paris,MalPatSaj_wikipedia
LVMH,Consumer goods,Paris,MalPatSaj_wikipedia
Mandriva,Technology,Paris,MalPatSaj_wikipedia
Manuloc,Industrials,Metz,MalPatSaj_wikipedia
Maritima Ferries,Industrials,Marseille,MalPatSaj_wikipedia
Matra Marconi Space,Industrials,Toulouse,MalPatSaj_wikipedia
Matra,Consumer goods,Romorantin-Lanthenay,MalPatSaj_wikipedia
Mavic,Consumer goods,Annecy,MalPatSaj_wikipedia
MC2 France,Technology,Montrouge,MalPatSaj_wikipedia
Michelin,Consumer goods,Clermont-Ferrand,MalPatSaj_wikipedia
Microïds,Technology,Montreuil,MalPatSaj_wikipedia
Montagut,Consumer goods,Saint-Sauveur-de-Montagut,MalPatSaj_wikipedia
MoonScoop Group,Consumer services,Paris,MalPatSaj_wikipedia
Naval Group,Industrials,Paris,MalPatSaj_wikipedia
NicOx,Health care,Valbonne,MalPatSaj_wikipedia
Norauto,Consumer goods,Lesquin,MalPatSaj_wikipedia
Orange S.A.,Telecommunications,Paris,MalPatSaj_wikipedia
Orano,Nuclear industries,Courbevoie,MalPatSaj_wikipedia
Oxbow,Consumer goods,Mérignac,MalPatSaj_wikipedia
Parrot SA,Industrials,Paris,MalPatSaj_wikipedia
Pathé,Consumer services,Paris,MalPatSaj_wikipedia
Pentalog,Industrials,Orléans,MalPatSaj_wikipedia
Pernod Ricard,Consumer goods,Paris,MalPatSaj_wikipedia
Peugeot,Consumer goods,Rueil-Malmaison,MalPatSaj_wikipedia
PSA Group,Consumer goods,Rueil-Malmaison,MalPatSaj_wikipedia
Publicis,Industrials,Paris,MalPatSaj_wikipedia
Quantic Dream,Technology,Paris,MalPatSaj_wikipedia
RATP Group,Consumer services,Paris,MalPatSaj_wikipedia
Renault,Consumer goods,Boulogne-Billancourt,MalPatSaj_wikipedia
Rexel,Industrials,Paris,MalPatSaj_wikipedia
Rhodia,Basic materials,La Défense,MalPatSaj_wikipedia
Rhône-Poulenc,Basic materials,Paris,MalPatSaj_wikipedia
Safran,Industrials,Paris,MalPatSaj_wikipedia
SAGEM,Technology,Paris,MalPatSaj_wikipedia
Saint-Gobain,Industrials,La Défense,MalPatSaj_wikipedia
Salomon Group,Consumer goods,Épagny-Metz-Tessy,MalPatSaj_wikipedia
Sanofi,Health care,Paris,MalPatSaj_wikipedia
Schneider Electric,Industrials,Rueil-Malmaison,MalPatSaj_wikipedia
SDV International Logistics,Industrials,Puteaux,MalPatSaj_wikipedia
Sephora,Consumer services,Paris,MalPatSaj_wikipedia
Servier,Health care,Suresnes,MalPatSaj_wikipedia
SFR,Telecommunications,Paris,MalPatSaj_wikipedia
Sigfox,Technology,Labège,MalPatSaj_wikipedia
SNCF,Consumer services,Saint-Denis,MalPatSaj_wikipedia
Snecma,Industrials,Courcouronnes,MalPatSaj_wikipedia
Société Bic,Consumer goods,Clichy,MalPatSaj_wikipedia
Société Générale,Financials,La Défense,MalPatSaj_wikipedia
Sodexo,Industrials,Issy-les-Moulineaux,MalPatSaj_wikipedia
Sogeti,Technology,Paris,MalPatSaj_wikipedia
Sopra Steria,Technology,Annecy,MalPatSaj_wikipedia
Suez,Utilities,Paris,MalPatSaj_wikipedia
Technicolor SA,Consumer services,Issy-les-Moulineaux,MalPatSaj_wikipedia
Technip,Industrials,Paris,MalPatSaj_wikipedia
TF1 Group,Consumer services,Boulogne-Billancourt,MalPatSaj_wikipedia
Thales Group,Industrials,La Défense,MalPatSaj_wikipedia
Thomson-CSF,Industrials,Paris,MalPatSaj_wikipedia
TotalEnergies,Oil & gas,Courbevoie,MalPatSaj_wikipedia
Ubisoft,Technology,Rennes,MalPatSaj_wikipedia
Veolia,Utilities,Paris,MalPatSaj_wikipedia
Vinci SA,Industrials,Rueil-Malmaison,MalPatSaj_wikipedia
Vivendi,Consumer services,Paris,MalPatSaj_wikipedia
Waterman,Consumer goods,Paris,MalPatSaj_wikipedia
Yoplait,Consumer goods,Boulogne-Billancourt,MalPatSaj_wikipedia
A. Lange & Söhne,Consumer goods,Glashütte,MalPatSaj_wikipedia
Aareal Bank,Financials,Wiesbaden,MalPatSaj_wikipedia
Adidas,Consumer goods,Herzogenaurach,MalPatSaj_wikipedia
Aldi,Consumer services,Essen,MalPatSaj_wikipedia
Allianz,Financials,Munich,MalPatSaj_wikipedia
Alpina,Consumer goods,Buchloe,MalPatSaj_wikipedia
Altana,Basic materials,Wesel,MalPatSaj_wikipedia
Aral AG,Consumer services,Bochum,MalPatSaj_wikipedia
ARAG SE,Financials,Düsseldorf,MalPatSaj_wikipedia
Arburg,Industrials,Loßburg,MalPatSaj_wikipedia
Arcandor,Consumer services,Essen,MalPatSaj_wikipedia
Arcor,Telecommunications,Eschborn,MalPatSaj_wikipedia
Armedangels,Consumer goods,Cologne,MalPatSaj_wikipedia
Audi,Consumer goods,Ingolstadt,MalPatSaj_wikipedia
August Storck,Consumer goods,Berlin,MalPatSaj_wikipedia
Aurubis,Basic materials,Hamburg,MalPatSaj_wikipedia
Auto Union,Consumer goods,Neckarsulm,MalPatSaj_wikipedia
Axel Springer AG,Consumer services,Berlin,MalPatSaj_wikipedia
B. Braun,Health care,Melsungen,MalPatSaj_wikipedia
Babelsberg Studio,Consumer services,Potsdam,MalPatSaj_wikipedia
Bahlsen,Consumer goods,Hanover,MalPatSaj_wikipedia
BASF,Basic materials,Ludwigshafen,MalPatSaj_wikipedia
Bavaria Film Studios,Consumer services,Grünwald,MalPatSaj_wikipedia
Bayer,Health care,Leverkusen,MalPatSaj_wikipedia
BayWa,Consumer goods,Munich,MalPatSaj_wikipedia
BBS Kraftfahrzeugtechnik,Consumer goods,Schiltach,MalPatSaj_wikipedia
Bechtle,Technology,Neckarsulm,MalPatSaj_wikipedia
Beck's Brewery,Consumer goods,Bremen,MalPatSaj_wikipedia
Behr GmbH & Co. KG,Industrials,Stuttgart,MalPatSaj_wikipedia
Behringer,Consumer goods,Willich,MalPatSaj_wikipedia
Beiersdorf,Consumer goods,Hamburg,MalPatSaj_wikipedia
Bellevue Investments,Technology,Berlin,MalPatSaj_wikipedia
Benecke-Kaliko,Industrials,Hanover,MalPatSaj_wikipedia
Bertelsmann,Consumer services,Gütersloh,MalPatSaj_wikipedia
Beyerdynamic,Consumer goods,Heilbronn,MalPatSaj_wikipedia
Bilfinger,Industrials,Mannheim,MalPatSaj_wikipedia
Birkenstock,Consumer goods,Neustadt,MalPatSaj_wikipedia
Bitburger Brewery,Consumer goods,Bitburg,MalPatSaj_wikipedia
BioNTech,Healthcare,Mainz,MalPatSaj_wikipedia
Blohm+Voss,Industrials,Hamburg,MalPatSaj_wikipedia
BMG Rights Management,Consumer services,Berlin,MalPatSaj_wikipedia
BMW,Consumer goods,Munich,MalPatSaj_wikipedia
Boehringer Ingelheim,Health care,Ingelheim am Rhein,MalPatSaj_wikipedia
BOMAG,Industrials,Boppard,MalPatSaj_wikipedia
Brabus,Consumer services,Bottrop,MalPatSaj_wikipedia
Braun,Consumer goods,Kronberg,MalPatSaj_wikipedia
Brenntag,Basic materials,Mülheim,MalPatSaj_wikipedia
C. Bechstein,Consumer goods,Berlin,MalPatSaj_wikipedia
C. Illies & Co.,Industrials,Hamburg,MalPatSaj_wikipedia
Carl Walther GmbH,Industrials,Ulm,MalPatSaj_wikipedia
Carl Zeiss AG,Health care,Oberkochen,MalPatSaj_wikipedia
CureVac,Health care,Tübingen,MalPatSaj_wikipedia
Celesio,Health care,Stuttgart,MalPatSaj_wikipedia
CineStar,Consumer services,Lübeck,MalPatSaj_wikipedia
Circus Krone,Consumer services,Munich,MalPatSaj_wikipedia
Claas,Industrials,Harsewinkel,MalPatSaj_wikipedia
Commerzbank,Financials,Frankfurt,MalPatSaj_wikipedia
Condor Flugdienst,Consumer services,Frankfurt,MalPatSaj_wikipedia
Continental AG,Industrials,Hanover,MalPatSaj_wikipedia
Covestro,Basic materials,Leverkusen,MalPatSaj_wikipedia
Daimler AG,Consumer goods,Stuttgart,MalPatSaj_wikipedia
Dba,Consumer services,Munich,MalPatSaj_wikipedia
Delton,Conglomerates,Bad Homburg vor der Höhe,MalPatSaj_wikipedia
Der Spiegel,Consumer services,Hamburg,MalPatSaj_wikipedia
Deutsche Bahn,Industrials,Berlin,MalPatSaj_wikipedia
Deutsche Bank,Financials,Frankfurt,MalPatSaj_wikipedia
Deutsche Börse,Financials,Frankfurt,MalPatSaj_wikipedia
Deutsche Grammophon,Consumer goods,Hanover,MalPatSaj_wikipedia
Deutsche Messe,Consumer services,Hanover,MalPatSaj_wikipedia
Deutsche Pfandbriefbank,Financials,Unterschleißheim,MalPatSaj_wikipedia
Deutsche Post,Industrials,Bonn,MalPatSaj_wikipedia
Deutsche Telekom,Telecommunications,Bonn,MalPatSaj_wikipedia
Deutsche Vermögensberatung,Financials,Frankfurt,MalPatSaj_wikipedia
Deutz AG,Industrials,Cologne,MalPatSaj_wikipedia
DHL Express,Industrials,Bonn,MalPatSaj_wikipedia
Dieffenbacher,Industrials,Eppingen,MalPatSaj_wikipedia
Diehl Aerospace,Industrials,Überlingen,MalPatSaj_wikipedia
Diehl Defence,Industrials,Überlingen,MalPatSaj_wikipedia
Diehl Metall,Industrials,Röthenbach an der Pegnitz,MalPatSaj_wikipedia
Diezel,Consumer goods,Bad Steben,MalPatSaj_wikipedia
Djshop,Consumer services,Vachendorf,MalPatSaj_wikipedia
DKW,Consumer goods,?,MalPatSaj_wikipedia
Douglas Holding,Consumer services,Hagen,MalPatSaj_wikipedia
DOVO Solingen,Consumer goods,Solingen,MalPatSaj_wikipedia
Dr. Oetker,Consumer goods,Bielefeld,MalPatSaj_wikipedia
Dräger,Health care,Lübeck,MalPatSaj_wikipedia
Dresdner Bank,Financials,Frankfurt,MalPatSaj_wikipedia
Dürr AG,Industrials,Stuttgart,MalPatSaj_wikipedia
DVB Bank,Financials,Frankfurt,MalPatSaj_wikipedia
E.ON,Utilities,Essen,MalPatSaj_wikipedia
Eberhard Faber,Consumer goods,Neumarkt in der Oberpfalz,MalPatSaj_wikipedia
ebm-papst,Industrials,Mulfingen,MalPatSaj_wikipedia
edding,Consumer goods,Ahrensburg,MalPatSaj_wikipedia
Edeka,Consumer services,Berlin,MalPatSaj_wikipedia
ElringKlinger,Industrials,Dettingen an der Erms,MalPatSaj_wikipedia
EnBW,Utilities,Karlsruhe,MalPatSaj_wikipedia
EnOcean,Consumer goods,Oberhaching,MalPatSaj_wikipedia
Entwicklungsring Nord,Industrials,Bremen,MalPatSaj_wikipedia
Epcos,Consumer goods,Munich,MalPatSaj_wikipedia
E-Plus,Telecommunications,Düsseldorf,MalPatSaj_wikipedia
Eurowings,Consumer services,Düsseldorf,MalPatSaj_wikipedia
Evonik Industries,Basic materials,Essen,MalPatSaj_wikipedia
Faber-Castell,Consumer goods,Stein,MalPatSaj_wikipedia
Fein,Consumer goods,Schwäbisch Gmünd,MalPatSaj_wikipedia
Ferrostaal,Industrials,Essen,MalPatSaj_wikipedia
Festo,Industrials,Esslingen am Neckar,MalPatSaj_wikipedia
Fischertechnik,Consumer goods,Waldachtal,MalPatSaj_wikipedia
Fissler,Consumer goods,Idar-Oberstein,MalPatSaj_wikipedia
Focke-Achgelis,Industrials,Hoykenkamp,MalPatSaj_wikipedia
Focke-Wulf,Industrials,Bremen,MalPatSaj_wikipedia
Fond of Bags,Consumer goods,Cologne,MalPatSaj_wikipedia
Ford Germany,Consumer goods,Cologne,MalPatSaj_wikipedia
Ford of Europe,Consumer goods,Cologne,MalPatSaj_wikipedia
Franz Haniel & Cie.,Conglomerates,Duisburg,MalPatSaj_wikipedia
Fraport,Industrials,Frankfurt,MalPatSaj_wikipedia
Freenet.de,Telecommunications,Büdelsdorf,MalPatSaj_wikipedia
Fresenius,Health care,Bad Homburg vor der Höhe,MalPatSaj_wikipedia
Fresenius Medical Care,Health care,Bad Homburg vor der Höhe,MalPatSaj_wikipedia
Freudenberg Group,Conglomerates,Weinheim,MalPatSaj_wikipedia
FRoSTA,Consumer goods,Bremerhaven,MalPatSaj_wikipedia
Fuchs Petrolub,Basic materials,Mannheim,MalPatSaj_wikipedia
Gardena,Consumer goods,Ulm,MalPatSaj_wikipedia
GEA Group,Industrials,Düsseldorf,MalPatSaj_wikipedia
Gebrüder Thonet,Consumer goods,Frankenberg,MalPatSaj_wikipedia
Germanwings,Consumer services,Cologne,MalPatSaj_wikipedia
Gerolsteiner Brunnen,Consumer goods,Gerolstein,MalPatSaj_wikipedia
Gerresheimer,Industrials,Düsseldorf,MalPatSaj_wikipedia
Getrag,Industrials,Untergruppenbach,MalPatSaj_wikipedia
GfK AG,Industrials,Nuremberg,MalPatSaj_wikipedia
GPC Biotech,Health care,Martinsried,MalPatSaj_wikipedia
Grundig,Consumer goods,Nuremberg,MalPatSaj_wikipedia
Gruner + Jahr,Consumer services,Hamburg,MalPatSaj_wikipedia
Hama Photo,Consumer goods,Monheim,MalPatSaj_wikipedia
Hamburg Süd,Industrials,Hamburg,MalPatSaj_wikipedia
Hamburger Flugzeugbau,Industrials,Hamburg,MalPatSaj_wikipedia
Hannover Re,Financials,Hanover,MalPatSaj_wikipedia
Hapag-Lloyd,Industrials,Hamburg,MalPatSaj_wikipedia
Haribo,Consumer goods,Bonn,MalPatSaj_wikipedia
Heckler & Koch,Industrials,Oberndorf am Neckar,MalPatSaj_wikipedia
HeidelbergCement,Industrials,Heidelberg,MalPatSaj_wikipedia
Heidelberger Druckmaschinen,Industrials,Heidelberg,MalPatSaj_wikipedia
Heinkel,Industrials,Warnemünde,MalPatSaj_wikipedia
Hella,Industrials,Lippstadt,MalPatSaj_wikipedia
Henkel,Conglomerates,Düsseldorf,MalPatSaj_wikipedia
Heraeus,Industrials,Hanau,MalPatSaj_wikipedia
Herrenknecht,Industrials,Schwanau,MalPatSaj_wikipedia
Hochtief,Industrials,Essen,MalPatSaj_wikipedia
Hoechst,Basic materials,Frankfurt,MalPatSaj_wikipedia
Hoesch,Mining,Dortmund,MalPatSaj_wikipedia
Horch,Consumer goods,Köln-Ehrenfeld Cologne,MalPatSaj_wikipedia
Horváth & Partners,Industrials,Stuttgart,MalPatSaj_wikipedia
Howaldtswerke-Deutsche Werft,Industrials,Kiel,MalPatSaj_wikipedia
Hubert Burda Media,Consumer services,Offenburg,MalPatSaj_wikipedia
Hugo Boss,Consumer goods,Metzingen,MalPatSaj_wikipedia
HypoVereinsbank,Financials,Munich,MalPatSaj_wikipedia
Hypo Real Estate,Financials,Munich,MalPatSaj_wikipedia
IAV,Industrials,Berlin,MalPatSaj_wikipedia
IG Farben,Basic materials,Frankfurt,MalPatSaj_wikipedia
Infineon Technologies,Technology,Neubiberg,MalPatSaj_wikipedia
Intershop,Consumer services,Berlin,MalPatSaj_wikipedia
J. A. Henckels,Consumer goods,Solingen,MalPatSaj_wikipedia
J. Schmalz,Industrials,Glatten,MalPatSaj_wikipedia
Jack Wolfskin,Consumer goods,Idstein,MalPatSaj_wikipedia
Jako,Consumer goods,Mulfingen,MalPatSaj_wikipedia
Jenoptik,Industrials,Jena,MalPatSaj_wikipedia
Jil Sander,Consumer goods,Hamburg,MalPatSaj_wikipedia
Junghans,Consumer goods,Schramberg,MalPatSaj_wikipedia
Junkers,Industrials,Dessau,MalPatSaj_wikipedia
K+S,Basic materials,Kassel,MalPatSaj_wikipedia
Kärcher,Industrials,Winnenden,MalPatSaj_wikipedia
Katjes International,Market,Emmerich am Rhein,MalPatSaj_wikipedia
Kaufland,Consumer services,Neckarsulm,MalPatSaj_wikipedia
Keimfarben,Basic materials,Diedorf,MalPatSaj_wikipedia
KfW,Financials,Frankfurt,MalPatSaj_wikipedia
Klöckner & Co SE,Industrials,Duisburg,MalPatSaj_wikipedia
Knorr,Consumer goods,Heilbronn,MalPatSaj_wikipedia
Knorr-Bremse,Industrials,Munich,MalPatSaj_wikipedia
Koenig & Bauer,Industrials,Würzburg,MalPatSaj_wikipedia
Körber,Industrials,Hamburg,MalPatSaj_wikipedia
Krauss-Maffei,Industrials,Munich,MalPatSaj_wikipedia
Krombacher Brauerei,Consumer goods,Kreuztal,MalPatSaj_wikipedia
Krones,Industrials,Neutraubling,MalPatSaj_wikipedia
KSB Company,Industrials,Frankenthal,MalPatSaj_wikipedia
KUKA,Industrials,Augsburg,MalPatSaj_wikipedia
Lamy,Consumer goods,Heidelberg,MalPatSaj_wikipedia
Lanxess,Basic materials,Cologne,MalPatSaj_wikipedia
Leica Camera,Consumer goods,Wetzlar,MalPatSaj_wikipedia
Leidolf,Consumer goods,Wetzlar,MalPatSaj_wikipedia
Leoni AG,Industrials,Nuremberg,MalPatSaj_wikipedia
Lidl,Consumer services,Neckarsulm,MalPatSaj_wikipedia
Lindauer Dornier,Consumer goods,Lindau,MalPatSaj_wikipedia
Linguatec,Technology,Pasing,MalPatSaj_wikipedia
Linhof,Consumer goods,Munich,MalPatSaj_wikipedia
Loewe,Consumer goods,Kronach,MalPatSaj_wikipedia
Löwenbräu,Consumer goods,Munich,MalPatSaj_wikipedia
LSG Sky Chefs,Industrials,Neu-Isenburg,MalPatSaj_wikipedia
LTU International,Consumer services,Düsseldorf,MalPatSaj_wikipedia
Lufthansa Group,Consumer services,Cologne,MalPatSaj_wikipedia
Lürssen,Industrials,Bremen-Vegesack,MalPatSaj_wikipedia
Magirus,Industrials,Ulm,MalPatSaj_wikipedia
Magix,Technology,Berlin,MalPatSaj_wikipedia
Mahle GmbH,Industrials,Stuttgart,MalPatSaj_wikipedia
MAN,Industrials,Munich,MalPatSaj_wikipedia
Mannesmann,Industrials,Düsseldorf,MalPatSaj_wikipedia
Mast-Jägermeister,Consumer goods,Wolfenbüttel,MalPatSaj_wikipedia
Meindl,Consumer goods,Kirchanschöring,MalPatSaj_wikipedia
Meinl Percussion,Consumer goods,Gutenstetten,MalPatSaj_wikipedia
Meinl-Weston,Consumer goods,Geretsried,MalPatSaj_wikipedia
Meissen porcelain,Consumer goods,Meissen,MalPatSaj_wikipedia
Melitta,Consumer goods,Minden,MalPatSaj_wikipedia
Mennekes,Industrials,Kirchhundem,MalPatSaj_wikipedia
Mercedes-AMG,Consumer goods,Affalterbach,MalPatSaj_wikipedia
Mercedes-Benz,Consumer goods,Stuttgart,MalPatSaj_wikipedia
Merck,Health care,Darmstadt,MalPatSaj_wikipedia
Messerschmitt,Industrials,Augsburg,MalPatSaj_wikipedia
Metro AG,Consumer services,Düsseldorf,MalPatSaj_wikipedia
Metz,Consumer goods,Zirndorf,MalPatSaj_wikipedia
Meyer Werft,Industrials,Papenburg,MalPatSaj_wikipedia
Miele,Consumer goods,Gütersloh,MalPatSaj_wikipedia
Montblanc,Consumer goods,Hamburg,MalPatSaj_wikipedia
Munich Re,Financials,Munich,MalPatSaj_wikipedia
Müller,Consumer goods,Fischach,MalPatSaj_wikipedia
Nemetschek,Technology,Munich,MalPatSaj_wikipedia
Nero AG,Technology,Karlsruhe,MalPatSaj_wikipedia
Netto Marken-Discount,Consumer services,Maxhütte-Haidhof,MalPatSaj_wikipedia
Nordzucker,Consumer goods,Braunschweig,MalPatSaj_wikipedia
NSU Motorenwerke,Consumer goods,Neckarsulm,MalPatSaj_wikipedia
Opel,Consumer goods,Rüsselsheim am Main,MalPatSaj_wikipedia
Orenstein & Koppel,Industrials,Berlin,MalPatSaj_wikipedia
Osram,Industrials,Munich,MalPatSaj_wikipedia
Otto GmbH,Consumer services,Hamburg,MalPatSaj_wikipedia
Otto Bock,Health care,Duderstadt,MalPatSaj_wikipedia
Paulaner Brewery,Consumer goods,Munich,MalPatSaj_wikipedia
PCC SE,Basic materials,Duisburg,MalPatSaj_wikipedia
Penny,Consumer services,Cologne,MalPatSaj_wikipedia
Philipp Holzmann,Industrials,Frankfurt,MalPatSaj_wikipedia
Phoenix Contact,Industrials,Blomberg,MalPatSaj_wikipedia
Plus,Consumer services,Mülheim,MalPatSaj_wikipedia
Porsche,Consumer goods,Stuttgart,MalPatSaj_wikipedia
ProSiebenSat.1,Consumer services,Unterföhring,MalPatSaj_wikipedia
PTV AG,Technology,Karlsruhe,MalPatSaj_wikipedia
PUMA,Consumer goods,Herzogenaurach,MalPatSaj_wikipedia
Putzmeister,Industrials,Aichtal,MalPatSaj_wikipedia
Radeberger Brewery,Consumer goods,Radeberg,MalPatSaj_wikipedia
Recaro,Industrials,Stuttgart,MalPatSaj_wikipedia
Reemtsma,Consumer goods,Hamburg,MalPatSaj_wikipedia
Rehau Group,Industrials,Rehau,MalPatSaj_wikipedia
REWE Group,Consumer services,Cologne,MalPatSaj_wikipedia
Rheinmetall,Industrials,Düsseldorf,MalPatSaj_wikipedia
Rheinmetall Automotive,Industrials,Neckarsulm,MalPatSaj_wikipedia
Rimowa,Consumer goods,Cologne,MalPatSaj_wikipedia
Ritter Sport,Consumer goods,Waldenbuch,MalPatSaj_wikipedia
Robert Bosch GmbH,Conglomerate,Waldenbuch,MalPatSaj_wikipedia
Rohde & Schwarz,Industrials,Munich,MalPatSaj_wikipedia
ROSE Bikes,Consumer goods,Bocholt,MalPatSaj_wikipedia
Rossmann,Consumer services,Burgwedel,MalPatSaj_wikipedia
RRI Rhein Ruhr International,Industrials,Essen,MalPatSaj_wikipedia
RUF Automobile,Consumer goods,Pfaffenhausen,MalPatSaj_wikipedia
RWE,Utilities,Essen,MalPatSaj_wikipedia
SABA,Consumer goods,Triberg im Schwarzwald,MalPatSaj_wikipedia
Salzgitter AG,Basic materials,Salzgitter,MalPatSaj_wikipedia
SAP SE,Technology,Walldorf,MalPatSaj_wikipedia
Ströer,mass media,Cologne,MalPatSaj_wikipedia
Sauer Flugmotorenbau,Industrials,Ober-Olm,MalPatSaj_wikipedia
Schaeffler Group,Industrials,Herzogenaurach,MalPatSaj_wikipedia
Schaller Guitarenparts,Consumer goods,Postbauer-Heng,MalPatSaj_wikipedia
Schering,Health care,Berlin,MalPatSaj_wikipedia
Schmitz Cargobull,Industrials,Horstmar,MalPatSaj_wikipedia
Schott AG,Basic materials,Mainz,MalPatSaj_wikipedia
Schwan-Stabilo,Consumer goods,Heroldsberg,MalPatSaj_wikipedia
Schwarz Gruppe,Consumer services,Neckarsulm,MalPatSaj_wikipedia
Schwind eye-tech-solutions,Health care,Kleinostheim,MalPatSaj_wikipedia
Sebamed,Consumer goods,Boppard,MalPatSaj_wikipedia
Seca,Health care,Hamburg,MalPatSaj_wikipedia
Sennheiser,Consumer goods,Wedemark,MalPatSaj_wikipedia
Severin Elektro,Consumer goods,Sundern,MalPatSaj_wikipedia
SEW Eurodrive,Industrials,Bruchsal,MalPatSaj_wikipedia
SGL Carbon,Basic materials,Wiesbaden,MalPatSaj_wikipedia
Siemens,Conglomerates,Berlin,MalPatSaj_wikipedia
SIG Sauer,Industrials,Eckernförde,MalPatSaj_wikipedia
SimScale,Technology,Munich[4],MalPatSaj_wikipedia
SkySails,Industrials,Hamburg,MalPatSaj_wikipedia
Smart,Consumer goods,Böblingen,MalPatSaj_wikipedia
Software AG,Technology,Darmstadt,MalPatSaj_wikipedia
SolarWorld,Industrials,Bonn,MalPatSaj_wikipedia
Sonor,Consumer goods,Berlin,MalPatSaj_wikipedia
Sortimo,Industrials,Zusmarshausen,MalPatSaj_wikipedia
Staedtler,Consumer goods,Nuremberg,MalPatSaj_wikipedia
Steinway & Sons,Consumer goods,Hamburg,MalPatSaj_wikipedia
Stihl,Basic materials,Waiblingen,MalPatSaj_wikipedia
Südzucker,Consumer goods,Mannheim,MalPatSaj_wikipedia
Symrise,Personal products,Holzminden,MalPatSaj_wikipedia
Talanx,Financials,Hanover,MalPatSaj_wikipedia
Tchibo,Consumer services,Hamburg,MalPatSaj_wikipedia
Telefunken,Consumer goods,Berlin,MalPatSaj_wikipedia
Tengelmann Group,Consumer services,Mülheim,MalPatSaj_wikipedia
Tente International,Industrials,Cologne,MalPatSaj_wikipedia
Tetra,Consumer services,Melle,MalPatSaj_wikipedia
The Linde Group,Basic materials,Munich,MalPatSaj_wikipedia
ThyssenKrupp,Conglomerates,Duisburg,MalPatSaj_wikipedia
trivago,Technology,Düsseldorf,MalPatSaj_wikipedia
Trumpf,Industrials,Ditzingen,MalPatSaj_wikipedia
T-Systems,Technology,Frankfurt,MalPatSaj_wikipedia
TUI Group,Consumer services,Hanover,MalPatSaj_wikipedia
Uhlsport,Consumer goods,Balingen,MalPatSaj_wikipedia
Ulla Popken,Consumer goods,Rastede,MalPatSaj_wikipedia
Ultrasone,Consumer goods,Tutzing,MalPatSaj_wikipedia
Underberg,Consumer goods,Rheinberg,MalPatSaj_wikipedia
United Internet,Telecommunications,Montabaur,MalPatSaj_wikipedia
