company_name,company_industry,company_market_cap,company_employees,country,file_name
Perimeter Solutions,Chemicals,$1.44 B|$9.18|-0.43%|-28.67%,4221,USA,companiesMarketCap_dataset
Siam City Cement (insee),Cement|Building materials,$1.44 B|$4.85|-0.63%|2.11%,4220,Thailand,companiesMarketCap_dataset
Scandinavian Tobacco Group,Tobacco,$1.44 B|$16.60|-0.18%|-20.73%,4219,Denmark,companiesMarketCap_dataset
Oyak Çimento,Cement|Building materials,$1.44 B|$1.25|-0.76%|104.92%,4218,Turkey,companiesMarketCap_dataset
Viridian Therapeutics,Pharmaceuticals|Biotech,$1.44 B|$35.96|0.50%|105.60%,4217,USA,companiesMarketCap_dataset
Fiskars,,$1.44 B|$17.96|0.12%|-31.87%,4216,Finland,companiesMarketCap_dataset
Corsair Gaming,Video games|Tech|Tech Hardware,$1.44 B|$14.41|1.84%|-29.98%,4215,USA,companiesMarketCap_dataset
Paramount Group,Real estate|Investment|REITs,$1.44 B|$6.15|1.99%|-29.47%,4214,USA,companiesMarketCap_dataset
Dice Therapeutics,Pharmaceuticals|Biotech,$1.44 B|$30.41|-0.36%|109.15%,4213,USA,companiesMarketCap_dataset
Rhi Magnesita,,$1.45 B|$30.30|0.36%|-37.42%,4212,,companiesMarketCap_dataset
Xd Inc.,Video games|Entertainment,$1.45 B|$3.07|-1.03%|-34.26%,4211,China,companiesMarketCap_dataset
Glenmark Pharmaceuticals,Pharmaceuticals,$1.45 B|$5.14|-0.81%|-20.80%,4210,India,companiesMarketCap_dataset
Archrock,,$1.45 B|$9.33|0.32%|16.77%,4209,USA,companiesMarketCap_dataset
Hitejinro,Beverages|Alcoholic beverages,$1.45 B|$20.93|1.77%|-17.08%,4208,South Korea,companiesMarketCap_dataset
Cassava Sciences,Diagnostics and Testing|Biotech,$1.45 B|$34.84|5.38%|-4.10%,4207,USA,companiesMarketCap_dataset
City Union Bank,Banks|Financial services,$1.45 B|$1.97|0.16%|4.23%,4206,India,companiesMarketCap_dataset
Meliá Hotels International,Hotels|Travel,$1.45 B|$6.61|3.22%|-10.43%,4205,Spain,companiesMarketCap_dataset
China Gold International Resources,Mining|Gold mining,$1.45 B|$3.67|-1.01%|29.68%,4204,Canada,companiesMarketCap_dataset
Monarch Casino & Resort,Gambling|Entertainment,$1.46 B|$77.02|1.77%|23.47%,4203,USA,companiesMarketCap_dataset
Hudson Pacific Properties,,$1.46 B|$10.23|0.69%|-56.93%,4202,USA,companiesMarketCap_dataset
Everi Holdings,Gambling,$1.46 B|$16.34|1.49%|-12.24%,4201,USA,companiesMarketCap_dataset
Patrick Industries,,$1.47 B|$65.09|2.34%|3.19%,4184,USA,companiesMarketCap_dataset
Deutsche Euroshop,,$1.47 B|$23.61|1.49%|27.48%,4183,Germany,companiesMarketCap_dataset
Cargojet,Airlines|Transportation,$1.47 B|$85.93|2.18%|-38.00%,4182,Canada,companiesMarketCap_dataset
Meridian Bioscience,Diagnostics and Testing,$1.47 B|$33.74|0.27%|58.78%,4181,USA,companiesMarketCap_dataset
At&s Austria Technologie & Systemtechnik,Semiconductors|Electronics|Tech|Tech Hardware,$1.47 B|$38.07|1.59%|-14.81%,4180,,companiesMarketCap_dataset
Compass,Real estate|Software|Tech,$1.48 B|$3.41|10.00%|-57.69%,4179,USA,companiesMarketCap_dataset
Modivcare,Healthcare,$1.48 B|$104.83|-0.78%|-8.94%,4178,USA,companiesMarketCap_dataset
The Beauty Health Company,Cosmetics and Beauty,$1.48 B|$11.23|2.56%|-17.67%,4177,USA,companiesMarketCap_dataset
Cytek Biosciences,Medical devices|Manufacturing,$1.48 B|$11.01|0.00%|-22.57%,4176,USA,companiesMarketCap_dataset
Interrent Real Estate Investment Trust,REITs|Real estate|Investment,$1.48 B|$10.49|0.57%|-16.41%,4175,Canada,companiesMarketCap_dataset
Triumph Bancorp,Banks|Financial services,$1.48 B|$58.74|-1.71%|-39.20%,4174,USA,companiesMarketCap_dataset
Amplitude,Software|Tech,$1.48 B|$13.16|4.94%|-64.60%,4173,USA,companiesMarketCap_dataset
Uct (ultra Clean Holdings),Semiconductors|Tech|Tech Hardware,$1.48 B|$32.73|1.99%|-33.00%,4172,USA,companiesMarketCap_dataset
Elgi Equipments,,$1.48 B|$4.70|-1.51%|-5.43%,4171,India,companiesMarketCap_dataset
Formosa Taffeta,Oil&Gas|Energy,$1.49 B|$0.89|0.00%|-14.42%,4170,Taiwan,companiesMarketCap_dataset
C3 Ai,Software|Tech,$1.49 B|$13.54|3.36%|-46.80%,4169,USA,companiesMarketCap_dataset
Avidity Biosciences,Pharmaceuticals|Biotech,$1.49 B|$22.47|4.90%|58.02%,4168,USA,companiesMarketCap_dataset
Eagle Bancorp,Banks|Financial services,$1.49 B|$47.67|2.38%|-19.54%,4167,USA,companiesMarketCap_dataset
Avi Limited,Food,$1.49 B|$4.52|-1.74%|0.44%,4166,South Africa,companiesMarketCap_dataset
Global Net Lease,REITs|Real estate|Investment,$1.49 B|$14.08|1.59%|-0.07%,4165,USA,companiesMarketCap_dataset
Yoozoo Interactive,Video games|Entertainment,$1.49 B|$1.63|-1.26%|-21.26%,4164,China,companiesMarketCap_dataset
Tag Immobilien,Real estate,$1.49 B|$8.50|-1.14%|-67.56%,4163,Germany,companiesMarketCap_dataset
Marcus & Millichap,Real estate,$1.50 B|$38.12|0.79%|-17.99%,4162,USA,companiesMarketCap_dataset
Indian Energy Exchange,,$1.50 B|$1.67|-2.02%|-50.59%,4161,India,companiesMarketCap_dataset
Acadia Realty Trust,Real estate|Investment|REITs,$1.50 B|$14.97|1.35%|-25.78%,4160,USA,companiesMarketCap_dataset
Compass Diversified Holdings,,$1.50 B|$20.79|0.92%|-18.66%,4159,USA,companiesMarketCap_dataset
Sheela Foam,,$1.50 B|$15.40|-0.76%|-68.06%,4158,India,companiesMarketCap_dataset
Dis-chem Pharmacies,Drugstore|Retail,$1.50 B|$1.75|-1.27%|-18.60%,4157,South Africa,companiesMarketCap_dataset
Ltc Properties,Real estate|Investment|REITs,$1.50 B|$37.11|-1.30%|4.83%,4156,USA,companiesMarketCap_dataset
Oatly,Food,$1.50 B|$2.54|2.01%|-61.10%,4155,Sweden,companiesMarketCap_dataset
Textainer Group,Rental & Leasing Services,$1.50 B|$33.51|2.04%|-8.69%,4154,,companiesMarketCap_dataset
Westamerica Bancorporation,,$1.50 B|$55.98|3.15%|-4.37%,4153,USA,companiesMarketCap_dataset
Aston Martin,Automakers,$1.50 B|$2.12|3.33%|-87.45%,4152,UK,companiesMarketCap_dataset
Hims & Hers Health,Telehealth|Healthcare|Internet|Tech,$1.50 B|$7.26|-2.94%|51.57%,4151,USA,companiesMarketCap_dataset
M/i Homes,Construction,$1.50 B|$54.99|3.48%|7.40%,4150,USA,companiesMarketCap_dataset
Udemy,Education|Internet|Tech,$1.50 B|$10.68|0.28%|-28.61%,4149,USA,companiesMarketCap_dataset
Horace Mann Educators,,$1.50 B|$36.92|0.68%|-0.32%,4148,USA,companiesMarketCap_dataset
Osi Systems,,$1.51 B|$89.63|-0.54%|3.51%,4147,USA,companiesMarketCap_dataset
Replimune,,$1.51 B|$27.43|0.55%|32.13%,4146,USA,companiesMarketCap_dataset
Trisura Group,Insurance,$1.51 B|$33.05|-0.56%|-5.68%,4145,Canada,companiesMarketCap_dataset
Life Healthcare Group,Healthcare|Medical Care Facilities,$1.51 B|$1.02|-1.88%|-23.31%,4144,South Africa,companiesMarketCap_dataset
Sihanoukville Autonomous Port,Ports|Infrastructure,$1.51 B|$3.37|0.72%,4143,Cambodia,companiesMarketCap_dataset
Jasa Marga,,$1.51 B|$0.21|0.00%|-16.00%,4142,Indonesia,companiesMarketCap_dataset
Helios Towers,Infrastructure|Telecommunication|Real estate,$1.51 B|$1.39|2.43%|-33.17%,4141,UK,companiesMarketCap_dataset
Sixth Street Specialty Lending,Financial services|Asset Management|Investment,$1.52 B|$18.77|1.68%|-19.72%,4140,USA,companiesMarketCap_dataset
Atos,Professional services,$1.52 B|$12.85|1.07%|-66.69%,4139,France,companiesMarketCap_dataset
Purecycle Technologies,Waste & Recycling,$1.52 B|$9.30|9.03%|51.22%,4138,USA,companiesMarketCap_dataset
Integral Ad Science,Advertising,$1.52 B|$9.90|4.32%|-37.54%,4137,USA,companiesMarketCap_dataset
Stellar Bancorp,Banks|Financial services,$1.52 B|$29.13|-0.07%|-4.21%,4136,USA,companiesMarketCap_dataset
Gibraltar Industries,,$1.52 B|$49.20|1.07%|-12.86%,4135,USA,companiesMarketCap_dataset
Asahi India Glass,,$1.52 B|$6.28|0.80%|-18.76%,4134,India,companiesMarketCap_dataset
International Petroleum,Oil&Gas|Energy,$1.53 B|$11.19|5.79%|73.22%,4133,Canada,companiesMarketCap_dataset
Twist Bioscience,Biotech,$1.53 B|$27.03|4.97%|-48.89%,4132,USA,companiesMarketCap_dataset
Kec International,Construction,$1.53 B|$5.96|-0.79%|-10.64%,4131,India,companiesMarketCap_dataset
Gulfport Energy,Oil&Gas|Energy,$1.53 B|$79.54|-3.87%|19.48%,4130,USA,companiesMarketCap_dataset
Harmonic,Tech|Internet,$1.53 B|$14.55|-0.55%|39.90%,4129,USA,companiesMarketCap_dataset
Bystronic Ag,Manufacturing|Machinery manufacturing,$1.53 B|$742.02|2.38%|-44.78%,4128,Switzerland,companiesMarketCap_dataset
Veritex Holdings,Banks|Financial services,$1.53 B|$28.43|1.68%|-28.44%,4127,USA,companiesMarketCap_dataset
Echostar,,$1.53 B|$18.47|5.06%|-23.33%,4126,USA,companiesMarketCap_dataset
Happiest Minds Technologies,IT services|Professional services,$1.53 B|$10.46|-2.01%|-37.40%,4125,India,companiesMarketCap_dataset
Kar Auction Services,,$1.53 B|$14.10|3.83%|-3.62%,4124,USA,companiesMarketCap_dataset
Two Harbors Investment,Real estate|Investment|REITs,$1.53 B|$17.78|0.68%|223.27%,4123,USA,companiesMarketCap_dataset
Digital Turbine,Software|Tech,$1.53 B|$15.52|5.08%|-60.90%,4122,USA,companiesMarketCap_dataset
Arcus Biosciences,Biotech,$1.53 B|$21.26|1.77%|-31.62%,4121,USA,companiesMarketCap_dataset
Mag Silver,Silver Mining|Mining,$1.53 B|$15.57|1.70%|3.59%,4120,Canada,companiesMarketCap_dataset
Sandy Spring Bank,Banks|Financial services,$1.54 B|$34.59|0.29%|-26.87%,4119,USA,companiesMarketCap_dataset
Agios Pharmaceuticals,,$1.54 B|$28.16|2.85%|-5.50%,4118,USA,companiesMarketCap_dataset
Borregaard,,$1.54 B|$15.54|-0.78%|-34.15%,4117,Norway,companiesMarketCap_dataset
Bgc Partners,Financial services,$1.54 B|$4.18|2.33%|-0.48%,4116,USA,companiesMarketCap_dataset
Hindustan Copper,Mining,$1.54 B|$1.60|-0.54%|-9.09%,4115,India,companiesMarketCap_dataset
Apollo Medical Holdings,Healthcare,$1.54 B|$34.02|2.07%|-33.77%,4114,USA,companiesMarketCap_dataset
Truecaller,Tech|Software,$1.54 B|$3.84|2.86%|-55.14%,4113,Sweden,companiesMarketCap_dataset
Hope Bancorp,Banks|Financial services,$1.54 B|$12.97|2.29%|-16.75%,4112,USA,companiesMarketCap_dataset
Jack In The Box,Food|Restaurant chains,$1.55 B|$74.71|3.86%|-11.38%,4111,USA,companiesMarketCap_dataset
Momentum Metropolitan,Financial services|Insurance,$1.55 B|$1.09|-1.87%|-9.17%,4110,South Africa,companiesMarketCap_dataset
Transaction Capital,Financial services|Investment,$1.55 B|$2.00|-2.72%|-24.81%,4109,South Africa,companiesMarketCap_dataset
Chambal Fertilisers,Chemicals|Fertilizer companies,$1.55 B|$3.74|-1.80%|-40.45%,4108,India,companiesMarketCap_dataset
Bodycote,,$1.55 B|$7.90|2.38%|-30.70%,4107,UK,companiesMarketCap_dataset
Vista Outdoor,Sports goods,$1.55 B|$27.56|2.64%|-27.83%,4106,USA,companiesMarketCap_dataset
Bank Of N. T. Butterfield & Son,Banks|Financial services,$1.56 B|$31.47|2.91%|-16.21%,4105,,companiesMarketCap_dataset
Yanlord,Real estate,$1.56 B|$0.81|0.00%|-4.71%,4104,Singapore,companiesMarketCap_dataset
Dena,Video games|Entertainment|Tech,$1.56 B|$13.71|-0.11%|-13.01%,4103,Japan,companiesMarketCap_dataset
Hudbay Minerals,,$1.56 B|$5.97|-0.50%|-22.06%,4102,Canada,companiesMarketCap_dataset
Tecnoglass,,$1.56 B|$32.87|4.48%|70.05%,4101,,companiesMarketCap_dataset
Pmetal (press Metal Aluminium),Aluminum,$1.58 B|$1.22|-0.19%|-17.01%,4084,Malaysia,companiesMarketCap_dataset
Vaisala,,$1.58 B|$44.47|1.49%|-18.03%,4083,Finland,companiesMarketCap_dataset
Fever-tree Drinks,Alcoholic beverages|Beverages,$1.58 B|$13.62|3.43%|-60.67%,4082,UK,companiesMarketCap_dataset
Rocket Pharmaceuticals,Pharmaceuticals|Biotech,$1.58 B|$20.19|0.90%|28.68%,4081,USA,companiesMarketCap_dataset
National Bank Holdings,Banks|Financial services,$1.59 B|$42.30|1.44%|-5.45%,4080,USA,companiesMarketCap_dataset
Veris Residential,Real estate|Investment|REITs,$1.59 B|$15.95|1.46%|-6.01%,4079,USA,companiesMarketCap_dataset
Billtrust (btrs),Tech|Software|Financial services,$1.59 B|$9.49|0.00%|55.32%,4078,USA,companiesMarketCap_dataset
Csi,,$1.59 B|$57.98|0.00%|3.91%,4077,USA,companiesMarketCap_dataset
Jastrzebska Spólka Weglowa,Coal Mining|Mining|Energy,$1.59 B|$13.59|2.47%|40.54%,4076,Poland,companiesMarketCap_dataset
First Bancorp,Banks|Financial services,$1.59 B|$39.43|0.48%|-12.10%,4075,USA,companiesMarketCap_dataset
Shufersal,Supermarket Chains|Retail,$1.59 B|$6.01|-0.73%|-29.63%,4074,Israel,companiesMarketCap_dataset
Evraz,Steel producers|Steel industry|Mining,$1.60 B|$1.10|0.00%|-85.29%,4073,Russia,companiesMarketCap_dataset
The Bancorp,Banks|Financial services,$1.60 B|$28.63|1.17%|0.10%,4072,USA,companiesMarketCap_dataset
Scilex Holding,Pharmaceuticals|Biotech,$1.60 B|$11.32|6.59%|12.19%,4071,USA,companiesMarketCap_dataset
Prime Medicine,Pharmaceuticals|Biotech|Genomics|Gene therapy,$1.60 B|$16.49|2.74%,4070,USA,companiesMarketCap_dataset
Kiocl,Mining,$1.60 B|$2.64|0.54%|-24.14%,4069,India,companiesMarketCap_dataset
Par Pacific Holdings,Energy|Infrastructure,$1.60 B|$26.61|8.44%|81.76%,4068,USA,companiesMarketCap_dataset
Nh Hotel Group,Hotels|Travel,$1.60 B|$3.69|-0.15%|3.07%,4067,Spain,companiesMarketCap_dataset
Legalzoom,Internet|Tech|Professional services,$1.60 B|$8.34|-1.18%|-43.03%,4066,USA,companiesMarketCap_dataset
Shikun & Binui,Infrastructure|Real estate|Construction,$1.60 B|$3.35|-1.21%|-47.98%,4065,Israel,companiesMarketCap_dataset
Loma Negra,,$1.60 B|$7.34|3.09%|27.87%,4064,,companiesMarketCap_dataset
Bajaj Electricals,Electronics,$1.60 B|$13.98|-0.58%|-13.11%,4063,India,companiesMarketCap_dataset
Sanofi India Limited,Pharmaceuticals,$1.60 B|$69.87|-0.23%|-28.97%,4062,India,companiesMarketCap_dataset
Corporación América Airports,Airports|Infrastructure,$1.61 B|$9.87|1.75%|73.77%,4061,,companiesMarketCap_dataset
Elme Communities,Real estate|REITs|Investment,$1.61 B|$18.42|1.60%|-25.73%,4060,USA,companiesMarketCap_dataset
Infinera,Telecommunications equipment,$1.61 B|$7.34|2.37%|-7.67%,4059,USA,companiesMarketCap_dataset
Minera Valparaíso,Utility companies|Electricity|Energy,$1.61 B|$12.90|0.09%|-23.89%,4058,Chile,companiesMarketCap_dataset
Solarwinds,Software|Tech,$1.61 B|$9.99|8.12%|-25.45%,4057,USA,companiesMarketCap_dataset
Veritiv,Packaging,$1.61 B|$119.80|0.82%|34.44%,4056,USA,companiesMarketCap_dataset
Myr Group,Engineering|Construction,$1.61 B|$97.34|1.89%|9.02%,4055,USA,companiesMarketCap_dataset
Budimex,Construction|Infrastructure,$1.61 B|$63.32|-1.08%|7.27%,4054,Poland,companiesMarketCap_dataset
Marten Transport,Transportation,$1.61 B|$19.94|1.73%|24.00%,4053,USA,companiesMarketCap_dataset
Aurora Innovation,Autonomous driving|Software|Tech,$1.61 B|$1.39|6.92%|-74.54%,4052,USA,companiesMarketCap_dataset
Lindsay Corporation,Manufacturing|Machinery manufacturing,$1.61 B|$147.03|2.11%|12.74%,4051,USA,companiesMarketCap_dataset
Trico Bancshares,Banks|Financial services,$1.62 B|$48.74|0.89%|12.05%,4050,USA,companiesMarketCap_dataset
Inventrust Properties,REITs|Real estate|Investment,$1.62 B|$24.12|0.17%|-8.50%,4049,USA,companiesMarketCap_dataset
Hbm Healthcare Investments,Investment|Asset Management|Biotech,$1.62 B|$234.04|-1.81%|-26.77%,4048,Switzerland,companiesMarketCap_dataset
Nongshim,Food,$1.62 B|$281.68|-0.14%|8.87%,4047,South Korea,companiesMarketCap_dataset
Pacira Biosciences,,$1.63 B|$35.53|-4.10%|-43.99%,4046,USA,companiesMarketCap_dataset
Top Glove,Gloves & PPE,$1.63 B|$0.20|-1.82%|-60.78%,4045,Malaysia,companiesMarketCap_dataset
Biotest,,$1.63 B|$46.16|0.00%|-4.23%,4044,Germany,companiesMarketCap_dataset
Recursion Pharmaceuticals,Pharmaceuticals|Biotech,$1.63 B|$8.65|2.13%|-23.11%,4043,USA,companiesMarketCap_dataset
Enghouse Systems,Software|Tech|IT services|Professional services,$1.64 B|$29.69|-0.13%|-16.55%,4042,Canada,companiesMarketCap_dataset
Resolute Forest Products,Pulp and paper,$1.64 B|$21.36|0.42%|61.09%,4041,Canada,companiesMarketCap_dataset
Vivid Seats,,$1.64 B|$8.23|4.44%|-11.88%,4040,USA,companiesMarketCap_dataset
Toda Corp,,$1.64 B|$5.33|0.44%|-17.24%,4039,Japan,companiesMarketCap_dataset
Upwork,,$1.64 B|$12.52|1.87%|-50.26%,4038,USA,companiesMarketCap_dataset
Apollo Commercial Real Estate,Real estate|Investment|REITs,$1.64 B|$11.70|1.83%|-11.90%,4037,USA,companiesMarketCap_dataset
Vizio,Tech|Tech Hardware|Electronics,$1.64 B|$8.46|2.79%|-42.33%,4036,USA,companiesMarketCap_dataset
Schrödinger,,$1.64 B|$23.10|-2.82%|-14.70%,4035,USA,companiesMarketCap_dataset
Sjvn,,$1.64 B|$0.42|0.29%|2.44%,4034,India,companiesMarketCap_dataset
Myriad Genetics,Biotech|Genomics|Diagnostics and Testing,$1.64 B|$20.35|4.31%|-23.29%,4033,USA,companiesMarketCap_dataset
Day One Biopharmaceuticals,Biotech|Pharmaceuticals,$1.65 B|$22.47|-0.66%|53.59%,4032,USA,companiesMarketCap_dataset
Methode Electronics,Electronics,$1.65 B|$45.82|0.68%|1.96%,4031,USA,companiesMarketCap_dataset
Jindal Stainless,Transportation,$1.65 B|$3.14|3.95%|10.18%,4030,India,companiesMarketCap_dataset
Rhythm Pharmaceuticals,Pharmaceuticals|Biotech,$1.65 B|$29.36|-0.91%|302.19%,4029,USA,companiesMarketCap_dataset
Nokian Tyres,Tires,$1.65 B|$11.97|-0.54%|-66.56%,4028,Finland,companiesMarketCap_dataset
Getty Realty,Real estate|Investment|REITs,$1.65 B|$35.49|1.60%|22.34%,4027,USA,companiesMarketCap_dataset
Piramal Pharma,Pharmaceuticals|Biotech,$1.65 B|$1.39|-0.35%,4026,India,companiesMarketCap_dataset
Aar,,$1.66 B|$48.20|0.33%|21.01%,4025,USA,companiesMarketCap_dataset
Liveramp,Software|Tech,$1.66 B|$24.99|3.01%|-41.58%,4024,USA,companiesMarketCap_dataset
Brinker International,,$1.66 B|$37.77|5.68%|15.15%,4023,USA,companiesMarketCap_dataset
Montauk Renewables,Energy|Renewable energy|Biofuel,$1.66 B|$11.60|4.04%|10.90%,4022,USA,companiesMarketCap_dataset
Talos Energy,Energy|Oil&Gas,$1.66 B|$20.18|0.55%|106.34%,4021,USA,companiesMarketCap_dataset
Tf1,Media/Press|Entertainment,$1.66 B|$7.86|0.98%|-18.21%,4020,France,companiesMarketCap_dataset
Knowles,Electronics|Manufacturing,$1.66 B|$18.34|2.06%|-16.18%,4019,USA,companiesMarketCap_dataset
Tenneco,Automotive Suppliers,$1.66 B|$19.99|0.00%|90.38%,4018,USA,companiesMarketCap_dataset
Madison Square Garden,,$1.66 B|$48.32|2.11%|-30.62%,4017,USA,companiesMarketCap_dataset
Nabors Industries,Oil&Gas|Energy,$1.67 B|$177.62|1.91%|79.40%,4016,,companiesMarketCap_dataset
Establishment Labs,Medical devices,$1.67 B|$68.74|4.64%|26.17%,4015,,companiesMarketCap_dataset
Exchange Income Corporation,Airlines|Transportation|Travel,$1.67 B|$39.51|0.23%|16.82%,4014,Canada,companiesMarketCap_dataset
Custom Truck One Source,,$1.67 B|$6.79|3.03%|-7.87%,4013,USA,companiesMarketCap_dataset
Eqb (equitable Bank),Banks|Financial services,$1.67 B|$44.63|0.91%|-20.70%,4012,Canada,companiesMarketCap_dataset
Bank Für Tirol Und Vorarlberg,Banks|Financial services,$1.67 B|$45.18|0.00%|28.83%,4011,,companiesMarketCap_dataset
Savills,Real estate,$1.67 B|$11.48|1.79%|-40.76%,4010,UK,companiesMarketCap_dataset
Laureate Education,Education,$1.67 B|$10.70|3.88%|-8.63%,4009,USA,companiesMarketCap_dataset
Bank Danamon,Banks|Financial services,$1.67 B|$0.17|0.00%|6.25%,4008,Indonesia,companiesMarketCap_dataset
Zhejiang Jinke Tom Culture Industry,Video games|Entertainment,$1.68 B|$0.48|1.26%|-45.45%,4007,China,companiesMarketCap_dataset
Hain Celestial,Food,$1.68 B|$18.86|3.34%|-47.87%,4006,USA,companiesMarketCap_dataset
Dormakaba,Security & Protection Services,$1.68 B|$403.36|1.77%|-29.69%,4005,Switzerland,companiesMarketCap_dataset
Cohu,Semiconductors|Tech,$1.68 B|$35.41|1.37%|11.88%,4004,USA,companiesMarketCap_dataset
Redefine Properties,Real estate|REITs|Investment,$1.68 B|$0.25|-1.43%|0.00%,4003,South Africa,companiesMarketCap_dataset
Wüstenrot & Württembergische,,$1.69 B|$18.05|-1.54%|-12.80%,4002,Germany,companiesMarketCap_dataset
Hanmi Pharmaceutical,Pharmaceuticals,$1.69 B|$24.65|3.18%|-38.76%,4001,South Korea,companiesMarketCap_dataset
Fb Financial,Banks|Financial services,$1.71 B|$36.63|1.50%|-14.16%,3984,USA,companiesMarketCap_dataset
Forgerock,Software|Tech,$1.71 B|$19.97|0.35%|33.04%,3983,USA,companiesMarketCap_dataset
Superior Plus,Oil&Gas|Energy|Utility companies,$1.71 B|$8.50|0.71%|-13.79%,3982,Canada,companiesMarketCap_dataset
Indiamart,E-Commerce|Internet|Tech,$1.71 B|$56.00|1.56%|-31.87%,3981,India,companiesMarketCap_dataset
Air New Zealand,Airlines|Travel|Transportation,$1.71 B|$0.50|0.00%|-50.29%,3980,New Zealand,companiesMarketCap_dataset
Verona Pharma,Pharmaceuticals|Biotech,$1.71 B|$22.70|-1.30%|256.36%,3979,UK,companiesMarketCap_dataset
Idfc,Financial services,$1.71 B|$1.07|0.06%|28.92%,3978,India,companiesMarketCap_dataset
Ballard Power Systems,Hydrogen fuel cell,$1.72 B|$5.77|5.10%|-41.42%,3977,Canada,companiesMarketCap_dataset
Dcm Shriram,Chemicals|Agriculture,$1.72 B|$11.05|0.33%|-22.18%,3976,India,companiesMarketCap_dataset
Aktieselskabet Schouw & Co.,Conglomerate,$1.72 B|$72.42|-0.70%|-14.76%,3975,Denmark,companiesMarketCap_dataset
Oxford Industries,Clothing,$1.72 B|$109.38|3.61%|24.22%,3974,USA,companiesMarketCap_dataset
Hph Trust (hutchison Port),Ports|Infrastructure,$1.72 B|$0.20|0.51%|-17.50%,3973,Singapore,companiesMarketCap_dataset
Chemometec,Scientific & Technical Instruments|Biotech,$1.72 B|$93.74|1.42%|-4.60%,3972,Denmark,companiesMarketCap_dataset
Sappi,Pulp and paper,$1.72 B|$3.01|-1.26%|20.88%,3971,South Africa,companiesMarketCap_dataset
Procept Biorobotics,Robotics|Medical devices,$1.72 B|$38.60|0.08%|122.99%,3970,USA,companiesMarketCap_dataset
Great Portland Estates,Real estate|Investment|REITs,$1.72 B|$6.59|-1.64%|-36.27%,3969,UK,companiesMarketCap_dataset
Xencor,,$1.72 B|$28.83|-0.38%|-15.85%,3968,USA,companiesMarketCap_dataset
First National Financial,Financial services,$1.72 B|$28.83|0.29%|-16.14%,3967,Canada,companiesMarketCap_dataset
Radico Khaitan,Alcoholic beverages|Beverages,$1.72 B|$12.94|-1.46%|-13.56%,3966,India,companiesMarketCap_dataset
Tav Airports Holding,Airports|Infrastructure,$1.72 B|$4.79|0.45%|72.92%,3965,Turkey,companiesMarketCap_dataset
World Fuel Services,Energy,$1.72 B|$27.93|0.43%|3.75%,3964,USA,companiesMarketCap_dataset
Criteo,Advertising|Telecommunication|Tech,$1.73 B|$28.74|2.39%|-16.33%,3963,France,companiesMarketCap_dataset
Getty Images,Tech|Internet,$1.73 B|$5.34|2.50%|-46.01%,3962,USA,companiesMarketCap_dataset
Dsme (daewoo Shipbuilding),,$1.73 B|$16.17|3.90%|-9.46%,3961,South Korea,companiesMarketCap_dataset
