company_name,company_industry,company_market_cap,company_employees,country,file_name
J.jill,Clothing,$0.25 B|$24.95|5.05%|64.36%,6031,USA,companiesMarketCap_dataset
Nerdy,Education|Tech|Software,$0.25 B|$2.72|-2.16%|-38.18%,6030,USA,companiesMarketCap_dataset
Lesaka Technologies,Financial services|Tech,$0.25 B|$4.28|1.18%|-14.40%,6029,South Africa,companiesMarketCap_dataset
Kalvista Pharmaceuticals,Pharmaceuticals|Biotech,$0.25 B|$7.44|5.38%|-35.92%,6028,USA,companiesMarketCap_dataset
Orrstown Financial Services,Banks|Financial services,$0.25 B|$23.82|3.16%|-2.89%,6027,USA,companiesMarketCap_dataset
Bank7,Banks|Financial services,$0.25 B|$28.00|2.56%|16.52%,6026,USA,companiesMarketCap_dataset
Cognyte Software,Software|Tech,$0.25 B|$3.74|4.76%|-67.62%,6025,Israel,companiesMarketCap_dataset
Semler Scientific,Diagnostics and Testing,$0.25 B|$37.32|2.41%|-50.01%,6024,USA,companiesMarketCap_dataset
Mm Forgings,,$0.25 B|$10.59|-0.01%|15.36%,6023,India,companiesMarketCap_dataset
Gritstone Bio,Pharmaceuticals|Biotech,$0.25 B|$3.07|0.33%|-38.60%,6022,USA,companiesMarketCap_dataset
Upland Software,Software|Tech,$0.25 B|$8.06|3.20%|-59.76%,6021,USA,companiesMarketCap_dataset
Vadilal Industries,Food|Dairy companies,$0.25 B|$35.64|8.50%|193.57%,6020,India,companiesMarketCap_dataset
Central Valley Community Bancorp,Banks|Financial services,$0.25 B|$21.84|0.32%|-3.32%,6019,USA,companiesMarketCap_dataset
Weyco Group,Footwear,$0.25 B|$26.64|2.86%|12.64%,6018,USA,companiesMarketCap_dataset
So-young International,Internet,$0.25 B|$2.42|15.24%|-13.57%,6017,China,companiesMarketCap_dataset
Arqit Quantum,Software|Tech,$0.25 B|$2.09|-0.48%|-88.23%,6016,UK,companiesMarketCap_dataset
Emerald Holding,,$0.25 B|$3.80|6.44%|27.95%,6015,USA,companiesMarketCap_dataset
Molecular Partners,Pharmaceuticals|Biotech,$0.25 B|$7.03|-0.14%|-76.62%,6014,Switzerland,companiesMarketCap_dataset
Fabasoft,Software|Tech,$0.25 B|$23.46|-0.92%|-35.80%,6013,,companiesMarketCap_dataset
Asiasoft,Video games|Entertainment,$0.25 B|$0.51|-1.76%|-19.05%,6012,Thailand,companiesMarketCap_dataset
First Western Financial,Banks|Financial services,$0.25 B|$27.21|3.30%|-16.20%,6011,USA,companiesMarketCap_dataset
Alpine Income Property Trust,Real estate|Investment|REITs,$0.25 B|$19.66|0.31%|1.60%,6010,USA,companiesMarketCap_dataset
Humacyte,Biotech,$0.25 B|$2.51|0.80%|-51.92%,6009,USA,companiesMarketCap_dataset
Urban One,Media/Press,$0.25 B|$6.19|2.82%|47.73%,6008,USA,companiesMarketCap_dataset
Landsea Homes,Construction|Real estate,$0.25 B|$6.33|-0.16%|-19.16%,6007,USA,companiesMarketCap_dataset
Landec,Food,$0.25 B|$8.76|-3.52%|-18.89%,6006,USA,companiesMarketCap_dataset
Puravankara,Real estate,$0.25 B|$1.09|-0.11%|-44.67%,6005,India,companiesMarketCap_dataset
Nkarta,Pharmaceuticals|Biotech,$0.25 B|$5.32|7.47%|-49.33%,6004,USA,companiesMarketCap_dataset
Motorcar Parts Of America,auto parts,$0.25 B|$13.38|0.68%|-19.88%,6003,USA,companiesMarketCap_dataset
Growgeneration,Retail|Cannabis,$0.26 B|$4.27|1.43%|-44.90%,6002,USA,companiesMarketCap_dataset
22nd Century Group,Cannabis|Tobacco,$0.26 B|$1.21|12.04%|-41.26%,6001,USA,companiesMarketCap_dataset
Xoma,Pharmaceuticals|Biotech,$0.26 B|$23.12|3.08%|8.34%,5984,USA,companiesMarketCap_dataset
Ocugen,Pharmaceuticals|Biotech,$0.26 B|$1.21|4.31%|-63.11%,5983,USA,companiesMarketCap_dataset
Addiko Bank,Banks|Financial services,$0.26 B|$12.87|1.72%|-17.29%,5982,,companiesMarketCap_dataset
Confidence Petroleum,Oil&Gas|Energy,$0.26 B|$0.93|-2.26%|-14.68%,5981,India,companiesMarketCap_dataset
Pds Biotechnology,Pharmaceuticals|Biotech,$0.26 B|$9.20|1.32%|61.12%,5980,USA,companiesMarketCap_dataset
Dhi Group,Financial services,$0.26 B|$5.57|1.64%|5.29%,5979,USA,companiesMarketCap_dataset
Terran Orbital,Aerospace,$0.26 B|$1.87|3.31%|-81.03%,5978,USA,companiesMarketCap_dataset
Prime Focus,,$0.26 B|$0.89|-0.76%|-2.20%,5977,India,companiesMarketCap_dataset
Nacco Industries,Mining,$0.26 B|$36.30|0.17%|6.86%,5976,USA,companiesMarketCap_dataset
Kaltura,Software|Tech,$0.26 B|$2.00|3.63%|-37.30%,5975,USA,companiesMarketCap_dataset
The Joint Corp.,,$0.26 B|$18.38|-6.03%|-64.02%,5974,USA,companiesMarketCap_dataset
Azure Power,Renewable energy|Electricity|Energy,$0.26 B|$4.17|1.71%|-70.61%,5973,India,companiesMarketCap_dataset
Stellus Capital,Financial services|Investment,$0.26 B|$13.69|0.29%|2.16%,5972,USA,companiesMarketCap_dataset
Babylon Holdings,Tech|Software|Healthcare|Telehealth|Internet,$0.26 B|$10.80|-3.74%|81.21%,5971,UK,companiesMarketCap_dataset
Mstc Limited,E-Commerce|Tech|Internet,$0.26 B|$3.80|-1.09%|-20.00%,5970,India,companiesMarketCap_dataset
Grindrod Shipping,Transportation|Maritime transportation,$0.26 B|$14.12|-1.40%|-7.89%,5969,Singapore,companiesMarketCap_dataset
Moolec Science,Food,$0.26 B|$5.51|-10.41%|-44.12%,5968,,companiesMarketCap_dataset
Seacor Marine,Transportation|Maritime transportation,$0.26 B|$10.05|1.01%|156.38%,5967,USA,companiesMarketCap_dataset
Genie Energy,Energy|Oil&Gas|Utility companies,$0.26 B|$10.38|3.18%|101.16%,5966,USA,companiesMarketCap_dataset
People Can Fly,Video games|Entertainment|Tech,$0.26 B|$8.98|-1.65%|-34.74%,5965,Poland,companiesMarketCap_dataset
Chicago Atlantic Real Estate Finance,Real estate|Investment,$0.26 B|$15.24|0.26%|-19.58%,5964,USA,companiesMarketCap_dataset
Orange County Bancorp,Banks|Financial services,$0.26 B|$47.70|0.44%|17.06%,5963,USA,companiesMarketCap_dataset
Solo Brands,,$0.26 B|$4.24|5.21%|-60.89%,5962,USA,companiesMarketCap_dataset
Nouveau Monde Graphite,Mining,$0.26 B|$4.83|0.84%|-35.17%,5961,Canada,companiesMarketCap_dataset
India Glycols,,$0.26 B|$8.71|-1.54%|-33.36%,5960,India,companiesMarketCap_dataset
Livevox,Software|Tech,$0.27 B|$2.70|5.06%|-40.92%,5959,USA,companiesMarketCap_dataset
Eastman Kodak Company,,$0.27 B|$3.42|3.95%|-14.29%,5958,USA,companiesMarketCap_dataset
Skyx Platforms,Electronics,$0.27 B|$3.27|-1.80%,5957,USA,companiesMarketCap_dataset
Dakota Gold,Mining|Gold mining,$0.27 B|$3.70|1.37%,5956,USA,companiesMarketCap_dataset
Truecar,,$0.27 B|$3.08|2.67%|-2.22%,5955,USA,companiesMarketCap_dataset
Somany Ceramics,,$0.27 B|$6.40|0.57%|-47.19%,5954,India,companiesMarketCap_dataset
Rubicon Technologies,Waste & Recycling|Software|Tech,$0.27 B|$1.69|-2.87%,5953,USA,companiesMarketCap_dataset
Cipher Mining,Bitcoin|Tech|Bitcoin mining,$0.27 B|$1.10|16.02%|-60.29%,5952,USA,companiesMarketCap_dataset
Mvb Financial,Financial services|Banks,$0.27 B|$21.60|-0.41%|-46.13%,5951,USA,companiesMarketCap_dataset
Qudian,Internet|Tech|Financial services,$0.27 B|$1.08|5.88%|13.68%,5950,China,companiesMarketCap_dataset
Ocwen,Financial services,$0.27 B|$35.93|2.77%|-4.80%,5949,USA,companiesMarketCap_dataset
Zomedica Pharmaceuticals,Pharmaceuticals|Biotech,$0.27 B|$0.28|-0.99%|-7.00%,5948,USA,companiesMarketCap_dataset
Pangaea Logistics Solutions,Transportation|Maritime transportation,$0.27 B|$5.96|3.47%|58.51%,5947,USA,companiesMarketCap_dataset
Spicejet,Airlines|Travel|Transportation,$0.27 B|$0.45|-1.07%|-47.06%,5946,India,companiesMarketCap_dataset
Timberland Bancorp,Banks|Financial services|Financial services,$0.27 B|$33.31|0.66%|15.78%,5945,USA,companiesMarketCap_dataset
Honda Siel Power Products,,$0.27 B|$27.10|1.08%|53.28%,5944,India,companiesMarketCap_dataset
Fire Rock,Video games|Entertainment,$0.27 B|$0.07000|9.80%|-30.00%,5943,China,companiesMarketCap_dataset
Rupa Company,Clothing,$0.27 B|$3.47|0.77%|-51.54%,5942,India,companiesMarketCap_dataset
Arbe Robotics,Tech|Autonomous driving,$0.27 B|$4.30|-2.71%|-50.06%,5941,Israel,companiesMarketCap_dataset
Polymet,Mining,$0.27 B|$2.73|3.41%|10.08%,5940,Canada,companiesMarketCap_dataset
F45 Training,,$0.27 B|$2.85|6.34%|-76.62%,5939,USA,companiesMarketCap_dataset
Outlook Therapeutics,Pharmaceuticals,$0.27 B|$1.09|-9.17%|-11.38%,5938,USA,companiesMarketCap_dataset
Markforged,3D Printing|Tech,$0.27 B|$1.43|15.32%|-70.88%,5937,USA,companiesMarketCap_dataset
Skillsoft,Education|Internet|Tech,$0.27 B|$1.69|-0.59%|-76.72%,5936,USA,companiesMarketCap_dataset
Unity Bancorp,Banks|Financial services,$0.27 B|$26.40|0.88%|-7.04%,5935,USA,companiesMarketCap_dataset
Generation Bio,Pharmaceuticals|Biotech|Gene therapy|Genomics,$0.27 B|$4.70|2.06%|-27.50%,5934,USA,companiesMarketCap_dataset
Zevia,Beverages,$0.28 B|$4.34|0.93%|-43.19%,5933,USA,companiesMarketCap_dataset
Adaptimmune Therapeutics,Pharmaceuticals|Biotech,$0.28 B|$1.71|6.21%|-40.83%,5932,UK,companiesMarketCap_dataset
Actinium Pharmaceuticals,Pharmaceuticals|Biotech,$0.28 B|$11.00|5.16%|105.61%,5931,USA,companiesMarketCap_dataset
Arvind,Clothing,$0.28 B|$1.07|-0.23%|-41.85%,5930,India,companiesMarketCap_dataset
Marinus Pharmaceuticals,Pharmaceuticals|Biotech,$0.28 B|$5.65|8.45%|-45.04%,5929,USA,companiesMarketCap_dataset
Ur Energy,Uranium|Energy|Mining,$0.28 B|$1.25|6.84%|9.65%,5928,USA,companiesMarketCap_dataset
Soundhound Ai,Tech|Software,$0.28 B|$1.42|13.60%,5927,USA,companiesMarketCap_dataset
Ranger Energy Services,Energy|Oil&Gas|Oil & Gas Equipment & Services,$0.28 B|$11.30|2.63%|6.30%,5926,USA,companiesMarketCap_dataset
Electrosteel Castings,,$0.28 B|$0.47|-0.65%|-18.97%,5925,India,companiesMarketCap_dataset
Hirequest,Staffing & Employment Services|Professional services,$0.28 B|$20.29|4.91%|9.38%,5924,USA,companiesMarketCap_dataset
Airsculpt Technologies,,$0.28 B|$5.02|2.03%|-61.33%,5923,USA,companiesMarketCap_dataset
Noodles & Company,Restaurant chains|Food,$0.28 B|$6.14|4.78%|-22.86%,5922,USA,companiesMarketCap_dataset
Daseke,Transportation,$0.28 B|$6.30|0.80%|-31.22%,5921,USA,companiesMarketCap_dataset
Lumiradx,Diagnostics and Testing,$0.28 B|$0.89|-5.31%|-91.10%,5920,UK,companiesMarketCap_dataset
Park Aerospace,Aerospace,$0.28 B|$13.82|3.83%|6.39%,5919,USA,companiesMarketCap_dataset
Western Copper And Gold,Mining|Gold mining,$0.28 B|$1.87|0.54%|18.35%,5918,Canada,companiesMarketCap_dataset
Media And Games Invest,Video games|Entertainment,$0.28 B|$1.79|-2.37%|-58.37%,5917,,companiesMarketCap_dataset
First Business Financial Services,Financial services,$0.28 B|$33.93|3.29%|6.77%,5916,USA,companiesMarketCap_dataset
Ethos Watches,Luxury goods,$0.28 B|$12.28|-0.45%,5915,India,companiesMarketCap_dataset
Ni Holdings,Insurance,$0.28 B|$13.60|1.87%|-23.64%,5914,USA,companiesMarketCap_dataset
Lianbio,Pharmaceuticals|Biotech,$0.28 B|$2.66|6.40%|-40.89%,5913,USA,companiesMarketCap_dataset
Nextnav,Software|Tech,$0.28 B|$2.71|7.11%|-61.61%,5912,USA,companiesMarketCap_dataset
Transphorm,Semiconductors|Tech|Tech Hardware,$0.29 B|$5.12|3.43%|-25.80%,5911,USA,companiesMarketCap_dataset
Dbv Technologies,Biotech|Pharmaceuticals,$0.29 B|$1.46|-2.01%|-7.01%,5910,France,companiesMarketCap_dataset
908 Devices,Medical devices,$0.29 B|$9.18|0.99%|-36.78%,5909,USA,companiesMarketCap_dataset
Investors Title Company,Insurance,$0.29 B|$153.48|6.22%|-20.53%,5908,USA,companiesMarketCap_dataset
Innate Pharma,Pharmaceuticals|Biotech,$0.29 B|$3.57|0.56%|-13.35%,5907,France,companiesMarketCap_dataset
Clipper Realty,Real estate|Investment|REITs,$0.29 B|$6.88|0.44%|-24.23%,5906,USA,companiesMarketCap_dataset
Pcsb Financial,Banks|Financial services,$0.29 B|$19.04|-1.14%|2.64%,5905,USA,companiesMarketCap_dataset
Cerberus Cyber Sentinel,IT security|Tech|Software,$0.29 B|$1.97|-1.50%|-54.19%,5904,USA,companiesMarketCap_dataset
Sra Holdings,,$0.29 B|$23.69|2.00%|-3.03%,5903,Japan,companiesMarketCap_dataset
Innovid,Advertising,$0.29 B|$2.19|8.42%|-65.73%,5902,USA,companiesMarketCap_dataset
Jaypee Group,,$0.29 B|$0.12|0.00%|-20.00%,5901,India,companiesMarketCap_dataset
Accelya,Tech|Software,$0.30 B|$20.06|5.48%|39.60%,5884,India,companiesMarketCap_dataset
Hovnanian Enterprises,Construction,$0.30 B|$51.42|4.32%|-46.91%,5883,USA,companiesMarketCap_dataset
Astra Microwave,,$0.30 B|$3.46|0.04%|13.07%,5882,India,companiesMarketCap_dataset
Northrim Bancorp,Banks|Financial services,$0.30 B|$52.91|-0.15%|23.39%,5881,USA,companiesMarketCap_dataset
Bcb Bancorp,Banks|Financial services,$0.30 B|$17.82|1.25%|12.22%,5880,USA,companiesMarketCap_dataset
Bakhu Holdings,,$0.30 B|$1.00|0.00%|-61.54%,5879,USA,companiesMarketCap_dataset
Eargo,Medical devices,$0.30 B|$14.56|26.06%|215.84%,5878,USA,companiesMarketCap_dataset
Karat Packaging,Packaging,$0.30 B|$15.20|2.01%|-12.64%,5876,USA,companiesMarketCap_dataset
Organigram Holdings,Cannabis,$0.30 B|$0.96|4.65%|-32.99%,5875,Canada,companiesMarketCap_dataset
Franklin Street Properties,Real estate|Investment|REITs,$0.30 B|$2.94|-1.01%|-48.96%,5874,USA,companiesMarketCap_dataset
Tidewater Renewables,Energy|Renewable energy|Biofuel,$0.30 B|$8.76|1.91%|-21.51%,5873,Canada,companiesMarketCap_dataset
Hallador Energy Company,Energy|Mining|Coal Mining,$0.30 B|$9.22|0.33%|282.57%,5872,USA,companiesMarketCap_dataset
Ashoka Buildcon,Construction,$0.30 B|$1.09|-1.89%|-16.79%,5871,India,companiesMarketCap_dataset
Aeroporto G. Marconi Bologna,Airports|Infrastructure,$0.30 B|$8.49|0.00%|-17.57%,5870,Italy,companiesMarketCap_dataset
Cvrx,Medical devices,$0.30 B|$14.93|2.97%|68.32%,5869,USA,companiesMarketCap_dataset
Meiragtx,Biotech|Pharmaceuticals|Genomics|Gene therapy,$0.30 B|$6.36|0.63%|-58.81%,5868,USA,companiesMarketCap_dataset
Gilat Telecom,Telecommunication,$0.30 B|$5.45|-1.80%|-28.01%,5867,Israel,companiesMarketCap_dataset
Qiwi,Financial services,$0.30 B|$4.95|5.69%|-33.20%,5866,,companiesMarketCap_dataset
Silicom,Tech|Networking hardware|Tech Hardware,$0.30 B|$46.45|2.74%|3.45%,5865,Israel,companiesMarketCap_dataset
Rani Therapeutics,Pharmaceuticals|Biotech,$0.30 B|$6.09|3.05%|-67.74%,5864,USA,companiesMarketCap_dataset
Voltamp Transformers,Electricity|Energy,$0.30 B|$30.56|-0.50%|13.73%,5863,India,companiesMarketCap_dataset
Green Plains Partners,Oil&Gas|Transportation|Biofuel|Renewable energy,$0.30 B|$13.30|0.19%|-9.40%,5862,USA,companiesMarketCap_dataset
Luna Innovations,Aerospace,$0.30 B|$9.40|2.40%|37.23%,5861,USA,companiesMarketCap_dataset
Trean Insurance Group,Insurance,$0.31 B|$6.06|0.66%|-21.09%,5860,USA,companiesMarketCap_dataset
Mbm Resources,,$0.31 B|$0.80|0.58%|5.26%,5859,Malaysia,companiesMarketCap_dataset
Whitehorse Finance,Investment|Financial services|Asset Management,$0.31 B|$13.43|-0.89%|-11.41%,5858,USA,companiesMarketCap_dataset
Aadi Bioscience,Pharmaceuticals|Biotech,$0.31 B|$12.80|1.83%|-32.63%,5857,USA,companiesMarketCap_dataset
Cue Health,Healthcare|Diagnostics and Testing,$0.31 B|$2.09|1.95%|-75.03%,5856,USA,companiesMarketCap_dataset
11 Bit Studios,Video games|Entertainment|Tech,$0.31 B|$131.50|-0.18%|-6.12%,5855,Poland,companiesMarketCap_dataset
Kyokuyo,Food,$0.31 B|$29.11|0.67%|7.22%,5854,Japan,companiesMarketCap_dataset
Vuzix,Tech|Tech Hardware,$0.31 B|$4.92|2.93%|-26.24%,5853,USA,companiesMarketCap_dataset
Aurora Cannabis,Cannabis,$0.31 B|$0.97|2.93%|-78.29%,5852,Canada,companiesMarketCap_dataset
Neogames,Gambling|Video games|Entertainment,$0.31 B|$12.29|8.86%|-44.91%,5851,Israel,companiesMarketCap_dataset
Quantum-si,Biotech|Scientific & Technical Instruments,$0.31 B|$2.25|1.35%|-58.33%,5850,USA,companiesMarketCap_dataset
Acnb Corporation,Banks|Financial services,$0.31 B|$37.00|0.43%|9.37%,5849,USA,companiesMarketCap_dataset
Atai Life Sciences,Pharmaceuticals|Biotech,$0.31 B|$1.90|-2.56%|-63.88%,5848,Germany,companiesMarketCap_dataset
Sterling Bancorp,Banks|Financial services,$0.31 B|$6.21|2.48%|1.80%,5847,USA,companiesMarketCap_dataset
Ocular Therapeutix,Biotech|Pharmaceuticals,$0.31 B|$4.10|-0.24%|-25.45%,5846,USA,companiesMarketCap_dataset
Egain,Software|Tech,$0.31 B|$9.90|-0.50%|-0.90%,5845,USA,companiesMarketCap_dataset
Blade Air Mobility,Transportation,$0.31 B|$4.42|0.68%|-28.25%,5844,USA,companiesMarketCap_dataset
Columbia Care,Cannabis,$0.31 B|$0.72|-1.92%|-75.00%,5843,USA,companiesMarketCap_dataset
Regional Management,Insurance,$0.31 B|$33.12|3.24%|-34.85%,5842,USA,companiesMarketCap_dataset
Summit Financial Group,Financial services,$0.31 B|$24.86|2.09%|-5.76%,5841,USA,companiesMarketCap_dataset
Overseas Shipholding Group,Oil&Gas|Transportation|Maritime transportation,$0.31 B|$3.76|2.73%|108.89%,5840,USA,companiesMarketCap_dataset
Miller Industries,Specialty Vehicles,$0.31 B|$27.87|1.49%|-13.47%,5839,USA,companiesMarketCap_dataset
Asa Gold And Precious Metals,Mining|Gold mining,$0.31 B|$16.55|1.04%|-23.13%,5838,USA,companiesMarketCap_dataset
Satellogic,Aerospace,$0.31 B|$3.59|3.46%|-70.88%,5837,USA,companiesMarketCap_dataset
Seer,Biotech,$0.32 B|$5.11|-2.48%|-67.26%,5836,USA,companiesMarketCap_dataset
First Bancorp,Banks|Financial services,$0.32 B|$28.99|0.73%|-8.69%,5835,USA,companiesMarketCap_dataset
Marvelous,Video games|Entertainment|Tech,$0.32 B|$5.30|0.44%|-17.83%,5834,Japan,companiesMarketCap_dataset
Remedy Entertainment,Entertainment|Video games,$0.32 B|$23.84|2.57%|-36.81%,5833,Finland,companiesMarketCap_dataset
Saratoga Investment,Asset Management|Investment,$0.32 B|$26.98|0.04%|3.65%,5832,USA,companiesMarketCap_dataset
Northeast Bank,Banks|Financial services,$0.32 B|$43.10|2.69%|19.00%,5831,USA,companiesMarketCap_dataset
Sudarshan Chemical,Chemicals,$0.32 B|$4.65|-1.16%|-38.41%,5830,India,companiesMarketCap_dataset
Marathon Gold,Mining|Gold mining,$0.32 B|$0.81|-0.91%|-65.24%,5829,Canada,companiesMarketCap_dataset
Forum Energy Technologies,Oil&Gas|Oil & Gas Equipment & Services|Energy,$0.32 B|$31.55|3.75%|77.75%,5828,USA,companiesMarketCap_dataset
Soft-world International,Video games|Entertainment,$0.32 B|$2.67|0.87%|-20.77%,5827,Taiwan,companiesMarketCap_dataset
Gabriel India,,$0.32 B|$2.25|1.72%|22.95%,5826,India,companiesMarketCap_dataset
Pulmonx,Medical devices,$0.32 B|$8.66|0.81%|-63.64%,5825,USA,companiesMarketCap_dataset
Afc Gamma,REITs|Real estate|Investment,$0.32 B|$15.91|0.63%|-17.18%,5824,USA,companiesMarketCap_dataset
Velocity Financial,Financial services,$0.32 B|$10.00|1.94%|-22.30%,5823,USA,companiesMarketCap_dataset
Home Bancorp,Banks|Financial services,$0.32 B|$39.28|1.67%|-7.93%,5822,USA,companiesMarketCap_dataset
Casa Systems,Telecommunications equipment,$0.32 B|$3.44|-0.29%|-22.70%,5821,USA,companiesMarketCap_dataset
Siyaram Silk Mills,,$0.32 B|$6.98|5.23%|18.51%,5820,India,companiesMarketCap_dataset
Telos,IT security|Tech,$0.32 B|$4.87|-0.20%|-61.71%,5819,USA,companiesMarketCap_dataset
Cosmo Films,,$0.32 B|$12.01|0.00%|-51.02%,5818,India,companiesMarketCap_dataset
G1 Therapeutics,Pharmaceuticals|Biotech,$0.32 B|$6.47|4.19%|-25.80%,5817,USA,companiesMarketCap_dataset
Shriram Pistons & Rings,Automotive Suppliers,$0.32 B|$14.78|-0.80%|31.14%,5816,India,companiesMarketCap_dataset
Focus Entertainment,Video games|Tech|Entertainment,$0.32 B|$53.32|4.58%|4.73%,5815,France,companiesMarketCap_dataset
Foghorn Therapeutics,Pharmaceuticals|Biotech,$0.32 B|$7.87|4.24%|-48.22%,5814,USA,companiesMarketCap_dataset
Petiq,,$0.32 B|$10.97|-0.90%|-46.62%,5813,USA,companiesMarketCap_dataset
Sierra Bancorp,Banks|Financial services,$0.32 B|$21.81|1.44%|-20.60%,5812,USA,companiesMarketCap_dataset
Annexon,Pharmaceuticals|Biotech,$0.32 B|$6.91|3.44%|-7.87%,5811,USA,companiesMarketCap_dataset
Wheels Up,,$0.32 B|$1.33|4.72%|-63.26%,5810,USA,companiesMarketCap_dataset
Mcewen Mining,Mining|Gold mining|Silver Mining,$0.32 B|$6.95|3.73%|631.58%,5809,Canada,companiesMarketCap_dataset
Red Violet,Software|Tech,$0.33 B|$23.84|0.17%|-17.39%,5808,USA,companiesMarketCap_dataset
The Original Bark Company,Internet|E-Commerce|Tech,$0.33 B|$1.87|1.08%|-45.16%,5807,USA,companiesMarketCap_dataset
Marksans Pharma,Pharmaceuticals,$0.33 B|$0.83|1.74%|5.06%,5806,India,companiesMarketCap_dataset
Pizza Pizza,Pizza|Food|Restaurant chains,$0.33 B|$10.32|-0.65%|10.49%,5805,Canada,companiesMarketCap_dataset
Greenlight Reinsurance,Insurance,$0.33 B|$9.54|1.71%|33.43%,5804,,companiesMarketCap_dataset
Orient Cement,Cement|Building materials,$0.33 B|$1.62|-1.64%|-28.95%,5803,India,companiesMarketCap_dataset
Diana Shipping,Maritime transportation|Transportation,$0.33 B|$3.86|2.39%|8.12%,5802,,companiesMarketCap_dataset
Rain Therapeutics,Pharmaceuticals|Biotech,$0.33 B|$9.49|8.46%|4.29%,5801,USA,companiesMarketCap_dataset
Black Rifle Coffee (brc),Beverages,$0.34 B|$6.27|3.13%,5784,USA,companiesMarketCap_dataset
Utah Medical Products,Medical devices,$0.34 B|$94.30|2.06%|-0.37%,5783,USA,companiesMarketCap_dataset
Amplify Energy,Oil&Gas|Energy,$0.34 B|$8.90|1.02%|157.97%,5782,USA,companiesMarketCap_dataset
Arlo Technologies,Tech|IoT|Tech Hardware,$0.34 B|$3.87|-0.51%|-52.86%,5781,USA,companiesMarketCap_dataset
Civista Bancshares,Banks|Financial services,$0.34 B|$21.79|0.18%|-8.87%,5780,USA,companiesMarketCap_dataset
Corby Spirit And Wine,Alcoholic beverages|Beverages,$0.34 B|$12.26|-1.68%|-8.58%,5779,Canada,companiesMarketCap_dataset
Northwest Pipe Company,Construction|Engineering,$0.34 B|$34.60|3.44%|23.53%,5778,USA,companiesMarketCap_dataset
Happinet,Video games|Entertainment,$0.34 B|$15.64|2.69%|20.40%,5777,Japan,companiesMarketCap_dataset
Southern First Bancshares,Banks|Financial services,$0.34 B|$43.11|2.06%|-26.32%,5776,USA,companiesMarketCap_dataset
American Realty Investors,Real estate|Investment,$0.34 B|$21.37|7.55%|64.38%,5775,USA,companiesMarketCap_dataset
Rigel Pharmaceuticals,Pharmaceuticals|Biotech,$0.34 B|$2.00|6.38%|-17.70%,5774,USA,companiesMarketCap_dataset
Autolus Therapeutics,Pharmaceuticals|Biotech,$0.34 B|$2.00|5.26%|-49.49%,5773,UK,companiesMarketCap_dataset
Kaveri Seed,Agriculture,$0.34 B|$6.18|-0.41%|-18.68%,5772,India,companiesMarketCap_dataset
Oneconnect,Tech|Financial services,$0.34 B|$8.29|14.66%|285.58%,5771,China,companiesMarketCap_dataset
Pharvaris,Biotech|Pharmaceuticals,$0.34 B|$10.25|5.24%|-41.79%,5770,Netherlands,companiesMarketCap_dataset
Belpointe Oz,Real estate,$0.34 B|$97.51|-0.59%|3.99%,5769,USA,companiesMarketCap_dataset
Arctic Paper,Pulp and paper,$0.34 B|$5.01|1.36%|119.74%,5768,Poland,companiesMarketCap_dataset
Vasta Platform,Education,$0.34 B|$4.20|1.45%|-0.94%,5767,Brazil,companiesMarketCap_dataset
Sify,Telecommunication|Internet,$0.34 B|$1.90|5.56%|-36.67%,5766,India,companiesMarketCap_dataset
Gran Tierra Energy,Oil&Gas|Energy,$0.34 B|$0.97|3.35%|12.79%,5765,Canada,companiesMarketCap_dataset
Workhorse Group,,$0.34 B|$2.12|8.16%|-31.61%,5764,USA,companiesMarketCap_dataset
Prelude Therapeutics,Pharmaceuticals|Biotech,$0.34 B|$7.29|4.44%|-17.81%,5763,USA,companiesMarketCap_dataset
Shore Bancshares,Banks|Financial services,$0.34 B|$17.57|0.86%|-12.85%,5762,USA,companiesMarketCap_dataset
Torrid,Clothing|Retail,$0.34 B|$3.37|4.66%|-58.60%,5761,USA,companiesMarketCap_dataset
Postal Realty Trust,REITs|Real estate|Investment,$0.34 B|$14.97|0.07%|-12.15%,5760,USA,companiesMarketCap_dataset
Weave Communications,Software|Tech,$0.35 B|$5.34|5.53%|-45.06%,5759,USA,companiesMarketCap_dataset
Heron Therapeutics,Pharmaceuticals|Biotech,$0.35 B|$2.95|0.00%|-64.80%,5758,USA,companiesMarketCap_dataset
Arizona Metals,Mining,$0.35 B|$2.92|3.10%|-39.92%,5757,Canada,companiesMarketCap_dataset
Renesola,Renewable energy|Electricity|Energy,$0.35 B|$5.23|3.98%|-5.94%,5756,USA,companiesMarketCap_dataset
Monte Rosa Therapeutics,Pharmaceuticals|Biotech,$0.35 B|$7.27|1.68%|-43.20%,5755,USA,companiesMarketCap_dataset
Aviat Networks,Networking hardware|Telecommunications equipment,$0.35 B|$31.13|1.24%|10.35%,5754,USA,companiesMarketCap_dataset
Red River Bancshares,Banks|Financial services,$0.35 B|$49.09|0.47%|-6.89%,5753,USA,companiesMarketCap_dataset
Ooma,Telecommunication,$0.35 B|$14.23|0.49%|-22.45%,5752,USA,companiesMarketCap_dataset
Hathway,Telecommunication,$0.35 B|$0.20|-0.31%|-31.03%,5751,India,companiesMarketCap_dataset
Nilkamal,,$0.35 B|$23.69|-0.61%|-25.69%,5750,India,companiesMarketCap_dataset
