company_market_cap,company_employees,brand name,category,file_name
Korea,371|771,Cheil Jedang (CJ),Sauce/Condiment,campaignindia
India,372|534,Barista Lavazza (India),Coffee Shop,campaignindia
Japan,373|400,Sagawa,Courier Company,campaignindia
Hong Kong,374|809,Tao Ti,Tea,campaignindia
Japan,375|379,Shokubutsu,Shower Gel/Soap,campaignindia
Australia. India,376|406,Pepsodent,Toothpaste,campaignindia
Malaysia. Singapore,377|338,Cold Storage,Supermarket,campaignindia
China,378|327,Mr. Juicy,Fruit Juice,campaignindia
Japan. Malaysia,379|357,Aquarius,Sports Drink,campaignindia
Japan,380|New entry,Nippon Oil Corporation,Petrol/Gas Station,campaignindia
Regional,381|425,American Express,Credit Card,campaignindia
Korea. China,382|438,Orion,Snack Food,campaignindia
Thailand,383|356,Tipco,Fruit Juice,campaignindia
India. Malaysia,384|492,Reliance (RIL),Pharmacy/Drugstore,campaignindia
Hong Kong,385|352,3,Mobile Service Provider,campaignindia
Regional,386|280,BiorÃ©,Skincare Product,campaignindia
Australia. India,387|416,Orkut,Social Networking Site,campaignindia
Korea,388|631,Aekyung 2080,Toothpaste,campaignindia
Singapore,389|354,Anlene,Milk Powder,campaignindia
Japan,390|495,Aeon,Supermarket,campaignindia
Japan. China,391|422,Bally,Menâs Shoes,campaignindia
Australia. Singapore,392|409,Gloria Jeans,Coffee Shop,campaignindia
China,393|310,Gree,White Goods,campaignindia
India,394|496,Kwality,Ice-cream,campaignindia
Malaysia,395|418,Celcom,Mobile Service Provider,campaignindia
India,396|273,Mother Dairy,Milk,campaignindia
China,397|421,China Eastern Airlines,Full-service Airlines,campaignindia
China,398|458,China Construction Bank,Bank,campaignindia
Korea,399|435,Cass,Beer,campaignindia
China,400|717,SF Express,Courier Company,campaignindia
Japan. Taiwan,401|257,Kanebo,Cosmetics,campaignindia
China. Hong Kong,402|372,Chow Sang Sang,Jewellery,campaignindia
Thailand,403|238,Foremost,Milk,campaignindia
Malaysia,404|419,Spritzer,Mineral Water,campaignindia
Regional,405|610,Ferrari,Car/Automobile,campaignindia
Japan,406|388,Doutor,Coffee Shop,campaignindia
Taiwan,407|384,Formosa Petrochemical,Petrol/Gas Station,campaignindia
Regional,408|417,Hush Puppies,Menâs Shoes,campaignindia
Regional,409|240,Boss,Fragrance/Menâs Fashion Retailer,campaignindia
Korea,410|529,VIPS,Restaurant Chain,campaignindia
India,411|563,Bajaj,Motorcycle,campaignindia
Regional,412|989,Nestea,Tea,campaignindia
Hong Kong,413|462,Schweppes,Mineral Water/Carbonated Soft Drink,campaignindia
Singapore,414|463,M1,Mobile Service Provider,campaignindia
China. Southeast Asia,415|570,Carrier,Air Conditioner,campaignindia
Southeast Asia. Japan,416|648,Halls,Sweets and Candy,campaignindia
Malaysia. Singapore,417|209,Boh,Tea,campaignindia
Japan,418|568,MUFG,Bank,campaignindia
Thailand,419|503,MK suki,Restaurant Chain,campaignindia
China. Southeast Asia,420|279,Sugus,Sweets and Candy,campaignindia
Korea,421|415,Ghana,Chocolate,campaignindia
Japan,422|311,AU,Mobile Service Provider,campaignindia
Australia,423|798,Macleans,Toothpaste,campaignindia
China. Hong Kong,424|455,Crest,Toothpaste,campaignindia
India. Southeast Asia,425|777,Close up,Toothpaste,campaignindia
Regional,426|285,Whiskas,Pet Food,campaignindia
China. Southeast Asia,427|404,Mead Johnson,Milk Powder,campaignindia
India,428|413,Maruti,Car/Automobile,campaignindia
Singapore,429|607,POSB,Bank,campaignindia
Australia,430|487,ANZ,Bank,campaignindia
China. Singapore,431|497,Abbott,Milk Powder,campaignindia
Regional,432|466,Van Houten,Chocolate,campaignindia
Taiwan,433|519,T-cat,Courier Company,campaignindia
Regional,434|293,Motorola,Mobile Phone,campaignindia
India,435|642,Indian Oil Corporation,Petrol/Gas Station,campaignindia
Regional,436|349,Crocodile,Menâs Fashion Retailer,campaignindia
Regional,437|135,Pizza Hut,Restaurant Chain,campaignindia
Australia. India,438|586,Real,Fruit Juice,campaignindia
China,439|New entry,Xiaonei/Renren,Social Networking Site,campaignindia
Malaysia. Thailand,440|398,Dentyne,Chewing/Bubble Gum,campaignindia
Regional,441|673,Four Seasons,Hotel,campaignindia
Australia,442|450,Peters,Ice-cream,campaignindia
Regional,443|572,TNT,Courier Company,campaignindia
Regional,444|521,Budweiser,Beer,campaignindia
Australia. Singapore,445|523,Berri,Fruit Juice,campaignindia
Singapore,446|555,Ben & Jerryâs,Ice-cream,campaignindia
Australia,447|498,Commonwealth,Bank,campaignindia
India,448|256,Tata,Automobile,campaignindia
China. Hong Kong,449|509,Doll,Instant Noodles,campaignindia
Australia. Hong Kong,450|516,Mobil,Petrol/Gas Station,campaignindia
Taiwan,451|307,Taiwan Mobile,Mobile Service Provider,campaignindia
Korea,452|319,Amore Pacific,Cosmetics,campaignindia
India. Hong Kong,453|408,Jet Airways,Full-service Airlines,campaignindia
Taiwan,454|451,SYM,Motorcycle,campaignindia
Australia. Singapore,455|526,Kikkoman,Sauce/Condiment,campaignindia
Hong Kong,456|493,Kowloon Dairy,Milk,campaignindia
China. India. Southeast Asia,457|543,Walmart,Supermarket,campaignindia
Korea,458|470,Zipel,White Goods,campaignindia
Australia. Southeast Asia,459|581,Oral B,Toothpaste,campaignindia
Regional,460|430,Compaq,Computer,campaignindia
Hong Kong,461|601,Dreyerâs,Ice-cream,campaignindia
Malaysia,462|518,Firefly,Budget Airlines,campaignindia
Taiwan,463|459,Kymco,Motorcycle,campaignindia
Southeast Asia,464|410,Guess,Watch,campaignindia
Thailand,465|New entry,Golden Mountain,Sauce/Condiment,campaignindia
Australia,466|659,IGA,Convenience Store/Supermarket,campaignindia
Taiwan,467|New entry,Cathay Life,Insurance,campaignindia
Regional,468|385,MAC,Cosmetics,campaignindia
Regional,469|434,Perrier,Mineral Water,campaignindia
Korea,470|New entry,Korea Express,Courier Company,campaignindia
China. Southeast Asia,471|221,Calbee,Snack Food,campaignindia
Korea,472|449,Cyworld,Social Networking Site,campaignindia
China. Southeast Asia,473|392,Wyeth,Milk Powder,campaignindia
India,474|802,Clinic,Shampoo,campaignindia
Korea,475|New entry,Hanjin,Courier Company,campaignindia
Korea,476|423,Jeju Air,Budget Airlines,campaignindia
India,477|580,Air India,Full-service Airlines,campaignindia
Korea,478|New entry,Korea Post,Courier Company,campaignindia
Malaysia. Singapore,479|571,HL,Milk,campaignindia
China,480|347,Hui Yuan,Fruit Juice,campaignindia
Malaysia,481|533,Digi,Mobile Service Provider,campaignindia
Korea. China,482|574,Shinramyun,Instant Noodles,campaignindia
Taiwan,483|456,85Â°C,Coffee Shop,campaignindia
Taiwan,484|584,Lin Fong Ying (LFY),Milk,campaignindia
Hong Kong. Japan,485|553,Salvatore Ferragamo,Womenâs Shoes,campaignindia
Regional,486|443,Donna Karan (DKNY),Fragrance/Watch,campaignindia
India,487|389,Godrej,Consumer Electronics,campaignindia
Regional,488|348,Zara,Menâs and Womenâs Fashion Retailer,campaignindia
Australia,489|452,Pauls,Milk,campaignindia
India,490|365,Hero Honda,Motorcycle,campaignindia
India,491|589,Myojo,Instant Noodles,campaignindia
Australia,492|549,Westpac,Bank,campaignindia
Regional,493|550,Vaseline,Female Skincare Product,campaignindia
Japan,494|New entry,Nissay,Insurance,campaignindia
Korea,495|545,Top Ramen,Instant Noodles,campaignindia
Australia,496|800,Hungry Jackâs,Fast-Food,campaignindia
Regional,497|414,Neutrogena,Female Skincare Product,campaignindia
China. Hong Kong,498|617,Fairwood,Fast-Food,campaignindia
Australia. Hong Kong,499|622,Chupa Chups,Sweets and Candy,campaignindia
Regional,500|556,Peninsula,Hotel,campaignindia
Japan,501|330,Matsumoto Kiyoshi,Pharmacy/Drugstore,campaignindia
China. Hong Kong,502|468,Li Ning,Sporting Apparel,campaignindia
Regional,503|485,Twisties,Savoury Snack Food,campaignindia
Thailand,504|794,Bear Brand,Milk/Milk Powder,campaignindia
Regional,505|504,My space,Social Networking Site,campaignindia
Hong Kong. Japan,506|166,Snow Brand,Milk Powder/Milk,campaignindia
Japan,507|528,Kagome,Sauce/Condiment,campaignindia
Regional,508|727,Tissot,Watch,campaignindia
Japan,509|510,JCB,Credit Card,campaignindia
Hong Kong. Taiwan,510|538,Kimlan,Sauce/Condiment,campaignindia
China. Korea,511|494,Iriver,Personal portable music player,campaignindia
Japan,512|660,Bull-Dog,Sauce/Condiment,campaignindia
Regional,513|546,Longines,Watch,campaignindia
China. Hong Kong,514|501,Amoy,Sauce/Condiment,campaignindia
Thailand,515|639,Krung Thai,Bank,campaignindia
Regional,516|448,Fanta,Carbonated Soft Drink,campaignindia
Japan,517|358,Mixi,Social Networking Site,campaignindia
China,518|481,Zhonghua (Cigarette),Cigarette,campaignindia
Hong Kong. Japan,519|New entry,Meiji (Milk Powder),Milk Powder,campaignindia
Regional,520|636,Volvic,Mineral Water,campaignindia
China,521|520,China Life,Insurance,campaignindia
Hong Kong. Singapore,522|502,ING,Insurance,campaignindia
Thailand,523|719,TRUE,Mobile Service Provider,campaignindia
India,524|386,Videocon,Consumer Electronics,campaignindia
Japan,525|561,Gusto,Restaurant Chain,campaignindia
China,526|506,Xu Fu Ji,Sweets and Candy,campaignindia
Regional,527|583,Tide,Detergent,campaignindia
China. Singapore,528|626,Manulife,Insurance,campaignindia
