company_name,company_industry,company_country,company_employees,company_nace_code,link,file_name
Dexatel,Telecoms,Estonia,35,4.901.031,https://dexatel.com,ft
Communicate Technology,Technology,United Kingdom,32,4.7,https://communicateplc.com,ft
möbelando,Ecommerce,Germany,25,8.31,https://www.moebelando.de/,ft
AppUnite,Technology,Poland,119,4.424.063,https://appunite.com/,ft
SAFTI,Property,France,141,127.786.715,https://www.safti.fr,ft
Signor Prestito,Financial Services,Italy,208,19.3,https://www.signorprestito.it,ft
Traktech Construccions Mecaniques,Industrial Goods,Spain,13,2.3,https://www.traktechsl.com,ft
Le Petit Vapoteur,Retail,France,108,58.87,https://www.lepetitvapoteur.com/,ft
Arcure,Technology,France,25,7.45,https://www.arcure.net/,ft
Eskalia et Nakupenda,Retail,France,7,1.515.414,https://nakupenda.fr/,ft
Happy Bulle,Retail,France,11,2.932.498,https://www.happybulle.com,ft
Accedia,Technology,Bulgaria,109,4.5,https://accedia.com,ft
B EYE EOOD,Technology,Bulgaria,52,1.65,https://b-eye.com/,ft
Greico Construcción Y Rehabilitación,Construction,Spain,29,6.86,https://www.greico.es/,ft
LGX Logistics,Transport,Germany,12,8.070.059,https://www.lgx-logistics.com/,ft
Nexindep,Management Consulting,France,7,11.877.500,https://www.nexindep.com,ft
Bulpros Consulting,Technology,Bulgaria,1098,31.0,https://www.bulpros.com,ft
Awair,Management Consulting,Italy,23,2.90,https://www.awair.eu/,ft
HIRSCHTEC,Support Services,Germany,71,8.10,https://www.hirschtec.eu/,ft
Polipop,Industrial Goods,Portugal,22,3.351.671,http://polipop.pt/,ft
cerascreen,Health,Germany,48,4.061.130,https://www.cerascreen.de,ft
Icon Key,Food & Beverage,Portugal,13,3.7,https://www.icon-key.com,ft
Glayx,Energy,Italy,4,4.94,https://www.glayx.com/,ft
Fiordelmondo Lubrificanti,Industrial Goods,Italy,5,4.23,https://www.fiordelmondolubrificanti.it/,ft
StampaSi,Ecommerce,Italy,10,2.543.820,https://www.stampasi.it/,ft
Scribbr,Education,Netherlands,44,8.132.888,https://www.scribbr.com,ft
Weller Media Agency,Sales & Marketing,United Kingdom,25,3.2,https://wma.agency,ft
Motork,Sales & Marketing,United Kingdom,310,23.68,https://www.motork.io/,ft
CAM,Industrial Goods,Italy,67,12.280.490,http://www.cam-carmagnola.com/,ft
Plug In Digital,Media,France,37,13.767.602,https://www.plugindigital.com/,ft
Consorzio Stabile Ambientemilia,Waste management & recycling,Italy,4,9.793.280,https://www.gruppospaggiari.com,ft
Microblink,Technology,Croatia,61,5.571.000,https://www.microblink.com,ft
PoTec,Ecommerce,Germany,32,6.5,https://www.autoteile-werkzeuge.de,ft
NIC Services Group,Support Services,United Kingdom,5534,104.35,https://www.nicgroup.co.uk/,ft
Whiskyzone,Ecommerce,Germany,9,5.44,https://www.whiskyzone.de/,ft
Predica,Technology,Poland,241,17.589.082,https://www.predicagroup.com/,ft
Ocean Transport,Transport,Spain,19,4.783.846,http://www.oceantransport.es/,ft
Die Autowelt,Automobiles,Germany,40,18.000.000,https://die-autowelt.com,ft
Arcadia Investment,Property,Germany,14,2.4,https://www.arcadia-invest.de,ft
Termotecnica Cavatton,Construction,Italy,47,3.94,http://www.cavatton.com/,ft
Serinus,Energy,UK,75,19.651.446,https://serinusenergy.com/,ft
Bladefar,Ecommerce,Spain,42,11.079.137,https://elboticarioencasa.com,ft
SDL Group,Property,United Kingdom,612,99.2,https://www.sdlgroup.co.uk,ft
Plug In Digital,Games industry,France,19,7.17,https://www.plugindigital.com/,ft
thinkout IT,Technology,Germany,75,62.30,https://www.think-about.it/,ft
DEMV Deutscher Maklerverbund,Financial Services,Germany,50,5.012.841,https://www.demv.de/,ft
STI Norland,Energy,Spain,221,199.822.150,https://www.stinorland.com/,ft
Yocabe,Ecommerce,Italy,10,1.969.579,http://www.yocabe.com,ft
Kernel Analytics,Technology,Spain,81,4.8,https://www.kernel-analytics.com,ft
Babe,Retail,Italy,25,3.2,https://www.babeweb.it,ft
Universum Events,Support Services,Romania,83,5.50,https://www.universum.ro/,ft
HD Elektrotechnik,Technology,Germany,76,4.207.672,https://www.hd-elektrotechnik.com/,ft
Engenie Group,Technology,Italy,9,2.025.040,https://www.engeniegroup.com/,ft
Yescapa,Travel & Leisure,France,31,2.760.830,https://www.yescapa.fr,ft
ADNP GmbH,Support Services,Germany,25,3.7,https://www.adnp.de,ft
JR Service,Support Services,Germany,59,2.22,https://www.jr-service.de/,ft
Groupe N.A.T,Support Services,France,64,4.180.122,https://www.groupe-nat.fr/,ft
La Sarraz Pictures,Media,Italy,5,1.513.710,http://www.lasarraz.com/,ft
Genius Progetti,Sales & Marketing,Italy,13,19.192.605,https://www.geniusprogetti.it,ft
Antigua Tazzadoro,Food & Beverage,Italy,14,1.6,https://www.tazzadorocoffeeshop.com,ft
fleXstructures,Technology,Germany,18,3.90,https://www.flexstructures.de/,ft
Dagar Technologies,Energy,Spain,36,14.46,https://www.dagartech.com/,ft
Smart-Planet,Retail,Germany,9,4.598.207,https://smartplanet-shop.de/,ft
Sidea Group,Management Consulting,Italy,49,2.429.590,https://www.sideagroup.com/,ft
Sierra Paper,Personal & Household Goods,Spain,3,7.026.618,http://www.sierrapaper.com,ft
Carmela Di Caro,Food & Beverage,Italy,8,4.9,https://www.oliodicaro.com,ft
Manifone,Technology,France,15,8.70,https://www.manifone.com/,ft
Fevertree Drinks,Food & Beverage,United Kingdom,138,268.31,https://fever-tree.com/,ft
COUTEAUJAPONAIS.COM,Retail,France,17,4.579.102,https://www.couteaujaponais.com/,ft
PHYSIDIA,Health,France,58,16.746.545,https://www.physidia.com/,ft
MG Export,Support Services,Italy,1,10.653.323,https://www.mgexportsrl.com,ft
ENVENDO-POWER,Energy,Germany,6,1.5,https://www.envendo-power.de,ft
Akademie für Sport und Gesundheit,Health,Germany,22,4.46,https://www.akademie-sport-gesundheit.de/,ft
Horando Deutschland,Retail,Germany,3,8.111.269,https://www.horando.de/,ft
Diablochairs. Jan Nowak,Ecommerce,Poland,79,21.520.495,https://domator24.com/,ft
Distribuciones Murshe,Ecommerce,Spain,37,18.091.928,https://www.eciglogistica.com,ft
MEERX group,Management Consulting,Germany,23,14.942.000,https://www.meerx.de,ft
Giglio.com ,Ecommerce,Italy,14,9.3,https://www.giglio.com,ft
Dgf Costruzioni. Unipersonale,Construction,Italy,10,2.43,https://www.dgfcostruzioni.it/,ft
OIKA OIKA,Retail,France,11,6.19,https://www.oikaoika.fr/,ft
Parkster,Technology,Sweden,28,55.139.984,https://www.parkster.com/,ft
BIOTYFULL,Ecommerce,France,13,20.248.436,https://www.biotyfullbox.fr/,ft
Total Tiles,Ecommerce,UK,30,8.299.712,https://totaltiles.co.uk,ft
squad,Support Services,France,329,27.2,https://www.squad.fr,ft
Juan Francisco Alcazar,Industrial Goods,Spain,10,2.89,https://www.salesdelcentro.es/,ft
Astech Food Machinery,Technology,Spain,23,3.28,https://www.astech.es/es/,ft
Bioksan,Food & Beverage,Spain,51,5.914.732,https://bioksan.com/,ft
DND Disribuzione,Ecommerce,Italy,8,10.500.000,https://www.dnddistribuzione.it,ft
Deep Blue,Retail,Italy,2,8.286.266,http://n/a,ft
FBG,Industrial Goods,Italy,15,5.4,https://www.blendplants.com,ft
Agorize,Technology,France,73,6.36,https://www.agorize.com/,ft
Trippel,Support Services,Norway,118,3.057.807,https://www.trippelbs.no/,ft
Yourparkingspace Limited,Technology,UK,32,13.863.431,https://www.yourparkingspace.co.uk/,ft
Piazza Hotels & Residences,Travel & Leisure,Italy,180,11.483.283,https://www.piazzahr.com,ft
rankingCoach,Sales & Marketing,Germany,45,4.3,https://www.rankingcoach.com,ft
Celerity,Technology,United Kingdom,43,71.39,https://www.celerity-uk.com/,ft
Carslift,Automobiles,France,35,2.226.659,http://www.carslift.fr/,ft
Zimmerei Nordmann,Construction,Germany,11,2.074.577,https://www.zimmerei-nordmann.de/,ft
Logomania,Fashion,Italy,13,7.071.729,https://www.logomania.it,ft
Afinna One ,Telecoms,Italy,6,64.8,https://www.afinnaone.com,ft
Tecma Solutions,Management Consulting,Italy,39,2.06,https://www.tecmasolutions.com/,ft
Adameo PM,Management Consulting,France,45,3.88,https://www.adameo.com/,ft
SI Silicone Innovation,Industrial Goods,Germany,40,3.640.511,https://www.silicone-innovation.com/,ft
A.U.E. Genc Warenhandels-UG,Retail,Germany,12,19.890.000,https://www.weg-ist-weg.com/,ft
ClearScore Technology,Fintech,UK,262,63.494.481,https://www.clearscore.com,ft
Gestiona Desarrollo,Construction,Spain,89,2.7,https://www.gestionaservicios.es,ft
Zeck Fishing,Retail,Germany,12,2.31,https://www.zeck-fishing.com/,ft
MGvision,Advertising,Italy,18,4.010.560,https://www.mgvision.com/,ft
New General Service,Support Services,Italy,26,1.539.360,https://www.newgeneralservice.com/,ft
emcot group,Industrial Goods,Germany,91,13.000.580,https://www.emcot.de,ft
Mason Advisory*,Management Consulting,United Kingdom,32,12.4,https://www.masonadvisory.com,ft
TVSquared,Technology,United Kingdom,96,7.85,https://tvsquared.com/,ft
Euclide,Management Consulting,Italy,28,2.42,https://www.euclidesrl.com/,ft
ANDRE RENOVATION,Construction,France,41,11.594.389,https://www.andre-groupe.com/,ft
M.D.G. Components Unipersonale,Industrial Goods,Italy,14,2.283.970,https://www.mdgcomponents.com/,ft
Inpay,Fintech,Denmark,37,11.387.284,https://inpay.com,ft
3C S.r.l.,Automobiles,Italy,14,9.8,https://www.3csrl.com,ft
Consorzio Stabile Ambientemilia,Support Services,Italy,2,6.96,https://www.gruppospaggiari.com/,ft
Amco-Bulgaria,Retail,Bulgaria,22,6.298.606,https://amco-bg.com/,ft
Symprove,Personal & Household Goods,UK,39,12.298.843,https://www.symprove.com/,ft
Maisons à Vivre,Construction,France,6,3.463.134,https://www.maisons-avivre.com,ft
Construcciones Antedi,Construction,Spain,6,1.5,https://antedi.herokuapp.com,ft
OpenWork / Le Monde Après,Support Services,France,229,28.27,https://www.lemonde-apres.com/,ft
AppUnite,Technology,Poland,71,2.25,https://appunite.com/,ft
Tecknuovo,Technology,UK,22,26.273.556,https://tecknuovo.com/,ft
Platform.sh,Technology,France,217,22.077.678,https://platform.sh/,ft
Qaiware,Fintech,Bulgaria,42,2.710.870,https://www.qaiware.com,ft
C. Lounge S.R.L. Fattoria Toccaferro,Restaurants,Italy,94,3.515.264,https://fattoriatoccaferro.it,ft
Samurai Security,Support Services,Germany,114,6.9,https://www.samurai-security.eu,ft
Bladefar,Ecommerce,Spain,16,5.22,https://elboticarioencasa.com/,ft
ISG Express Logistik,Transport,Germany,46,5.822.692,https://www.isg-logistik.de/,ft
Silkhom,Management Consulting,France,25,4.281.600,https://www.silkhom.com,ft
Le Petit Vapoteur,Retail,France,100,38.4,https://www.lepetitvapoteur.com,ft
Grabyo,Technology,United Kingdom,34,3.0,https://www.grabyo.com,ft
sat. Services,Support Services,Germany,41,2.73,https://www.sat-services.eu/,ft
Manelli Impresa,Construction,Italy,173,43.355.980,https://www.manelli.eu/,ft
SA Formação,Education,Portugal,53,3.647.652,https://www.sa-formacao.pt/,ft
Medinet,Telecoms,Italy,35,2.283.133,http://www.medinetsrl.eu,ft
Access Protection,Technology,France,5,1.5,https://www.access-protection.fr,ft
Venticento,Cyber Security,Italy,27,7.28,https://www.venticento.com/,ft
SM SektManufaktur,Industrial Goods,Germany,14,2.408.586,https://www.sm-sektmanufaktur.de/,ft
Beauty Consult Deutschland,Health,Germany,31,3.725.665,https://www.hairmedic.de/,ft
Housekeep,Ecommerce,UK,36,12.575.790,https://housekeep.com,ft
Serenita',Support Services,Italy,552,5.523.482,http://www.serenita.care,ft
aflexio*,Management Consulting,Germany,14,1.8,https://www.aflexio.com,ft
Filoblu,Ecommerce,Italy,112,19.5,https://www.filoblu.com,ft
XML Travelgate,Travel & Leisure,Spain,102,5.07,https://www.travelgatex.com/,ft
SICA,Industrial Goods,France,2,19.58,,ft
Finauto,Automobiles,Italy,8,11.789.870,https://www.finautoprato.it/,ft
AuCOFFRE.com,Financial Services,France,21,114.037.838,https://www.aucoffre.com/,ft
Adchieve,Ecommerce,Netherlands,24,2.599.950,https://adchieve.com,ft
Donau Star Bg Eood,Travel & Leisure,Bulgaria,35,2.4,https://www.donaustar.com,ft
4most Group Holdings,Insurance,United Kingdom,139,21.64,https://www.4-most.co.uk/,ft
Godel Technologies Europe,Technology,United Kingdom,732,24.53,https://www.godeltech.com/,ft
Divido,Fintech,UK,46,3.786.036,https://www.divido.com/,ft
R&K Ingenieure,Construction,Germany,17,5.210.500,https://www.rkingenieure.de/,ft
ONI Foods Overseas,Food & Beverage,Spain,12,58.633.352,http://onifoods.com,ft
Ate System,Technology,Italy,17,2.6,https://www.atesystem.it,ft
ISO Recruiting Consultants,Support Services,Germany,17,8.30,https://www.iso-gruppe.com/,ft
Comunitelia Comunicaciones,Telecoms,Spain,39,2.56,https://www.comunitelia.com/,ft
Nephos Technologies,Technology,UK,25,17.559.447,https://www.nephostechnologies.com/,ft
La Vida,Support Services,UK,15,7.572.128,https://www.goldenvisas.com/,ft
AFR-IX telecom,Telecoms,Spain,23,7.466.298,https://www.afr-ix.com,ft
Kleine Riesen Nord,Education,Germany,116,6.4,https://www.littlegiants.de,ft
5M Services,Construction,France,17,2.0,https://www.5m-services.com,ft
Ames Centro Polidiagnostico Strumentale,Health,Italy,73,14.50,https://www.centroames.it/,ft
Midstream Lighting,Technology,UK,12,8.204.844,https://www.midstreamlighting.com/,ft
PROPULSE IT,Technology,France,2,6.326.861,https://www.propulse-it.fr/,ft
CLAREO,Retail,France,47,15.467.644,https://www.clareolighting.com,ft
Exclaimer,Technology,UK,101,19.746.273,https://www.exclaimer.com,ft
CO.NET,Support Services,Germany,22,8.0,https://www.conet24.com,ft
Air Innovation,Construction,Italy,20,2.38,https://www.air-innovation.it/,ft
PCF Group,Games industry,Poland,186,10.98,https://peoplecanfly.com/,ft
Additius Santa Maria,Agricultural Commodities,Spain,30,31.757.362,http://www.additius.com/,ft
Infinum,Technology,Croatia,206,11.002.917,https://infinum.com,ft
Grupa TENSE,Advertising,Poland,78,2.1,https://www.grupa-tense.pl,ft
Elettronsea SocCoop,Technology,Italy,27,3.88,http://www.elettronsea.it/,ft
FTAPI Software,Technology,Germany,40,3.57,https://www.ftapi.com/,ft
CONEXIO TELECOM,Telecoms,France,15,1.908.640,https://www.conexiotelecom.fr/,ft
VOPRO,Construction,Germany,8,3.439.310,http://vopro-gmbh.de,ft
Groupe Promo Gerim,Property,France,50,102.745.000,https://promogerim.fr/,ft
Trustly Group,Fintech,Sweden,163,49.0,https://www.trustly.com,ft
Deltamed,Automobiles,Romania,58,33.59,https://www.deltamed.ro/,ft
SmartCredit (SmartSearch),Fintech,United Kingdom,78,9.19,https://smartsearch.com/,ft
Tripin,Retail,Germany,9,5.465.080,https://www.topleiter.de/,ft
Continental Wood Kft.,Industrial Goods,Hungary,9,2.724.073,https://continentalwood.hu/,ft
Energica Motor Company,Automobiles,Italy,45,3.160.563,https://www.energicamotor.com,ft
artos,Food & Beverage,Germany,8,6.1,https://www.artos.ag,ft
KAIZEN SOLUTIONS,Management Consulting,France,116,11.03,https://www.kaizen-solutions.net/,ft
GeoTeam,Energy,Italy,120,7.623.730,https://www.geoteam.biz/,ft
Leascorp,Financial Services,France,7,18.481.247,https://www.leascorp.fr/,ft
Byte London,Advertising,UK,131,25.119.649,https://www.bytemissioncontrol.com,ft
Ciao Gusto,Food & Beverage,France,6,1.980.327,https://www.ciao-gusto.com,ft
BVS Construction,Construction,France,4,1.7,https://www.maisonsdarcy.fr,ft
Blue Orange,Games industry,France,22,5.42,http://www.blueorangegames.eu/,ft
Movetia Digital,Fintech,Spain,90,6.46,https://movetia.com/,ft
Positive Healthcare,Management Consulting,UK,19,6.731.831,https://www.positivementalhealth.co.uk/,ft
NRT,Construction,Germany,24,2.449.370,https://www.nrt-hh.de,ft
sonnen,Energy,Germany,400,65.1,https://www.sonnen.de,ft
Liberis,Fintech,United Kingdom,103,23.79,https://www.liberis.com/,ft
Ralph Schmolke,Retail,Germany,8,2.281.929,https://schmolke-schmierstoffe.de/,ft
Roomie Milano,Property,Italy,10,3.728.920,https://www.roomie-milano.com/,ft
Les Brasseurs Savoyards,Agricultural Commodities,France,20,4.368.393,https://www.bs.fr,ft
Ova Projects,Industrial Goods,Spain,25,6.2,http://www.ovaprojects.com,ft
Opteamis,Technology,France,19,8.19,https://www.opteamis.com/,ft
Meblobranie.pl,Ecommerce,Poland,21,9.79,https://www.meblobranie.pl/,ft
Trencadis Corp,Technology,Romania,89,20.410.511,https://trencadis.ro/,ft
WORTEKS,Technology,France,11,1.870.845,https://www.worteks.com/,ft
Conrado y Asociados,Construction,Spain,77,12.147.009,https://www.conradoyasociados.es,ft
Autovia,Travel & Leisure,Italy,70,40.000.000,https://www.autovia.it,ft
Caamaño. Concheiro & Seoane,Law,Spain,80,8.0,https://www.ccsabogados.com,ft
Traventia (Youbid),Travel & Leisure,Spain,22,21.97,https://www.traventia.es/,ft
Weller Media Agency (WMA),Sales & Marketing,United Kingdom,42,4.62,https://www.wma.agency/,ft
REMOVE,Construction,France,74,8.988.475,https://www.groupe-remove.com/,ft
Citadelo,Cyber Security,Czech Republic,27,1.556.521,https://citadelo.com/en/,ft
Supply Value,Management Consulting,Netherlands,30,4.400.000,https://www.supplyvalue.nl,ft
Podium Advanced Technologies,Automobiles,Italy,17,2.3,https://www.podium-tech.com,ft
G5 Entertainment,Games industry,Sweden,490,141.28,https://www.g5e.com/,ft
Digital Angels,Sales & Marketing,Italy,14,4.83,https://www.digitalangels.com/,ft
Grill Autoservice,Automobiles,Germany,26,18.141.216,https://grill-mobile.de/,ft
Delta Capita Group,Management Consulting,UK,200,22.784.997,https://www.deltacapita.com,ft
Sistemas Informáticos de Negocio,Advertising,Spain,53,1.7,https://www.sidn.es,ft
Mansutti,Insurance,Italy,48,22.18,http://www.mansutti.it/,ft
Inbrooll,Industrial Goods,Spain,15,2.663.110,https://inbrooll.com/en/,ft
Cross,Retail,Germany,4,88.590.000,https://www.crosscycle.de/,ft
Quantion,Technology,Spain,72,4.400.000,https://www.quantion.com,ft
G.C.Costruzioni,Construction,Italy,7,2.3,,ft
Myposter,Ecommerce,Germany,68,24.5,https://www.myposter.de,ft
Bar Banqueting,Support Services,Italy,98,7.00,https://www.barbanqueting.com/,ft
B1gas S.p.A,Energy,Italy,6,41.474.660,https://www.b1gas.it/,ft
Filva,Construction,Italy,10,6.188.900,https://www.filvasrl.it/,ft
WoodWatch,Fashion,Netherlands,8,2.179.455,https://www.woodwatch.com,ft
Better Globe,Agricultural Commodities,Norway,2,6.2,https://www.betterglobegroup.com,ft
ProfixSystemleasing,Automobiles,Germany,8,16.37,http://profixsystemleasing.de/,ft
Archingest,Construction,Italy,6,3.515.000,https://archingest.it/,ft
Alpha FX Group,Financial Services,UK,124,51.640.733,https://www.alphafx.co.uk/,ft
Impresa Percassi,Construction,Italy,97,137.377.976,https://www.impresapercassi.it,ft
Ca.Tt.Iva.,Transport,Italy,265,7.557.162,http://www.cattivalogistica.com,ft
Be-Cloud,Technology,France,24,3.8,https://www.be-cloud.fr,ft
Ableneo,Technology,Slovakia,40,3.00,https://www.ableneo.com/,ft
lemonads,Advertising,Switzerland,50,4.952.255,https://www.lemonads.com/,ft
Syscom-Developpement,Telecoms,France,19,2.121.030,https://www.syscom.fr,ft
CYE ENERGIA,Energy,Spain,12,17.379.727,https://www.cye-energia.com,ft
Terzia Personal-Service,Support Services,Germany,186,4.4,https://www.terzia-ps.de,ft
Autohaus Stallknecht,Automobiles,Germany,4,2.05,https://www.autohaus-stallknecht.de/,ft
Pluris Investments,Travel & Leisure,Portugal,431,123.63,http://www.mysticinvest.com/,ft
Signicat,Technology,Norway,213,42.514.150,https://www.signicat.com/,ft
Graf & Straub,Automobiles,Germany,8,1.959.050,https://www.graf-straub.de,ft
Pangeanic BI Europa,Support Services,Spain,33,3.863.576,https://www.pangeanic.com,ft
Cirruseo,Technology,France,59,12.0,https://www.cirruseo.com,ft
Agricollibio,Food & Beverage,Italy,10,15.1,https://www.agricolli.bio,ft
Caffeina,Advertising,Italy,109,6.04,https://www.caffeina.com/,ft
Alda Castilla,Travel & Leisure,Spain,45,2.13,https://www.aldahotels.es/,ft
Alfred Döpker,Construction,Germany,55,77.358.225,https://www.team-doepker.de/,ft
Bavaria-Ei,Retail,Germany,88,13.067.279,https://www.bavaria-ei.de/,ft
A.I.M.M. - Italia,Construction,Italy,45,4.598.410,http://www.aimm-italia.it,ft
