company_name,company_industry,company_country,company_employees,company_nace_code,link,file_name
Steros GPA Innovative,Industrial Goods,Spain,57,5.902.390,https://www.gpainnova.com,ft
Laudaco,Interiors,Slovakia,6,2.5,https://www.laudaco.com,ft
Silxo,Technology,United Kingdom,10,4.83,https://silxo.com/,ft
tripla,Travel & Leisure,Japan,70,2.76,https://tripla.io/,ft
Union Gas,Energy,Singapore,256,62.47,https://www.uniongas.com.sg/,ft
iideas,Support Services,Singapore,5,1.15,https://www.iideas.com.sg/,ft
GameWith,Media,Japan,134,26.56,https://gamewith.co.jp/en,ft
Rolling Arrays Consulting,Technology,Singapore,45,5.39,https://www.rollingarrays.com/,ft
Degoo,Technology,Sweden,18,1.973.775,https://degoo.com/,ft
Sas Remove,Waste management & recycling,France,57,6.459.286,http://remove-france.com/,ft
Vetrocar & Bus,Automobiles,Italy,60,18.8,https://www.vetrocar.it,ft
SOLSOL,Energy,Czech Republic,5,7.06,https://www.solsol.cz/,ft
The News Lens,Media,Taiwan,102,2.90,https://www.thenewslens.com/,ft
Furlenco,Ecommerce,India,329,11.38,https://www.furlenco.com/,ft
Square Yards,Property,India,5.300,47.23,https://www.squareyards.com/,ft
Sevenseas,Transport,India,311,27.80,https://sevenseasexpress.com/,ft
Tofu Restaurant Group,Restaurants,Taiwan,1293,45.11,http://www.tofuglobal.com/,ft
Yellow Octopus,Ecommerce,Australia,8,3.41,https://www.yellowoctopus.com.au/,ft
Franco Fresco,Food & Beverage,Germany,320,50.723.858,https://www.gustavo-gusto.de/,ft
Frontify,Technology,Switzerland,107,7.876.910,https://frontify.com,ft
Movetia Digital,Fintech,Spain,90,4.9,https://www.movetia.com,ft
Synapsy*,Advertising,Italy,6,5.8,https://www.synapsy.events,ft
Ministry of Programming,Technology,Bosnia and Herzegovina,71,3.81,https://www.mop.ba/,ft
Peppermint Innovation,Fintech,Australia,20,1.33,https://pepltd.com.au/,ft
Blue Mark Confidence,Sales & Marketing,Japan,42,5.67,https://www.bm-c.co.jp/,ft
Brightflexi,Industrial Goods,India,436,25.37,https://www.akbansalgroup.com/,ft
Actspand,Food & Beverage,Singapore,18,1.53,http://www.actspand.com/,ft
MINKABU THE INFONOID,Fintech,Japan,144,25.65,https://minkabu.co.jp/,ft
Lendable,Fintech,UK,84,40.305.193,https://www.lendable.co.uk/,ft
Ulrich Müller Wealth Academy,Education,Germany,6,3.516.744,https://www.ulrichmueller.de/,ft
AnyTech365,Technology,Spain,290,16.485.038,http://www.anytech365.com,ft
GPS GmbH,Industrial Goods,Germany,32,4.2,https://www.gps-germany.com,ft
Ramge Software Distribution,Technology,Germany,18,7.62,https://www.ramgesoft.de/,ft
Genius Sports Group*,Technology,United Kingdom,901,74.35,https://www.geniussports.com/contact-us,ft
Hasiru Dala Innovations,Waste management & recycling,India,120,1.54,https://www.hasirudalainnovations.com/,ft
Transerve Technologies,Technology,India,36,1.37,https://transerve.com/,ft
Ankur,Personal & Household Goods,India,200,50.31,http://ankurwares.com/,ft
Machvision,Technology,Taiwan,306,82.24,http://www.machvision.com.tw/,ft
inergy Technology,Technology,Taiwan,70,24.27,http://www.inergy.com.tw/,ft
cerascreen,Health,Germany,84,10.499.782,https://www.cerascreen.de/,ft
FirstPhone,Retail,Hungary,52,20.839.966,https://www.firstphone.hu/,ft
Canadian School Of Milan,Education,Italy,17,2.4,https://www.canadianschool.it,ft
ITP TECHNOLOGIE,Retail,France,8,8.31,https://www.itp-technologie.com/fr,ft
Docodoor,Advertising,Japan,35,1.61,http://docodoor.co.jp/,ft
Crowd Bank,Financial Services,Japan,30,20.61,https://crowdbank.jp/,ft
Fibergate,Telecoms,Japan,221,79.53,https://www.fibergate.co.jp/,ft
ESCO,Technology,Singapore,61,27.28,https://www.esco.com.sg/,ft
Supple Solutions,Advertising,Australia,55,5.23,https://supple.com.au/,ft
Eqinov,Energy,France,43,70.183.744,https://www.eqinov.com/,ft
Arte E Passione,Restaurants,Italy,55,2.285.202,https://www.artepassioneristorazione.it,ft
Treesystem,Energy,Italy,9,3.1,https://www.treesystem.it,ft
Letisan (RocketBaby),Ecommerce,Italy,7,2.32,https://www.rocketbaby.it/,ft
Delight Room,Health,South Korea,16,4.75,https://www.delightroom.com/,ft
Triple A Technologies,Fintech,Singapore,9,1.98,https://triple-a.io/,ft
Saluran Pasifik,Energy,Malaysia,13,20.15,http://www.saluranpasifik.com/,ft
Advantest,Industrial Goods,Japan,5048,2.535.96,https://www.advantest.com/,ft
Serre Famiglia Pederiva Viticoltori dal 1958,Food & Beverage,Italy,12,9.022.020,https://proseccoserre.com/,ft
dWD Werbeagentur,Advertising,Germany,24,1.876.000,http://deutschewebdesign.de,ft
GT Company,Technology,France,2,1.9,https://www.gtcompany.fr,ft
Santigado,Agricultural Commodities,Portugal,3,1.67,,ft
Hotglue,Advertising,Australia,27,5.22,https://www.hotglue.com.au/,ft
Tuaman,Construction,India,617,57.66,http://tuaman.co.in/,ft
Nanofilm Technologies International,Technology,Singapore,3.188,158.25,https://www.nti-nanofilm.com/,ft
Mega Fishing Corporation,Food & Beverage,Philippines,3500,56.34,https://megaglobal.com.ph/,ft
clickTRUE,Management Consulting,Singapore,35,6.60,https://page.clicktrue.biz/,ft
Bloom & Wild,Ecommerce,UK,170,155.595.726,https://www.bloomandwild.com/,ft
MessengerPeople,Technology,Germany,56,10.146.200,https://www.messengerpeople.com,ft
Osiway,Technology,France,3,2.4,https://www.osiway.com,ft
Kombitex,Retail,Germany,17,8.63,https://www.kombitex.com/,ft
Mastek,Technology,India,3.792,232.37,https://www.mastek.com/,ft
AJ2,Interiors,Singapore,31,4.11,https://www.tcb.com.sg/,ft
Mlion Corporation,Industrial Goods,Singapore,26,66.52,https://www.mlioncorp.com/,ft
Polestar Solutions,Technology,India,187,3.79,https://www.polestarllp.com/,ft
Long Time Technology,Batteries,Taiwan,,18.38,http://www.lttech.com.tw/,ft
JAC Recruitment,Support Services,Japan,1433,222.17,https://corp.jac-recruitment.jp/,ft
Bräutigam,Automobiles,Germany,29,6.315.124,https://www.braeutigam-gmbh.eu/de,ft
Newil & Bau,Construction,Finland,7,19.420.672,https://newilbau.fi/en/,ft
Soorce,Support Services,Germany,18,9.676.000,https://www.Soorce.de,ft
Mint Tower Capital Management,Financial Services,Netherlands,25,6.7,https://www.minttowercapital.com,ft
Tower Hamlets GP Care Group,Health,United Kingdom,381,26.72,https://www.gpcaregroup.org/section/387/Home,ft
Regen Power,Energy,Australia,20,15.43,https://regenpower.com/,ft
Rewind Networks,Media,Singapore,11,6.22,https://www.rewindnetworks.com/,ft
MA tek,Technology,Taiwan,,82.18,http://www.ma-tek.com/,ft
Jindal Worldwide,Personal & Household Goods,India,2214,286.36,http://www.jindaltextiles.com/,ft
M31 Technology,Technology,Taiwan,,28.10,http://www.m31tech.com/,ft
ID Finance,Fintech,Spain,411,103.634.000,https://idfinance.com/es/,ft
wasserneutral,Retail,Germany,24,5.621.950,https://www.wasserneutral-gmbh.de,ft
Kiara Bijoux,Precious metals,Italy,4,6.3,https://www.kiarabijoux.com,ft
DEFAMA Deutsche Fachmarkt,Property,Germany,15,9.09,https://www.defama.de/,ft
Flect,Technology,Japan,149,23.97,https://www.flect.co.jp/,ft
V Wonderland Extension,Advertising,South Korea,20,1.70,http://www.v-w.co.kr/,ft
Dynacons,Technology,India,1.026,58.83,http://dynacons.com/,ft
Swagger,Beauty,South Korea,12,2.01,http://www.swagger.kr/,ft
Kingstate,Technology,Taiwan,,108.51,https://www.kingstate.com.tw/,ft
Valuence,Retail,Japan,471,347.44,http://www.valuence.inc/,ft
Kry,Health,Sweden,600,77.764.611,https://kry.health/,ft
Sixth Sense,Technology,Italy,25,3.916.570,https://sixth-sense.ai/,ft
Dall Energy,Energy,Denmark,15,3.746.666,https://dallenergy.com,ft
Syntelix Avances Tecnológicos,Telecoms,Spain,8,1.6,https://www.syntelix.net,ft
Etno Cafe,Food & Beverage,Poland,248,4.91,https://etnocafe.com/,ft
Lockwood Publishing,Games industry,United Kingdom,90,20.34,https://www.lockwoodpublishing.com/,ft
TPMN,Advertising,South Korea,12,7.43,http://www.tpmn.io/,ft
D&V Philippines,Support Services,Philippines,352,7.13,https://www.dvphilippines.com/,ft
Trukky,Transport,India,28,1.92,https://www.trukky.com/,ft
Yield Microelectronic,Technology,Taiwan,60,4.32,http://www.ymc.com.tw/,ft
Property Data Bank,Technology,Japan,64,16.95,http://www.propertydbk.com/,ft
Icares Medicus,Health,Taiwan,118,13.56,https://www.icaresmedicus.com/,ft
Nethive,Cyber Security,Italy,19,3.960.770,https://www.nethive.it/,ft
Latitude Investment Management,Financial Services,UK,8,1.750.466,https://www.latitudeim.com/,ft
Performance54,Media,UK,31,14.450.420,http://www.performance54.com,ft
ISO Recruiting Consultants,Support Services,Germany,14,7.8,https://www.iso-gruppe.com,ft
Plan Communications Holding,Telecoms,United Kingdom,94,54.10,https://www.plan.com/,ft
Maruti Techlabs,Technology,India,121,2.65,https://marutitech.com/,ft
TransACT,Support Services,Japan,55,3.33,https://transact.co.jp/,ft
Source Central,Technology,Australia,32,10.49,https://www.sourcecentral.com.au/,ft
Lotes,Technology,Taiwan,9300,487.89,https://www.lotes.cc/,ft
Shiny Brands,Beauty,Taiwan,,33.34,https://www.shinybrands.com/,ft
Qred,Fintech,Sweden,68,30.414.122,https://qred.com/,ft
oculavis,Technology,Germany,55,3.924.472,https://www.oculavis.de/,ft
IuteCredit Europe,Fintech,Estonia,347,50.784.000,https://iutecredit.com,ft
Mpfinance,Construction,Italy,2,4.001.934,https://www.mpfinance.it,ft
Roberto Demeglio,Retail,Italy,28,8.0,https://www.robertodemeglio.it,ft
AM-Lagertechnik,Industrial Goods,Germany,15,27.3,https://www.am-lagertechnik.de,ft
Globalwork,Telecoms,Italy,37,2.29,https://www.global-work.it/,ft
Oasis Fertility,Health,India,318,9.20,https://www.oasisindia.in/,ft
Jayshree Grain,Food & Beverage,India,200,20.02,file:///Users/chris.campbell/Downloads/NA,ft
Logpresso,Cyber Security,South Korea,40,2.98,https://www.logpresso.com/,ft
World Class Services,Support Services,India,13500,33.66,http://www.wcspl.org/,ft
Sacombank,Financial Services,Vietnam,19237,1.553.00,https://www.sacombank.com.vn/,ft
Del Trade International,Pharmaceuticals,India,23,41.02,http://www.deltrade.in/,ft
The Information Lab,Technology,Italy,30,4.253.110,https://www.theinformationlab.it/,ft
MD Sonnenschutztechnik,Construction,Germany,10,4.068.621,https://www.rollladenbau-markisen.de/,ft
Everli,Ecommerce,Italy,115,29.000.000,https://it.everli.com,ft
DMS GmbH. Druckerei. Werbung und Marketing,Advertising,Germany,27,14.000.000,https://www.druck-media-service.com,ft
Elettro TLC,Telecoms,Italy,45,9.2,https://www.elettrotlc.it,ft
Parlem Telecom ,Telecoms,Spain,21,5.71,https://parlem.com/,ft
Anteco Systems (AnyTech365),Technology,Spain,295,10.06,https://anytech365.com/,ft
Indegene,Support Services,India,3.238,130.40,https://www.indegene.com/,ft
PT&T,Telecoms,Philippines,232,8.23,https://www.ptt.com.ph/,ft
CHSI,Health,Philippines,554,5.68,http://chsiphil.com/,ft
Gseven,Retail,Taiwan,322,76.93,https://www.gseven.com.tw/,ft
LAC Medical Supplies,Health,Malaysia,37,10.67,http://www.lacmedical.com/,ft
Mackay Goodwin,Financial Services,Australia,45,4.77,https://www.mackaygoodwin.com.au/,ft
Syntio,Technology,Croatia,43,2.127.532,https://www.syntio.net/,ft
Hexonia,Technology,Germany,125,46.600.000,https://www.hexonia.de,ft
iwoca,Fintech,United Kingdom,224,29.4,https://www.iwoca.co.uk,ft
Xtream Codes,Technology,Bulgaria,,3.02,https://www.xtream-codes.com/,ft
Mobile Wave Solutions,Technology,Bulgaria,58,2.72,https://mobilewaves.com/,ft
TPIsoftware Corporation,Technology,Taiwan,471,14.48,https://www.tpisoftware.com/,ft
Re Blast,Retail,Japan,18,2.56,https://www.re-blast.com/,ft
Sin Chwee Mini Mart,Retail,Singapore,7,1.21,https://www.tankfullyfresh.com/,ft
BDO Unibank,Financial Services,Philippines,38510,3.566.66,https://www.bdo.com.ph/,ft
Nihon M&A Center,Management Consulting,Japan,582,294.23,https://www.nihon-ma.co.jp/,ft
Lendi,Fintech,Australia,429,26.09,https://www.lendi.com.au/,ft
Bomae,Financial Services,Denmark,13,1.662.487,https://www.bomae.dk/,ft
CREST Investment,Property,Germany,12,1.956.510,https://crest-investment.com,ft
AGRIVI d.o.o.,Technology,Croatia,24,1.570.115,https://www.agrivi.com,ft
Motius,Support Services,Germany,42,2.1,https://www.motius.de,ft
Watt And Volt,Energy,Greece,234,164.03,https://www.watt-volt.gr/,ft
84codes,Technology,Sweden,8,4.87,https://www.84codes.com/,ft
Arabian Petroleum Limited,Industrial Goods,India,104,14.85,https://www.arabianpetroleum.co.in/,ft
Business Edge Personnel Services,Support Services,Singapore,15,26.82,https://www.businessedge.com.sg/,ft
SPC Lifesciences,Pharmaceuticals,India,150,17.94,https://www.spcls.co.in/,ft
Sheetal,Food & Beverage,India,605,36.77,https://sheetalicecream.com/,ft
The Executive Centre,Property,Hong Kong,1042,235.75,https://www.executivecentre.com/,ft
Boustead Singapore,Industrial Goods,Singapore,1135,532.61,https://boustead.sg/,ft
Gophr,Technology,UK,18,5.738.336,https://uk.gophr.com/,ft
Memory PC,Retail,Germany,110,57.375.000,https://www.memorypc.de/,ft
Ab Costruzioni,Construction,Italy,5,1.545.095,https://www.abcostruzioni.it,ft
Geodem-Ambiente,Construction,Italy,38,9.1,https://www.geodem-ambiente.it,ft
VH24,Support Services,Germany,54,8.78,https://www.verbraucherhilfe24.de/,ft
JBR Capital,Financial Services,United Kingdom,45,18.66,https://jbrcapital.com/,ft
Onco-Life Hospitals,Health,India,164,3.82,https://www.oncolifehospitals.com/,ft
Money3,Fintech,Australia,300,99.86,https://www.money3.com.au/,ft
Bansal Credits,Financial Services,India,108,4.94,,ft
Sobha,Construction,India,3309,533.07,https://www.sobha.com/,ft
Architectus,Architecture,Australia,341,64.53,https://architectus.com.au/,ft
Sollis Solargroßhandel,Retail,Germany,6,11.860.100,https://www.sollis.de/,ft
Phrasee,Technology,UK,44,4.774.273,https://phrasee.co,ft
JAM,Support Services,Netherlands,9,2.8,https://www.jamwerkt.nl,ft
PlasmaPro,Industrial Goods,Estonia,8,2.27,https://www.plasmapro.ee/en/home/,ft
DataValue Consulting,Management Consulting,France,155,10.17,https://www.datavalue-consulting.com/fr/,ft
Nuffield Dental,Health,Singapore,90,10.68,https://www.nuffielddental.com.sg/,ft
Clixlogic,Technology,Philippines,46,2.00,https://clixph.com/,ft
Loadstar Capital,Property,Japan,58,159.02,https://loadstarcapital.com/,ft
DTC World Corporation,Sales & Marketing,Singapore,31,12.70,https://www.dtcworld.com.sg/,ft
Papyless,Ecommerce,Japan,116,214.60,https://www.papy.co.jp/info/,ft
Bossdom Digiinnovation,Media,Taiwan,,6.74,https://www.bossdom.com/,ft
Spotawheel,Automobiles,Greece,123,15.646.588,https://www.spotawheel.com/,ft
Ooni Pizza Ovens,Personal & Household Goods,UK,83,63.879.414,https://ooni.com/,ft
Fibtel,Telecoms,France,44,1.579.135,http://n/a,ft
TES Group,Construction,Italy,27,5.932.475,http://www.tesgroupsrl.it,ft
Over The Lux,Travel & Leisure,Italy,5,3.3,https://www.overthelux.com,ft
Seargin,Technology,Poland,51,11.54,https://seargin.com/,ft
A.N.NE,Retail,Germany,4,2.37,https://anne-gmbh.de/,ft
EXTREME Co..Ltd.,Technology,Japan,400,58.35,https://www.e-xtreme.co.jp/,ft
Access Healthcare Services,Support Services,India,14.230,140.16,https://www.accesshealthcare.com/,ft
Firefly Networks Limited,Telecoms,India,33,2.00,https://www.fireflynetworks.co.in/,ft
St. Martin COOP,Support Services,Philippines,136,1.32,https://stmartincoop.ph/,ft
FutureWorks,Media,India,341,7.00,https://www.futureworks.in/,ft
Connect Group,Travel & Leisure,Singapore,159,7.89,https://www.connectcue.com/,ft
Robovox Distributions,Retail,Germany,35,19.427.000,https://www.robovox.eu/,ft
RTB House,Technology,Poland,575,169.467.709,https://www.rtbhouse.com,ft
Storytel,Media,Sweden,309,122.2,https://www.storytel.se,ft
Fram Skandinavien,Technology,Sweden,100,1.84,https://corporate.wearefram.com/,ft
Versoprobo,Support Services,Italy,292,14.99,https://www.versoprobo.it/,ft
E-Tech Building Services,Support Services,Singapore,200,10.88,https://www.e-tech.com.sg/,ft
Shizen Energy,Energy,Japan,131,50.20,https://www.shizenenergy.net/,ft
OKKAMI,Technology,Thailand,30,1.21,https://www.okkami.com/,ft
Silicon Optronics,Technology,Taiwan,47,74.18,http://www.soinc.com.tw/,ft
Procurri Corporation,Technology,Singapore,496,162.22,https://www.procurri.com/,ft
KuoBrothers,Ecommerce,Taiwan,,164.63,http://www.kuobrothers.com/,ft
CentralNic Group,Technology,UK,650,197.260.279,https://www.centralnic.com/,ft
Savvy Investor,Fintech,UK,17,1.622.966,https://www.savvyinvestor.net,ft
LG Surgelati,Food & Beverage,Italy,10,3.8,https://www.lgsurgelati.it,ft
Easypharm,Pharmaceuticals,Italy,13,1.6,https://www.easypharma.com,ft
Proficio Marketing,Advertising,Czech Republic,18,1.99,https://proficio.cz/,ft
Reverse Media Group,Media,United Kingdom,15,8.57,http://reversemediagroup.com/,ft
STA. LUCIA,Property,Philippines,160,119.25,https://stalucialand.com.ph/,ft
Nexon Paints,Personal & Household Goods,India,175,9.01,https://www.nexonpaints.com/,ft
GSIL,Support Services,South Korea,30,1.68,http://www.gsil.kr/,ft
TaiSol,Technology,Taiwan,2537,150.98,https://www.taisol.com/,ft
Jentech,Technology,Taiwan,1922,177.47,https://www.jentech.com.tw/,ft
Raydium,Technology,Taiwan,693,450.46,https://www.rad-ic.com/en-global,ft
Bernd Andert Transporte,Transport,Germany,83,4.105.262,https://www.bat-logistik.de/,ft
Bluewater Bio,Technology,UK,18,20.201.424,https://www.bluewaterbio.com/,ft
intuMIND,Health,Germany,18,2.468.630,https://intumind.de,ft
Scribbr,Education,Netherlands,22,3.4,https://www.scribbr.com,ft
Grabyo,Media,United Kingdom,50,5.10,https://about.grabyo.com/,ft
Medi Banx,Media,Japan,14,2.29,http://medi-banx.com/,ft
SGS Logistics,Transport,Australia,7,8.60,https://www.sgslogistics.com.au/,ft
Baker & Cook,Food & Beverage,Singapore,147,8.93,https://www.bakerandcook.biz/,ft
Highland Foods,Food & Beverage,South Korea,60,440.36,http://www.highlandfoods.co.kr/,ft
W-ENDLESS,Sales & Marketing,Japan,65,7.36,http://www.w-endless.co.jp/,ft
Tecma Solutions,Technology,Italy,107,7.319.870,https://www.tecmasolutions.com/,ft
SAMONT,Industrial Goods,Germany,81,16.487.780,https://www.samont.com,ft
PastBook,Ecommerce,Netherlands,15,11.496.522,https://moments.pastbook.com,ft
Recambios Endado,Ecommerce,Spain,19,1.8,https://www.endado.com,ft
Housekeep,Technology,United Kingdom,32,10.29,https://housekeep.com/,ft
Powerspace,Technology,France,10,5.29,https://www.powerspace.com/,ft
Top Reform,Architecture,Japan,17,4.62,https://topreform.jp/,ft
J Sol Medical,Health,Japan,21,4.64,https://www.j-sol-medical.co.jp/,ft
Izmo Ltd.,Technology,India,297,15.67,https://www.izmoltd.com/,ft
Builders Alliance,Construction,Singapore,88,9.37,https://www.facebook.com/Buildersalliancepteltd/,ft
Pryce,Chemicals,Philippines,3097,223.83,http://www.pryce.com.ph/,ft
Bubzi Co,Retail,Australia,8,3.67,https://bubzico.com/,ft
Delante,Sales & Marketing,Poland,48,2.160.094,https://delante.co/,ft
intumind,Health,Germany,15,6.560.962,https://www.intumind.de/,ft
KrollCosmetics,Chemicals,Germany,5,1.940.000,https://www.krollcosmetics.com,ft
Marwincar*,Automobiles,Italy,3,3.908.465,https://www.marwincar.com,ft
Farmacosmo,Ecommerce,Italy,25,14.3,https://www.farmacosmo.it,ft
DUSAPRO Immobilien,Property,Germany,15,25.70,https://www.dusapro.de/,ft
REMA-Solutions,Support Services,Germany,60,6.18,https://www.rema-solutions.com/,ft
SHARE HOUSE 180°,Property,Japan,20,2.81,http://www.sharehouse180.net/,ft
Forest One,Health,Japan,42,17.99,http://www.forest-one.co.jp/,ft
HGIEL,Construction,India,1.965,341.10,https://www.hginfra.com/,ft
BlueScale,Technology,Australia,25,2.69,https://www.bluescale.com.au/,ft
PicoCela,Technology,Japan,25,1.02,https://www.picocela.com/,ft
Phenikaa,Industrial Goods,Vietnam,2529,206.43,https://www.phenikaa.com/,ft
Saljol,Health,Germany,15,4.146.403,https://www.saljol.de/,ft
TKD Solutions,Telecoms,Germany,20,15.874.245,https://www.tkdeutschland.de/,ft
farmermobil,Industrial Goods,Germany,55,11.649.390,https://www.farmermobil.de,ft
Stiltz Lifts,Health,United Kingdom,135,14.6,https://www.stiltz.co.uk,ft
Eciglogística,Ecommerce,Spain,38,15.73,https://eciglogistica.com/,ft
APRO-Asian Protection,Support Services,Singapore,1.560,53.18,https://www.apro.com.sg/,ft
BIO-SCIENCE MARKETING,Health,Malaysia,34,3.70,https://biosciencemarketing.com/,ft
Sequretek,Cyber Security,India,376,3.23,https://sequretek.com/,ft
Protea Japan,Beauty,Japan,136,61.12,https://protea.co.jp/,ft
IFAST Corporation,Fintech,Singapore,,91.93,https://www.ifastcorp.com/,ft
Kuori,Technology,Finland,15,2.501.902,https://kuori.tech/,ft
Nexumstp,Support Services,Italy,240,19.882.231,https://www.nexumstp.it,ft
Pipedrive,Technology,Estonia,300,33.3,https://www.pipedrive.com,ft
Forsyth Barnes,Support Services,United Kingdom,18,4.63,https://www.forsythbarnes.com/,ft
Brilliant Polymers,Chemicals,India,112,49.10,https://www.brilliantpolymers.com/,ft
SGR,Pharmaceuticals,India,79,6.62,https://www.ganeshremedies.com/,ft
RareJob,Education,Japan,816,49.94,https://www.rarejob.co.jp/,ft
Flitto,Technology,South Korea,63,1.71,https://www.flitto.com/crowd,ft
Yongmao Holdings,Industrial Goods,Singapore,,136.35,http://yongmao.listedcompany.com/,ft
Ferroamp,Energy,Sweden,42,7.645.003,https://ferroamp.com/,ft
.net IT Systemhaus,Technology,Germany,83,4.280.960,https://www.net-it-systemhaus.com,ft
Le Slip Français,Fashion,France,52,13.1,https://www.leslipfrancais.fr,ft
Gute Marken Online,Ecommerce,Germany,6,11.41,https://www.gute-marken.com/,ft
CHAI,Advertising,South Korea,270,28.95,https://www.artistchai.co.kr/,ft
Protea,Beauty,Japan,129,75.90,https://protea.co.jp/,ft
Ackama,Technology,New Zealand,45,3.65,https://www.ackama.com/,ft
Lizard Storm,Sales & Marketing,Singapore,6,1.57,http://lizardstorm.com/,ft
IBS (Inti Bangun Sejahtera),Telecoms,Indonesia,462,81.75,https://www.ibstower.com/,ft
Valor Real Estate Partners,Financial Services,UK,23,4.534.588,https://www.valorrep.com/,ft
Supermetrics,Technology,Finland,71,13.646.634,https://supermetrics.com,ft
Moluna,Retail,Germany,8,16.876.990,https://www.moluna.de,ft
Ares,Support Services,France,22,4.9,https://cabinet-ares.com,ft
New Wave Capital,Fintech,United Kingdom,73,44.39,https://www.capitalontap.com/en/,ft
Gushcloud Talent Agency,Sales & Marketing,Singapore,200,17.96,https://www.gushcloud.com/,ft
Boustead Singapore,Industrial Goods,Singapore,1.114,496.98,https://boustead.sg/,ft
WSE,Energy,Singapore,13,1.64,http://www.wse.sg/,ft
Yeo Plumber,Construction,Malaysia,26,3.42,https://yeoplumber.com.my/,ft
SMS,Support Services,Japan,2968,323.00,https://www.bm-sms.co.jp/en/,ft
VostroNet,Telecoms,Australia,15,2.38,https://www.vostronet.com/,ft
Anexiti,Technology,France,14,2.565.735,https://www.anexiti.com/,ft
GENIUS,Support Services,France,23,2.417.902,https://www.genius.paris/,ft
Computers Parts,Ecommerce,Italy,14,2.724.692,https://www.computersparts.it,ft
STRV,Technology,Czech Republic,135,5.6,https://www.strv.com,ft
My Portage,Support Services,France,73,4.92,https://www.my-portage.com/,ft
Born Stahlbau*,Construction,Germany,9,3.01,https://www.born-stahlbau.de/,ft
Supple,Advertising,Australia,47,4.85,https://supple.com.au/,ft
47 Holdings,Management Consulting,Japan,78,17.66,https://47co.jp/,ft
Nissou,Construction,Japan,45,25.56,https://reform-nisso.co.jp/,ft
Jubilant FoodWorks,Food & Beverage,India,31514,549.45,https://www.jubilantfoodworks.com/,ft
Century Pacific Food,Food & Beverage,Philippines,2855,854.04,https://centurypacific.com.ph/,ft
Tri Chemical Laboratories,Chemicals,Japan,167,75.99,http://www.trichemical.com/,ft
Instilla,Advertising,Italy,31,2.993.310,https://www.instilla.it/,ft
Herrles,Automobiles,Germany,43,7.430.450,https://www.herrles-industriemontagen.de,ft
Neuwagen24.de,Automobiles,Germany,7,18.3,https://www.neuwagen24.de,ft
tecRacer Consulting*,Technology,Germany,26,5.48,https://www.tecracer.de/,ft
Medical Net,Education,Italy,8,2.07,https://www.medical-net.it/,ft
SMTP2GO,Technology,New Zealand,30,2.87,https://www.smtp2go.com/,ft
MosChip,Technology,India,600,14.26,https://moschip.com/,ft
Kitanotatsujin Corporation,Chemicals,Japan,176,86.82,https://www.kitanotatsujin.com/,ft
Enviropacific,Construction,Australia,271,139.01,https://enviropacific.com.au/,ft
Milk Mantra,Food & Beverage,India,1200,32.21,https://www.milkmantra.com/,ft
Comture,Technology,Japan,1228,192.41,https://www.comture.com/en/,ft
FOOTDISTRICT,Ecommerce,Spain,60,14.942.262,https://footdistrict.com/,ft
SamyRoad,Advertising,Spain,69,12.213.158,https://samyroad.com,ft
Brausturm Bierverlag,Food & Beverage,Germany,8,1.9,https://www.brausturm.de,ft
Midstream Lighting,Technology,United Kingdom,8,5.70,http://www.midstreamlighting.com/,ft
Good one,Sales & Marketing,Lithuania,22,10.01,http://goodone.lt/,ft
Bluconnection,Chemicals,Singapore,9,31.02,https://www.bluconnection.com/,ft
Property Data Bank,Technology,Japan,68,20.29,https://www.propertydbk.com/,ft
Maveric Systems,Fintech,India,1.947,51.15,https://www.maveric-systems.com/,ft
Hunet,Education,South Korea,326,39.10,https://www.hunet.co.kr/,ft
QXY Resources,Construction,Singapore,109,28.30,http://www.qxyresources.com/,ft
GlobalSpace,Technology,India,59,3.68,https://www.globalspace.in/,ft
Spiideo,Technology,Sweden,36,4.799.358,https://www.spiideo.com/,ft
ContractPodAi,Technology,UK,118,4.875.622,https://contractpodai.com/,ft
Lending Works,Fintech,UK,42,8.710.875,https://www.lendingworks.co.uk,ft
Trencadis,Technology,Romania,40,6.4,https://www.trencadis.ro,ft
Lapelle,Industrial Goods,Italy,9,19.90,https://www.lapelleweb.it/,ft
iFAST Corporation,Fintech,Singapore,970,62.23,https://www.ifastcorp.com/,ft
Onkochishin,Travel & Leisure,Japan,125,1.26,https://okcs.co.jp/,ft
Neurocuticals,Technology,Japan,30,5.78,http://www.nci-md.com/,ft
GoBOLT,Transport,India,147,1.98,https://www.gobolt.in/,ft
Sigmaxyz,Management Consulting,Japan,524,147.10,https://www.sigmaxyz.com/,ft
WILLPLUS,Automobiles,Japan,487,322.34,https://www.willplus.co.jp/,ft
Tarhan Bauausführungen,Construction,Germany,15,1.851.000,https://www.tarhanbau.de/,ft
Matillion,Technology,UK,218,24.580.709,https://www.matillion.com/,ft
Fimarsud,Industrial Goods,Italy,9,2.851.238,https://www.fimarsud.it,ft
SFAM Group,Insurance,France,1300,240.0,https://www.sfam-group.eu,ft
Eesti Metsameister,Agricultural Commodities,Estonia,10,7.02,https://eestimetsameister.ee/,ft
Cookies Factory,Advertising,Italy,13,5.24,https://www.cookies.digital/,ft
EverEdge Global,Management Consulting,New Zealand,18,2.50,https://www.everedgeglobal.com/,ft
Activate Interactive,Technology,Singapore,107,8.42,https://www.activate.sg/,ft
