company_name,industry,sector,headquarters,file_name
Aveve,Consumer goods,Farming and fishing,Aalter,MalPatSaj_wikipedia
Aviapartner,Industrials,Delivery services,Brussels,MalPatSaj_wikipedia
Barco,Technology,Computer hardware,Kortrijk,MalPatSaj_wikipedia
Base,Industrials,Business support services,Brussels,MalPatSaj_wikipedia
Beaulieu International Group,Consumer goods,Clothing and accessories,Wielsbeke,MalPatSaj_wikipedia
Befimmo,Financials,Real estate holding and development,Brussels,MalPatSaj_wikipedia
Bekaert,Basic materials,Specialty chemicals,Kortrijk,MalPatSaj_wikipedia
Belgian Beer Café,Consumer services,Restaurants and bars,Leuven,MalPatSaj_wikipedia
Belgian Investment Company for Developing Countries,Financials,Specialty finance,Brussels,MalPatSaj_wikipedia
Bpost,Industrials,Delivery services,Brussels,MalPatSaj_wikipedia
Brussels Airlines,Consumer services,Airlines,Brussels,MalPatSaj_wikipedia
Brussels Regional Investment Company,Financials,Specialty finance,Brussels,MalPatSaj_wikipedia
Cockerill Sambre,Basic materials,Iron and steel,Seraing,MalPatSaj_wikipedia
Carmeuse,Basic materials,General mining,Louvain-la-Neuve,MalPatSaj_wikipedia
Cartamundi,Consumer goods,Toys,Turnhout,MalPatSaj_wikipedia
Cavalier Chocolate,Consumer goods,Food products,Eeklo,MalPatSaj_wikipedia
Claeys,Industrials,Commercial vehicles and trucks,Zedelgem,MalPatSaj_wikipedia
Cofinimmo,Financials,Real estate services,Brussels,MalPatSaj_wikipedia
Colruyt Group,Consumer services,Food retailers and wholesalers,Halle,MalPatSaj_wikipedia
Compagnie Maritime Belge,Industrials,Marine transportation,Antwerp,MalPatSaj_wikipedia
Confiserie Roodthooft,Consumer goods,Food products,Antwerp,MalPatSaj_wikipedia
Copiepresse,Consumer services,Publishing,Brussels,MalPatSaj_wikipedia
De Lijn,Consumer services,Travel and tourism,Mechelen,MalPatSaj_wikipedia
Deceuninck,Basic materials,Commodity chemicals,Hooglede,MalPatSaj_wikipedia
Delhaize Group,Consumer goods,Food products,Brussels,MalPatSaj_wikipedia
DEME,Industrials,Heavy construction,Zwijndrecht,MalPatSaj_wikipedia
D'Ieteren,Consumer services,Specialized consumer services,Brussels,MalPatSaj_wikipedia
DOMO Group,Consumer goods,Clothing and accessories,Ghent,MalPatSaj_wikipedia
Ecover,Consumer goods,Nondurable household products,Malle,MalPatSaj_wikipedia
Effortel,Financials,Financial services,Brussels,MalPatSaj_wikipedia
ETAP Lighting,Consumer goods,Building materials and fixtures,Malle,MalPatSaj_wikipedia
Eurogentec,Health care,Biotechnology,Seraing,MalPatSaj_wikipedia
EVS Broadcast Equipment,Technology,Telecommunications equipment,Liège,MalPatSaj_wikipedia
Ferranti Computer Systems,Technology,Computer hardware,Antwerp,MalPatSaj_wikipedia
Fluxys,Oil and gas,Exploration and production,Brussels,MalPatSaj_wikipedia
Forrest Group,Basic materials,General mining,Wavre,MalPatSaj_wikipedia
Gimv,Financials,Equity investment instruments,Brussels,MalPatSaj_wikipedia
Godiva Chocolatier,Consumer goods,Food products,Brussels,MalPatSaj_wikipedia
Group Joos,Consumer services,Publishing,Turnhout,MalPatSaj_wikipedia
Groupe Bruxelles Lambert,Industrials,Diversified industrials,Brussels,MalPatSaj_wikipedia
Guylian,Consumer goods,Food products,Sint-Niklaas,MalPatSaj_wikipedia
IMEC,Technology,Computer services,Leuven,MalPatSaj_wikipedia
Imperia Automobiles,Consumer goods,Automobiles,Liège,MalPatSaj_wikipedia
Innogenetics,Health care,Biotechnology,Ghent,MalPatSaj_wikipedia
Jan De Nul,Industrials,Building materials and fixtures,Aalst,MalPatSaj_wikipedia
Janssen Pharmaceutica,Health care,Pharmaceuticals,Beerse,MalPatSaj_wikipedia
Jonckheere,Industrials,Commercial vehicles and trucks,Roeselare,MalPatSaj_wikipedia
Katoen Natie,Industrials,Delivery services,Antwerp,MalPatSaj_wikipedia
KBC Bank,Financials,Banks,Brussels,MalPatSaj_wikipedia
Keytrade Bank,Financials,Investment services,Brussels,MalPatSaj_wikipedia
Kinepolis,Consumer services,Recreational services,Ghent,MalPatSaj_wikipedia
Larian Studios,Technology,Software,Ghent,MalPatSaj_wikipedia
Libeco-Lagae,Consumer goods,Clothing and accessories,Meulebeke,MalPatSaj_wikipedia
Louis Delhaize Group,Consumer services,Food retailers and wholesalers,Charleroi,MalPatSaj_wikipedia
Luciad NV,Technology,Computer services,Leuven,MalPatSaj_wikipedia
Materialise NV,Technology,Computer services,Leuven,MalPatSaj_wikipedia
Metallo-Chimique,Basic materials,Nonferrous metals,Beerse,MalPatSaj_wikipedia
Mutoh Europe nv,Consumer goods,Consumer electronics,Ostend,MalPatSaj_wikipedia
Namahn,Industrials,Business support services,Brussels,MalPatSaj_wikipedia
National Railway Company of Belgium,Consumer services,Rail transport,Brussels,MalPatSaj_wikipedia
Compagnie Nationale à Portefeuille (CNP),Industrials,Diversified industrials,Gerpinnes,MalPatSaj_wikipedia
Nyrstar,Basic materials,General mining,Balen,MalPatSaj_wikipedia
Option N.V.,Technology,Computer hardware,Leuven,MalPatSaj_wikipedia
Proost,Consumer services,Publishing,Turnhout,MalPatSaj_wikipedia
Proximus,Telecommunications,Mobile telecommunications,Brussels,MalPatSaj_wikipedia
Proximus Group,Telecommunications,Fixed line telecommunications,Brussels,MalPatSaj_wikipedia
Regional Investment Company of Wallonia,Financials,Investment services,Liège,MalPatSaj_wikipedia
Reynaers Aluminium,Basic materials,Aluminum,Duffel,MalPatSaj_wikipedia
RHJ International,Financials,Asset managers,Brussels,MalPatSaj_wikipedia
Ridley Bikes,Consumer goods,Recreational products,Paal,MalPatSaj_wikipedia
Saluc,Consumer goods,Recreational products,Péruwelz,MalPatSaj_wikipedia
Septentrio,Consumer goods,Consumer electronics,Leuven,MalPatSaj_wikipedia
Seyntex,Consumer goods,Clothing and accessories,Oostrozebeke,MalPatSaj_wikipedia
Skytech,Industrials,Aerospace,Brussels,MalPatSaj_wikipedia
Sofina,Financials,Equity investment instruments,Brussels,MalPatSaj_wikipedia
Solvay S.A.,Basic materials,Specialty chemicals,Brussels,MalPatSaj_wikipedia
Soudal,Basic materials,Specialty chemicals,Turnhout,MalPatSaj_wikipedia
Sugar refinery of Tienen,Consumer goods,Food products,Tienen,MalPatSaj_wikipedia
Telenet,Telecommunications,Fixed line telecommunications,Mechelen,MalPatSaj_wikipedia
Teleroute,Industrials,Delivery services,Brussels,MalPatSaj_wikipedia
Thermote & Vanhalst,Industrials,Commercial vehicles and trucks,Waregem,MalPatSaj_wikipedia
Thomas Cook Airlines Belgium,Consumer services,Airlines,Zaventem,MalPatSaj_wikipedia
Tibotec,Health care,Pharmaceuticals,Mechelen,MalPatSaj_wikipedia
TiGenix,Health care,Biotechnology,Leuven,MalPatSaj_wikipedia
Tractebel,Industrials,Business support services,Brussels,MalPatSaj_wikipedia
Truvo,Industrials,Business support services,Antwerp,MalPatSaj_wikipedia
TUIfly Belgium,Consumer services,Airlines,Zaventem,MalPatSaj_wikipedia
UCB,Health care,Pharmaceuticals,Brussels,MalPatSaj_wikipedia
UMedia,Consumer services,Broadcasting and entertainment,Brussels,MalPatSaj_wikipedia
Umicore,Basic materials,General mining,Brussels,MalPatSaj_wikipedia
Unibind,Industrials,Containers and packaging,Brussels,MalPatSaj_wikipedia
Union Minière du Haut Katanga,Basic materials,General mining,Brussels,MalPatSaj_wikipedia
Van Genechten Packaging,Industrials,Containers and packaging,Turnhout,MalPatSaj_wikipedia
Van Hool,Industrials,Commercial vehicles and trucks,Koningshooikt,MalPatSaj_wikipedia
Vanbreda International,Financials,Life insurance,Antwerp,MalPatSaj_wikipedia
Vanparys,Consumer goods,Food products,Brussels,MalPatSaj_wikipedia
Velleman,Industrials,Electronic equipment,Gavere,MalPatSaj_wikipedia
Vinçotte,Industrials,Business support services,Brussels,MalPatSaj_wikipedia
VLM Airlines,Consumer services,Airlines,Antwerp,MalPatSaj_wikipedia
Volvo Car Gent,Consumer goods,Automobiles,Ghent,MalPatSaj_wikipedia
Walloon SME finance and guarantee company,Financials,Specialty finance,Liège,MalPatSaj_wikipedia
Zetes,Technology,Technology hardware,Brussels,MalPatSaj_wikipedia
Air VIA,Consumer services,Airlines,Sofia,MalPatSaj_wikipedia
Ariana Brewery,Consumer goods,Brewers,Sofia,MalPatSaj_wikipedia
Armimex,Industrials,Defense,Sofia,MalPatSaj_wikipedia
Arsenal AD,Industrials,Defense,Kazanlak,MalPatSaj_wikipedia
Asarel Medet,Basic materials,Nonferrous metals,Panagyurishte,MalPatSaj_wikipedia
Astika Brewery,Consumer goods,Brewers,Pazardzhik,MalPatSaj_wikipedia
Aukro.bg,Consumer services,Broadline retailers,Sofia,MalPatSaj_wikipedia
Balkanstroy,Industrials,Construction & materials,Sofia,MalPatSaj_wikipedia
Balkantourist,Consumer services,Travel & tourism,Sofia,MalPatSaj_wikipedia
Balkanton,Consumer services,Record label,Sofia,MalPatSaj_wikipedia
BH Air,Consumer services,Airlines,Sofia,MalPatSaj_wikipedia
Black Sea Studios,Technology,Software,Sofia,MalPatSaj_wikipedia
Blizoo,Telecommunications,Fixed line telecommunications,Sofia,MalPatSaj_wikipedia
Bulgaria Air,Consumer services,Airlines,Sofia,MalPatSaj_wikipedia
Bulgarian Agricultural and Commercial Bank,Financials,Banks,Sofia,MalPatSaj_wikipedia
Bulgarian Air Charter,Consumer services,Airlines,Sofia,MalPatSaj_wikipedia
Bulgarian Development Bank,Financials,Banks,Sofia,MalPatSaj_wikipedia
Bulgarian Energy Holding,Oil & gas,Exploration & production,Sofia,MalPatSaj_wikipedia
Bulgarian National Bank,Financials,Banks,Sofia,MalPatSaj_wikipedia
Bulgarian Postbank,Financials,Banks,Sofia,MalPatSaj_wikipedia
Bulgarian Posts,Industrials,Delivery services,Sofia,MalPatSaj_wikipedia
Bulgarian State Railways,Industrials,Railroads,Sofia,MalPatSaj_wikipedia
Bulgartabac,Consumer goods,Tobacco,Sofia,MalPatSaj_wikipedia
Cargoair,Industrials,Delivery services,Sofia,MalPatSaj_wikipedia
Central Cooperative Bank,Financials,Banks,Sofia,MalPatSaj_wikipedia
Chimimport,Conglomerates,-,Sofia,MalPatSaj_wikipedia
Corecom,Consumer services,Specialty retailers,Sofia,MalPatSaj_wikipedia
Cumerio Med,Basic materials,Nonferrous metals,Pirdop,MalPatSaj_wikipedia
Diema,Consumer services,Broadcasting & entertainment,Sofia,MalPatSaj_wikipedia
DSK Bank,Financials,Banks,Sofia,MalPatSaj_wikipedia
DZI,Financials,Full line insurance,Sofia,MalPatSaj_wikipedia
Economedia,Consumer services,Publishing,Sofia[1],MalPatSaj_wikipedia
Egmont Bulgaria,Consumer services,Publishing,Sofia,MalPatSaj_wikipedia
Era,Consumer services,Publishing,Sofia,MalPatSaj_wikipedia
Eurofootball,Consumer services,Gambling,Sofia,MalPatSaj_wikipedia
Fantastico,Consumer services,Food retailers & wholesalers,Sofia,MalPatSaj_wikipedia
First Investment Bank,Financials,Banks,Sofia,MalPatSaj_wikipedia
Girdap,Financials,Banks,Ruse,MalPatSaj_wikipedia
Haemimont Games,Technology,Software,Sofia,MalPatSaj_wikipedia
Heli Air Services,Consumer services,Airlines,Sofia,MalPatSaj_wikipedia
Hotel Rodina,Consumer services,Hotels,Sofia,MalPatSaj_wikipedia
HVB Bank Biochim,Financials,Banks,Sofia,MalPatSaj_wikipedia
Kamenitza,Consumer goods,Brewers,Plovdiv,MalPatSaj_wikipedia
Karlsberg Bulgaria AD,Consumer goods,Brewers,Shumen,MalPatSaj_wikipedia
Kino Nova,Consumer services,Broadcasting & entertainment,Sofia,MalPatSaj_wikipedia
Kintex,Industrials,Defense,Sofia,MalPatSaj_wikipedia
Kremikovtzi AD,Basic materials,Iron & steel,Sofia,MalPatSaj_wikipedia
M3 Communications Group. Inc,Consumer services,Broadcasting & entertainment,Sofia,MalPatSaj_wikipedia
Maxeurope,Consumer goods,Recreational products,Plovdiv,MalPatSaj_wikipedia
Mtel (Mobiltel),Telecommunications,Mobile telecommunications,Sofia,MalPatSaj_wikipedia
Multigroup,Conglomerates,-,Sofia,MalPatSaj_wikipedia
Navibulgar,Industrials,Marine transportation,Varna,MalPatSaj_wikipedia
LUKOIL Neftochim Burgas,Oil & gas,Exploration & production,Burgas,MalPatSaj_wikipedia
NEK EAD,Utilities,Conventional electricity,Sofia,MalPatSaj_wikipedia
Neterra,Telecommunications,Fixed line telecommunications,Sofia,MalPatSaj_wikipedia
Nimero,Technology,Software,Sofia,MalPatSaj_wikipedia
Ontotext,Technology,Software,Sofia,MalPatSaj_wikipedia
Overgas,Oil & gas,Pipelines,Sofia,MalPatSaj_wikipedia
Petrol AD,Oil & gas,Pipelines,Sofia,MalPatSaj_wikipedia
Pirinsko Pivo,Consumer goods,Brewers,Blagoevgrad,MalPatSaj_wikipedia
Prista Oil,Basic materials,Specialty chemicals,Ruse,MalPatSaj_wikipedia
Prosveta Publishing House,Consumer services,Publishing,Sofia,MalPatSaj_wikipedia
Raiffeisen Bulgaria,Financials,Banks,Sofia,MalPatSaj_wikipedia
Sucreries Raffineries Bulgares,Consumer goods,Food products,Sofia,MalPatSaj_wikipedia
Technomarket,Consumer services,Consumer electronics,Sofia[4],MalPatSaj_wikipedia
Telenor Bulgaria,Telecommunications,Mobile telecommunications,Sofia,MalPatSaj_wikipedia
TEREM,Industrials,Defense,Sofia,MalPatSaj_wikipedia
Texim Bank,Financials,Banks,Sofia,MalPatSaj_wikipedia
UniCredit Bulbank,Financials,Banks,Sofia,MalPatSaj_wikipedia
Unionbank,Financials,Banks,Sofia,MalPatSaj_wikipedia
United Bulgarian Bank,Financials,Banks,Sofia,MalPatSaj_wikipedia
Varna shipyard,Industrials,Shipbuilding,Varna,MalPatSaj_wikipedia
Vitta Foods,Consumer goods,Food products,Svilengrad,MalPatSaj_wikipedia
Vivacom,Telecommunications,Fixed line telecommunications,Sofia,MalPatSaj_wikipedia
VRZ Karlovo,Industrials,Commercial vehicles & trucks,Karlovo,MalPatSaj_wikipedia
3. Maj,Industrials,Commercial vehicles & trucks,Rijeka,MalPatSaj_wikipedia
3LHD,Industrials,Business support services,Zagreb,MalPatSaj_wikipedia
A1 Hrvatska,Telecommunications,Mobile telecommunications,Zagreb,MalPatSaj_wikipedia
LNG Hrvatska,Oil & gas,Exploration & production,Omišalj,MalPatSaj_wikipedia
Adriatic Croatia International Club,Consumer services,Travel & tourism,Opatija,MalPatSaj_wikipedia
Adris Grupa,Consumer goods,Tobacco,Rovinj,MalPatSaj_wikipedia
Agrokor,Consumer goods,Food products,Zagreb,MalPatSaj_wikipedia
Aquarius Records,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Atlantic Grupa,Consumer goods,Food products,Zagreb,MalPatSaj_wikipedia
Atlantska plovidba,Industrials,Marine transportation,Dubrovnik,MalPatSaj_wikipedia
Badel 1862,Consumer goods,Distillers & vintners,Zagreb,MalPatSaj_wikipedia
BioGnost,Health care,Pharmaceuticals,Zagreb,MalPatSaj_wikipedia
Blue Line International,Industrials,Marine transportation,Split,MalPatSaj_wikipedia
Bonbon,Telecommunications,Mobile telecommunications,Zagreb,MalPatSaj_wikipedia
Brodosplit,Industrials,Commercial vehicles & trucks,Split,MalPatSaj_wikipedia
Čakovečki mlinovi,Consumer goods,Food products,Čakovec,MalPatSaj_wikipedia
Carlsberg Croatia,Consumer goods,Brewers,Koprivnica,MalPatSaj_wikipedia
Cedevita,Consumer goods,Soft drinks,Zagreb,MalPatSaj_wikipedia
Croatia Airlines,Consumer services,Airlines,Zagreb,MalPatSaj_wikipedia
Croatia Film,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Croatia osiguranje,Financials,Full line insurance,Zagreb,MalPatSaj_wikipedia
Croatia Records,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Croatian National Bank,Financials,Banks,Zagreb,MalPatSaj_wikipedia
Croatian Radiotelevision,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Croatian Railways,Industrials,Railroads,Zagreb,MalPatSaj_wikipedia
Croteam,Technology,Software,Zagreb,MalPatSaj_wikipedia
Crotram,Industrials,Commercial vehicles & trucks,Zagreb,MalPatSaj_wikipedia
Dalekovod,Industrials,Electrical components & equipment,Zagreb,MalPatSaj_wikipedia
Dallas Records,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Digitron,Industrials,Electronic equipment,Buje,MalPatSaj_wikipedia
DOK-ING,Industrials,Diversified industrials,Zagreb,MalPatSaj_wikipedia
Ðuro Ðaković,Industrials,Diversified industrials,Slavonski Brod,MalPatSaj_wikipedia
Ericsson Nikola Tesla,Telecommunications,Mobile telecommunications,Zagreb,MalPatSaj_wikipedia
European Coastal Airlines,Consumer services,Airlines,Split,MalPatSaj_wikipedia
Fortenova Group,Consumer goods,Food products,Zagreb,MalPatSaj_wikipedia
Franck,Consumer goods,Soft drinks,Zagreb,MalPatSaj_wikipedia
Geofoto,Technology,Software,Zagreb,MalPatSaj_wikipedia
Hanza Media,Consumer services,Publishing,Zagreb,MalPatSaj_wikipedia
Hit Records,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Hönigsberg & Deutsch,Industrials,Business support services,Zagreb,MalPatSaj_wikipedia
Hrvatska elektroprivreda,Utilities,Conventional electricity,Zagreb,MalPatSaj_wikipedia
Hrvatska pošta,Industrials,Delivery services,Zagreb,MalPatSaj_wikipedia
Hrvatska poštanska banka,Financials,Banks,Zagreb,MalPatSaj_wikipedia
Hrvatske autoceste,Industrials,Transportation services,Zagreb,MalPatSaj_wikipedia
Hrvatski Telekom,Telecommunications,Fixed line telecommunications,Zagreb,MalPatSaj_wikipedia
HS Produkt,Industrials,Defense,Ozalj,MalPatSaj_wikipedia
IN2,Technology,Software,Zagreb,MalPatSaj_wikipedia
INA,Oil & gas,Exploration & production,Zagreb,MalPatSaj_wikipedia
Infobip,Technology,Software,Vodnjan,MalPatSaj_wikipedia
INGRA,Industrials,Heavy construction,Zagreb,MalPatSaj_wikipedia
Institut IGH,Industrials,Heavy construction,Zagreb,MalPatSaj_wikipedia
Iskon Internet,Technology,Internet,Zagreb,MalPatSaj_wikipedia
Jadran Film,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Jadranski naftovod,Oil & gas,Pipelines,Zagreb,MalPatSaj_wikipedia
Jadrolinija,Industrials,Marine transportation,Rijeka,MalPatSaj_wikipedia
Jamnica,Consumer goods,Soft drinks,Zagreb,MalPatSaj_wikipedia
Jugoton,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Karlovačka pivovara,Consumer goods,Brewers,Karlovac,MalPatSaj_wikipedia
Kandit,Consumer goods,Food products,Osijek,MalPatSaj_wikipedia
Koestlin,Consumer goods,Food products,Bjelovar,MalPatSaj_wikipedia
KONČAR Group,Industrials,Electronic equipment,Zagreb,MalPatSaj_wikipedia
Konstruktor-Split,Industrials,Heavy construction,Split,MalPatSaj_wikipedia
Konzum,Consumer services,Food retailers & wholesalers,Zagreb,MalPatSaj_wikipedia
Kraljevica Shipyard,Industrials,Commercial vehicles & trucks,Kraljevica,MalPatSaj_wikipedia
Kraš,Consumer goods,Food products,Zagreb,MalPatSaj_wikipedia
Ledo,Consumer goods,Food products,Zagreb,MalPatSaj_wikipedia
Luka Ploče,Industrials,Transportation services,Ploče,MalPatSaj_wikipedia
Matica hrvatska,Consumer services,Publishing,Zagreb,MalPatSaj_wikipedia
Menart Records,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Narodni trgovački lanac,Consumer services,Broadline retailers,Zagreb,MalPatSaj_wikipedia
Odašiljači i veze,Technology,Internet,Zagreb,MalPatSaj_wikipedia
Petrokemija,Basic materials,Commodity chemicals,Kutina,MalPatSaj_wikipedia
Pivovara Ličanka,Consumer goods,Brewers,Gospić,MalPatSaj_wikipedia
Plinacro,Utilities,Gas distribution,Zagreb,MalPatSaj_wikipedia
Pliva,Health care,Pharmaceuticals,Zagreb,MalPatSaj_wikipedia
Plovput,Industrials,Transportation services,Split,MalPatSaj_wikipedia
Podravka,Consumer goods,Food products,Koprivnica,MalPatSaj_wikipedia
Primorska banka,Financials,Banks,Rijeka,MalPatSaj_wikipedia
Privredna banka Zagreb,Financials,Banks,Zagreb,MalPatSaj_wikipedia
Rimac Automobili,Consumer goods,Automobiles,Sveta Nedelja,MalPatSaj_wikipedia
RIZ,Industrials,Electronic equipment,Zagreb,MalPatSaj_wikipedia
Školska knjiga,Consumer services,Publishing,Zagreb,MalPatSaj_wikipedia
Sljeme,Consumer goods,Durable household products,Zagreb,MalPatSaj_wikipedia
Splitska banka,Financials,Banks,Split,MalPatSaj_wikipedia
Suzy,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Tehnika,Industrials,Business support services,Zagreb,MalPatSaj_wikipedia
Tomato,Telecommunications,Mobile telecommunications,Zagreb,MalPatSaj_wikipedia
TOZ Penkala,Consumer goods,Nondurable household products,Zagreb,MalPatSaj_wikipedia
Trade Air,Consumer services,Airlines,Zagreb,MalPatSaj_wikipedia
TŽV Gredelj,Industrials,Commercial vehicles & trucks,Zagreb,MalPatSaj_wikipedia
Uljanik,Industrials,Commercial vehicles & trucks,Pula,MalPatSaj_wikipedia
V.B.Z.,Consumer services,Publishing,Zagreb,MalPatSaj_wikipedia
Viadukt,Industrials,Transportation services,Zagreb,MalPatSaj_wikipedia
Viktor Lenac Shipyard,Industrials,Commercial vehicles & trucks,Rijeka,MalPatSaj_wikipedia
Vindija,Consumer goods,Food products,Varaždin,MalPatSaj_wikipedia
Viro,Consumer goods,Food products,Virovitica,MalPatSaj_wikipedia
Zagreb Film,Consumer services,Broadcasting & entertainment,Zagreb,MalPatSaj_wikipedia
Zagreb Stock Exchange,Financials,Financial services,Zagreb,MalPatSaj_wikipedia
Zagrebačka banka,Financials,Banks,Zagreb,MalPatSaj_wikipedia
Zagrebačka pivovara,Consumer goods,Brewers,Zagreb,MalPatSaj_wikipedia
Zagrebački električni tramvaj,Industrials,Transportation services,Zagreb,MalPatSaj_wikipedia
AC Omonia,Consumer services,Sports,Nicosia,MalPatSaj_wikipedia
AEK Larnaca FC,Consumer services,Sports,Larnaca,MalPatSaj_wikipedia
AEL F.C.,Consumer services,Sports,Limassol,MalPatSaj_wikipedia
Allbiz,Industrials,Business support services,Nicosia[8],MalPatSaj_wikipedia
Anorthosis F.C.,Consumer services,Sports,Larnaca,MalPatSaj_wikipedia
APOEL B.C.,Consumer services,Sports,Nicosia,MalPatSaj_wikipedia
APOEL FC,Consumer services,Sports,Nicosia,MalPatSaj_wikipedia
APOEL V.C.,Consumer services,Sports,Nicosia,MalPatSaj_wikipedia
Apollon Limassol,Consumer services,Sports,Limassol,MalPatSaj_wikipedia
Armida Publications,Consumer services,Publishing,Nicosia,MalPatSaj_wikipedia
ASBIS,Technology,Computer hardware,Limassol,MalPatSaj_wikipedia
Austrian Lloyd Ship Management,Industrials,Marine transportation,Limassol,MalPatSaj_wikipedia
Bank of Cyprus,Financials,Banks,Nicosia,MalPatSaj_wikipedia
Celestyal Cruises,Consumer services,Travel & tourism,Limassol,MalPatSaj_wikipedia
Central Bank of Cyprus,Financials,Banks,Nicosia,MalPatSaj_wikipedia
Charlie Airlines,Consumer services,Travel & Leisure,Larnaca,MalPatSaj_wikipedia
Cyprus Broadcasting Corporation,Consumer services,Broadcasting,Nicosia,MalPatSaj_wikipedia
Cyprus Civil Aviation Authority,Consumer services,Air traffic management,Nicosia,MalPatSaj_wikipedia
Cyprus College,Consumer services,Education,Nicosia,MalPatSaj_wikipedia
Cyprus College of Art,Consumer services,Education,Paphos,MalPatSaj_wikipedia
Cyprus Development Bank,Financials,Banks,Nicosia,MalPatSaj_wikipedia
Cyprus Institute of Marketing,Consumer services,Education,Nicosia,MalPatSaj_wikipedia
Cyprus Int. Instit. for Environ. & Public Health,Technology,Research,Limassol,MalPatSaj_wikipedia
Cyprus Internet Exchange,Telecommunications,Fixed line telecom,Nicosia,MalPatSaj_wikipedia
Cyprus Mail,Consumer services,Publishing,Nicosia,MalPatSaj_wikipedia
Cyprus Mines Corporation,Basic materials,General mining,Nicosia,MalPatSaj_wikipedia
Cyprus Neuroscience and Technology Institute,Technology,Research,Nicosia,MalPatSaj_wikipedia
Cyprus News Agency,Consumer services,Media,Nicosia,MalPatSaj_wikipedia
Cyprus Ports Authority,Consumer services,Ship traffic management,Nicosia,MalPatSaj_wikipedia
Cyprus Postal Services,Industrials,Delivery services,Nicosia,MalPatSaj_wikipedia
Cyprus State Fairs Authority,Consumer services,General retailers,Nicosia,MalPatSaj_wikipedia
Cyprus Stock Exchange,Financials,Investment services,Nicosia,MalPatSaj_wikipedia
Cyprus University of Technology,Consumer services,Education,Limassol,MalPatSaj_wikipedia
Cyprus Weekly,Consumer services,Publishing,Nicosia,MalPatSaj_wikipedia
CYTA,Telecommunications,Fixed line telecom,Nicosia,MalPatSaj_wikipedia
Doxa Katokopias FC,Consumer services,Sports,Peristerona,MalPatSaj_wikipedia
Electricity Authority of Cyprus,Utilities,Conventional electricity,Nicosia,MalPatSaj_wikipedia
Elias Neocleous & Co LLC,Consumer services,Legal,Limassol,MalPatSaj_wikipedia
EuroAfrica Interconnector,Utilities,Electricity,Nicosia,MalPatSaj_wikipedia
EuroAsia Interconnector,Utilities,Electricity,Nicosia,MalPatSaj_wikipedia
European University Cyprus,Consumer services,Education,Nicosia,MalPatSaj_wikipedia
Financial Mirror,Consumer services,Publishing,Nicosia,MalPatSaj_wikipedia
Frederick University,Consumer services,Education,Limassol,MalPatSaj_wikipedia
Joannou & Paraskevaides,Industrials,Heavy construction,Guernsey,MalPatSaj_wikipedia
Health Insurance Organisation,Financials,Full line insurance,Nicosia,MalPatSaj_wikipedia
Hellenic Bank,Financials,Banks,Nicosia,MalPatSaj_wikipedia
Imperio Properties,Financials,Real estate development,Limassol,MalPatSaj_wikipedia
IronFX,Financials,Investment services,Limassol,MalPatSaj_wikipedia
KEO,Consumer goods,Soft drinks,Limassol,MalPatSaj_wikipedia
Larnaca International Airport,Consumer services,Travel & leisure,Larnaca,MalPatSaj_wikipedia
Leon Beer,Consumer goods,Brewers,Nicosia,MalPatSaj_wikipedia
Leptos Estates,Financials,Real estate development,Paphos,MalPatSaj_wikipedia
Lois Builders,Industrials,Heavy construction,Nicosia,MalPatSaj_wikipedia
Medochemie,Health care,Pharmaceuticals,Limassol,MalPatSaj_wikipedia
METRO Foods Trading,Consumer services,Food retailers & wholesalers,Nicosia,MalPatSaj_wikipedia
Moufflon Publications,Consumer services,Publishing,Nicosia,MalPatSaj_wikipedia
Neapolis University Paphos,Consumer services,Education,Paphos,MalPatSaj_wikipedia
NOVA Cyprus,Consumer services,Media,Nicosia,MalPatSaj_wikipedia
Omega TV Cyprus,Consumer services,Media,Nicosia,MalPatSaj_wikipedia
Open University of Cyprus,Consumer services,Education,Nicosia,MalPatSaj_wikipedia
Pafos FC,Consumer services,Sports,Pafos,MalPatSaj_wikipedia
Paphos General Hospital,Consumer services,Health,Paphos,MalPatSaj_wikipedia
Paphos International Airport,Consumer services,Travel & leisure,Paphos,MalPatSaj_wikipedia
Petrolina,Oil & gas,Exploration & production,Larnaca,MalPatSaj_wikipedia
Pevex Management,Financials,Investment services,Nicosia,MalPatSaj_wikipedia
Port of Limassol,Industrials,Industrial transportation,Limassol,MalPatSaj_wikipedia
PrimeTel PLC,Telecommunications,Fixed line telecom,Nicosia,MalPatSaj_wikipedia
RCB Bank,Financials,Banks,Limassol,MalPatSaj_wikipedia
Rusal,Basic materials,Industrial metals & mining,Nicosia,MalPatSaj_wikipedia
