company_name,company_industry,company_legal_form,file_name
Tata CLiQ,Internet,Private,AmbitionBox
SIAC SKH India Cabs Manufacturing,Industrial Machinery,,AmbitionBox
Oswal Castings,Metals & Mining,Private,AmbitionBox
Aster Cmi Hospital,Healthcare,Public,AmbitionBox
Star Agriwarehousing and Collateral Management,Agriculture,Public,AmbitionBox
Maxinfra,Real Estate,Private,AmbitionBox
Wika Instruments India,Industrial Machinery,,AmbitionBox
Tata Boeing Aerospace,Defence & Aerospace,Private,AmbitionBox
LOTS Wholesale Solutions,Food Processing,,AmbitionBox
Hombale Constructions and Estates,Engineering & Construction,,AmbitionBox
TVS Upasana Engineering,Automobile,Public,AmbitionBox
Reliance BP Mobility,Oil & Gas,,AmbitionBox
Fragma Data Systems,IT Services & Consulting,LLP,AmbitionBox
Physicswallah,EdTech,Private,AmbitionBox
WovVTech,Software Product,Private,AmbitionBox
INDIA TODAY GROUP,Media & Entertainment,Private,AmbitionBox
Stedman Pharmaceuticals,Pharma,Private,AmbitionBox
IIT Delhi,Education & Training,,AmbitionBox
Covestro,Chemicals / Agri Inputs,,AmbitionBox
Bharat Broadband Network,Telecom,Private,AmbitionBox
Sigma Supply Chain Solutions,Logistics,Private,AmbitionBox
Dunkin' Donuts,Hospitality,,AmbitionBox
SasMos HET Technologies,Electrical Equipment,Public,AmbitionBox
Enercon,Power,Private,AmbitionBox
BookMyShow,Internet,Private,AmbitionBox
DESIGNCO,Import & Export,Private,AmbitionBox
Cape East,Industrial Machinery,,AmbitionBox
Global Opportunities,EdTech,Private,AmbitionBox
Citrus Hotels,Hospitality,Private,AmbitionBox
Weavetex Overseas,Fashion & Textile,Private,AmbitionBox
Plintron Global Technology Solutions,Telecom,Private,AmbitionBox
ToXSL Technologies,IT Services & Consulting,Private,AmbitionBox
In2IT Technologies,IT Services & Consulting,Private,AmbitionBox
AVASOFT,Software Product,Private,AmbitionBox
Multiplier Brand Solutions,Pharma,Private,AmbitionBox
Aligarh Muslim University,Education & Training,Private,AmbitionBox
doodleblue innovation,IT Services & Consulting,Private,AmbitionBox
Emami Frank Ross,Retail,Public,AmbitionBox
Sakura Autoparts,Automobile,Private,AmbitionBox
Hospet Steels,Iron & Steel,Private,AmbitionBox
Total Environment Building Systems,Real Estate,Private,AmbitionBox
Edureka!,EdTech,Private,AmbitionBox
Creative Garments,Fashion & Textile,Private,AmbitionBox
Protiviti,Management Consulting,Private,AmbitionBox
Vamani Overseas,Furniture & Furnishing,Private,AmbitionBox
Sony Pictures Networks Distribution India Pvt.ltd,Media & Entertainment,,AmbitionBox
Eagle Infra,Engineering & Construction,,AmbitionBox
Barco Electronic Systems,Consumer Electronics & Appliances,Private,AmbitionBox
Indian Acrylics,Chemicals,Public,AmbitionBox
Viveks,Retail,Private,AmbitionBox
Clearpack,Industrial Machinery,Private,AmbitionBox
Shore Infotech India,IT Services & Consulting,Private,AmbitionBox
Flowmore,Industrial Machinery,Private,AmbitionBox
India Infoline Housing Finance,NBFC,Public,AmbitionBox
J G Hosiery,Fashion & Textile,Private,AmbitionBox
Renom Energy Services,Oil & Gas,,AmbitionBox
Nv Group,Beverage,Private,AmbitionBox
EPIQ Systems,IT Services & Consulting,Private,AmbitionBox
Dream India Schools,Education & Training,Private,AmbitionBox
Deloitte Support Services Block A,,,AmbitionBox
Turtle,Fashion & Textile,,AmbitionBox
Uniqlo,Retail,,AmbitionBox
Mfine,Internet,Private,AmbitionBox
Sandvik Mining and Rock Technology,Industrial Machinery,,AmbitionBox
Redington Gulf,IT Services & Consulting,,AmbitionBox
Institute of Chemical Technology,Chemicals / Agri Inputs,Private,AmbitionBox
Board Infinity,EdTech,Private,AmbitionBox
ETV Bharat,Broadcasting,,AmbitionBox
Archies,Retail,Public,AmbitionBox
Zucol Group,IT Services & Consulting,Private,AmbitionBox
Sagitec Solutions,IT Services & Consulting,,AmbitionBox
VIS Networks,Telecom,Private,AmbitionBox
Dhandhania Infotech,IT Services & Consulting,Private,AmbitionBox
Shemaroo Entertainment,Media & Entertainment,Public,AmbitionBox
Jaipur National University,Education & Training,Private,AmbitionBox
Sika,Chemicals,Public,AmbitionBox
Sphinx Worldbiz,IT Services & Consulting,Private,AmbitionBox
Khaitan Electricals,Food Processing,Public,AmbitionBox
Automation Anywhere,Internet,Private,AmbitionBox
Sun Technologies,IT Services & Consulting,Private,AmbitionBox
DS-MAX Properties,Real Estate,Private,AmbitionBox
iSource,Recruitment,Private,AmbitionBox
Architect Hafeez Contractor,Architecture & Interior Design,Private,AmbitionBox
Bygging India,Engineering & Construction,Public,AmbitionBox
Object Frontier Software,IT Services & Consulting,Private,AmbitionBox
Radiant Export,Fashion & Textile,Private,AmbitionBox
Intercraft Trading,Beauty & Personal Care,,AmbitionBox
Ganesh Grains,FMCG,Public,AmbitionBox
Coslight India Telecom,Telecom,Private,AmbitionBox
Apothecon Pharmaceuticals,Pharma,Private,AmbitionBox
Schreiber Dynamix Dairies,Electronics Manufacturing,Public,AmbitionBox
BDO,Accounting & Auditing,Public,AmbitionBox
Hyperquality,BPO,Private,AmbitionBox
Annet Technologies,Software Product,Private,AmbitionBox
Parsvnath Developers,Real Estate,Public,AmbitionBox
SBL,IT Services & Consulting,Private,AmbitionBox
Japfa Comfeed,Agriculture,Public,AmbitionBox
Videocon Telecommunications,Telecom,Private,AmbitionBox
Lycatel BPO,BPO,Private,AmbitionBox
Texila Educational And Management Services,Education & Training,Private,AmbitionBox
Enova Facilities Management LLC,Facility Management Services,Private,AmbitionBox
Exusia,IT Services & Consulting,Private,AmbitionBox
Mahindra Sanyo Special Steel,Iron & Steel,Private,AmbitionBox
ChicMic,Gaming,Private,AmbitionBox
International Flavors & Fragrances,Chemicals,Private,AmbitionBox
Arabian Bemco Contracting Co,Engineering & Construction,,AmbitionBox
Creamy foods,Food Processing,Public,AmbitionBox
Allana Group of Companies,Food Processing,Private,AmbitionBox
Three D Integrated Solutions Ltd,Aviation,Private,AmbitionBox
Air India Engineering Services,Industrial Machinery,Public,AmbitionBox
Scc Infrastructure,Engineering & Construction,Private,AmbitionBox
Toto India Industries,Building Material,Private,AmbitionBox
Pure & Cure Healthcare,Pharma,,AmbitionBox
Reliance Naval and Engineering,Ports & Shipping,Private,AmbitionBox
Kayjay Forging,Auto Components,Private,AmbitionBox
Desai Construction,Engineering & Construction,Private,AmbitionBox
Cotecna Inspection India,Other,Private,AmbitionBox
Qualsquad Infotech,IT Services & Consulting,Private,AmbitionBox
Lakshmi Life Sciences,Defence & Aerospace,Public,AmbitionBox
Aurobindo Realty & Infrastructure,Real Estate,Private,AmbitionBox
Bridgei2i Analytics Solutions,IT Services & Consulting,Private,AmbitionBox
Chennais Amirta International Institute of Hotel Management,Education & Training,Private,AmbitionBox
Lulu International Shopping Mall,Real Estate,Private,AmbitionBox
BG Distributors,FMCG,Private,AmbitionBox
Xylem Resource Management,Recruitment,Private,AmbitionBox
Automotive Axles,Auto Components,Public,AmbitionBox
Pontika Aerotech,Clinical Research,Public,AmbitionBox
Prism Cement - Prism Johnson,Building Material,,AmbitionBox
Prism Cement - Prism Johnson,Building Material,,AmbitionBox
ACS Solution,IT Services & Consulting,,AmbitionBox
Easypolicy.com,Insurance,Private,AmbitionBox
British Paints,Chemicals,Private,AmbitionBox
Inteva Products,Auto Components,Private,AmbitionBox
Siemens PLM Software,Industrial Automation,Private,AmbitionBox
Algoworks Technologies,IT Services & Consulting,Private,AmbitionBox
Corporation Bank,Banking,Public,AmbitionBox
Netcore Solutions,IT Services & Consulting,Private,AmbitionBox
Ace Creative Learning,Design,Private,AmbitionBox
Koenig Solutions,Education & Training,Private,AmbitionBox
O P Jindal Global University,Education & Training,Private,AmbitionBox
PerkinElmer,Pharma,Private,AmbitionBox
Marsh,Management Consulting,Private,AmbitionBox
i-Source Infosystems,IT Services & Consulting,Private,AmbitionBox
Entercoms,Management Consulting,Private,AmbitionBox
Shri Mahant Indiresh Hospital,Healthcare,Private,AmbitionBox
HWASHIN Automotive,Auto Components,Private,AmbitionBox
Focus Softnet,Software Product,Private,AmbitionBox
Sargam Electronics,Retail,Private,AmbitionBox
Coastal Marine Construction & Engineering,Engineering & Construction,Private,AmbitionBox
AltezzaSys,Financial Services,Private,AmbitionBox
EGIS,Power,Private,AmbitionBox
Laxmi Remote India,Pharma,Private,AmbitionBox
Advids.co,Marketing & Advertising,Private,AmbitionBox
Nucon Aerospace,Defence & Aerospace,Private,AmbitionBox
Mogli labs,Other,Private,AmbitionBox
Frost & Sullivan,Management Consulting,Private,AmbitionBox
The MobileStore,Internet,Public,AmbitionBox
John Deere Financial,NBFC,Private,AmbitionBox
SONATRACH,Oil & Gas,Other,AmbitionBox
Modicare,Beauty & Personal Care,Public,AmbitionBox
Chrysalis High,Education & Training,Private,AmbitionBox
SMCC Construction India,Engineering & Construction,Private,AmbitionBox
River Engineering,Industrial Machinery,Private,AmbitionBox
Calderys India Refractories,Metals & Mining,Private,AmbitionBox
Hegde & Hegde Pharmaceutica,Pharma,,AmbitionBox
Nahar Spinning Mills,Fashion & Textile,Public,AmbitionBox
Kartavya Healtheon,Internet,Private,AmbitionBox
Bonanza Portfolio,Financial Services,Private,AmbitionBox
Underwriters Laboratories,Financial Services,Private,AmbitionBox
Aranca,Analytics & KPO,Private,AmbitionBox
Sembcorp Marine,Industrial Machinery,Private,AmbitionBox
Isc Projects,Engineering & Construction,Private,AmbitionBox
Deep Industries,Oil & Gas,Public,AmbitionBox
Inventys Research,Chemicals,Private,AmbitionBox
Inorbit Mall,Retail,,AmbitionBox
Axa Parenterals,Pharma,Public,AmbitionBox
Atomberg Technologies,Consumer Electronics & Appliances,Private,AmbitionBox
Astral Pipe,Building Material,,AmbitionBox
Ts Tech Sun India,Automobile,Private,AmbitionBox
InfoService,IT Services & Consulting,Private,AmbitionBox
Veeraraghavan & Company,Accounting & Auditing,Private,AmbitionBox
HYUNDAI TRANSYS INDIA,Auto Components,,AmbitionBox
Ugro Capital,,Public,AmbitionBox
Google Pay,FinTech,,AmbitionBox
Befree Business Resourceing,Management Consulting,,AmbitionBox
Jindal Group Of Companies,Iron & Steel,Private,AmbitionBox
Reserve Bank of India,Banking,Private,AmbitionBox
Niit Foundation,Education & Training,Private,AmbitionBox
Radhakrishna Foodland,Logistics,Private,AmbitionBox
Philip Morris International,FMCG,Private,AmbitionBox
Apps Associates,IT Services & Consulting,LLC,AmbitionBox
Vishnu Chemicals,Chemicals / Agri Inputs,Public,AmbitionBox
Rich Graviss Products,FMCG,Private,AmbitionBox
Strategic Learning Solutions,BPO,Private,AmbitionBox
Fermenta Biotech,Pharma,Public,AmbitionBox
SAGE Publications,Media & Entertainment,Private,AmbitionBox
Meru cabs,Internet,Private,AmbitionBox
Weir Minerals,Metals & Mining,Private,AmbitionBox
ABCD,Education & Training,Private,AmbitionBox
Corrtech International,Engineering & Construction,Private,AmbitionBox
Synchronoss Technologies,Telecom,Private,AmbitionBox
Vcare (India),Beauty & Personal Care,Private,AmbitionBox
ParamInfo,IT Services & Consulting,Private,AmbitionBox
Mövenpick Hotels & Resorts,Hospitality,Private,AmbitionBox
Ludhiana Beverages,Beverage,Private,AmbitionBox
N+A,Financial Services,,AmbitionBox
VSynergize Outsourcing,Marketing & Advertising,Private,AmbitionBox
Adglobal360,Marketing & Advertising,Private,AmbitionBox
ABT Maruti,Automobile,Private,AmbitionBox
Bilt Graphic Paper Products,Pulp & Paper,Public,AmbitionBox
Ministry Of Education,Government,Private,AmbitionBox
Gandour India Food Processing,Food Processing,Private,AmbitionBox
Hcl Foundation,Non-Profit,Private,AmbitionBox
S&IB Services,Facility Management Services,Private,AmbitionBox
Shriram EPC,Oil & Gas,Public,AmbitionBox
Unimark Remedies,Pharma,Private,AmbitionBox
Inspiredge IT Solutions,IT Services & Consulting,Private,AmbitionBox
NPCC Engineering,Oil & Gas,Private,AmbitionBox
Mehta Cad Cam Systems,Industrial Machinery,Private,AmbitionBox
KLJ GROUP,Petrochemicals,Public,AmbitionBox
Ascend Telecom Infrastructure,Telecom,Private,AmbitionBox
Samsung SDS,Consumer Electronics & Appliances,Private,AmbitionBox
Vistaprint,Internet,Private,AmbitionBox
Accuster Technologies,Healthcare,Private,AmbitionBox
Pasco Automobiles,Automobile,Private,AmbitionBox
Renata Precision Components,Industrial Machinery,,AmbitionBox
Zeco Aircon,Industrial Machinery,Public,AmbitionBox
Vanesa Care,Beauty & Personal Care,Private,AmbitionBox
ATC Tires,Auto Components,Private,AmbitionBox
Any Brand,Fashion & Textile,,AmbitionBox
Taal Tech India,IT Services & Consulting,Private,AmbitionBox
Berar Finance,Financial Services,Public,AmbitionBox
Manappuram Home Finance,Financial Services,Private,AmbitionBox
House Of Diagnostics,Healthcare,Private,AmbitionBox
Shivalaya Construction,Engineering & Construction,,AmbitionBox
Khandelwal Laboratories,Pharma,Private,AmbitionBox
Lubi Industries Llp,Industrial Machinery,Private,AmbitionBox
High Court Lucknow,Law Enforcement & Security,,AmbitionBox
Myoung Shin India Automotive,Auto Components,Private,AmbitionBox
IXAR,Oil & Gas,Private,AmbitionBox
Pps Motors,Automobile,Private,AmbitionBox
Acko General Insurance,Financial Services,Private,AmbitionBox
Nilkamal Furniture,Furniture & Furnishing,Public,AmbitionBox
Go Speedy Go,Automobile,Private,AmbitionBox
PearVisa Immigration Services,Recruitment,Public,AmbitionBox
The Chennai Silks,Fashion & Textile,Private,AmbitionBox
Revlon,Beauty & Personal Care,,AmbitionBox
Lee Pharma,Pharma,Private,AmbitionBox
Crescendo Global,Recruitment,Private,AmbitionBox
Reliance Group,Advertising / PR / Events,Private,AmbitionBox
Moody's,Analytics & KPO,Private,AmbitionBox
Hudson's Bay Company,Retail,Private,AmbitionBox
WPIL,Building Material,Public,AmbitionBox
Supreme Infrastructure,Engineering & Construction,Public,AmbitionBox
AXIS Solutions,Industrial Automation,Private,AmbitionBox
Kumar Organic Products,Chemicals,Private,AmbitionBox
ITC ABD,Food Processing,,AmbitionBox
Selectsys,BPO,Private,AmbitionBox
Dubai Electricity & Water Authority (DEWA),Power,Private,AmbitionBox
TVS - SUNDARAM BRAKE LININGS,Auto Components,Public,AmbitionBox
Raheja Developers,Real Estate,Public,AmbitionBox
SMC Power Generation,Iron & Steel,Public,AmbitionBox
National Mineral Development Corporation,Metals & Mining,Public,AmbitionBox
MELCO,Industrial Machinery,Private,AmbitionBox
Stemmons Business Services,BPO,Private,AmbitionBox
Doosan Heavy Industries & Construction,Engineering & Construction,Private,AmbitionBox
Jehangir Hospital,Healthcare,Private,AmbitionBox
Teerthanker Mahaveer University,Education & Training,,AmbitionBox
Sv Edusports,Sports & Recreation,Private,AmbitionBox
Indian Institute of Science Education and Research,Analytics & KPO,Private,AmbitionBox
Illusion Dental Laboratory,Medical Equipment,Private,AmbitionBox
National Sample Survey Office (nsso),Government,,AmbitionBox
Multi Organics,Chemicals,Private,AmbitionBox
Multi Mantech International,Engineering & Construction,Private,AmbitionBox
Orange City Water,Waste Management,Private,AmbitionBox
Hindustan Platinum,Metals & Mining,Private,AmbitionBox
Fedora Solutions,IT Services & Consulting,Private,AmbitionBox
ACI Worldwide,Software Product,Private,AmbitionBox
The Calcutta Medical Research Institute,Healthcare,,AmbitionBox
Mvs Acmei Technologies,Industrial Automation,Private,AmbitionBox
Searce Cosourcing Services,IT Services & Consulting,Private,AmbitionBox
Cosmos Impex,Industrial Machinery,Private,AmbitionBox
WPIL,Building Material,Public,AmbitionBox
Stemmons Business Services,BPO,Private,AmbitionBox
Nagata India,Metals & Mining,,AmbitionBox
Doosan Heavy Industries & Construction,Engineering & Construction,Private,AmbitionBox
Jehangir Hospital,Healthcare,Private,AmbitionBox
Teerthanker Mahaveer University,Education & Training,,AmbitionBox
Sv Edusports,Sports & Recreation,Private,AmbitionBox
National Sample Survey Office (nsso),Government,,AmbitionBox
Putzmeister Concrete Machines,Industrial Machinery,Private,AmbitionBox
Multi Mantech International,Engineering & Construction,Private,AmbitionBox
Multi Organics,Chemicals,Private,AmbitionBox
Arunachala Logistics,Logistics,Private,AmbitionBox
Solulab inc,IT Services & Consulting,Private,AmbitionBox
Ziff Davis Performance Marketing,Marketing & Advertising,Private,AmbitionBox
Freelancer.com,,,AmbitionBox
Hero Housing Finance,Financial Services,,AmbitionBox
Technotask Business Solutions,,,AmbitionBox
Leverage Edu,EdTech,Private,AmbitionBox
Little Nap Recliners,,,AmbitionBox
Spectrum Consultants,Recruitment,Private,AmbitionBox
BillDesk,FinTech,Public,AmbitionBox
Gangavaram Port,Ports & Shipping,Private,AmbitionBox
WaterHealth International,Waste Management,Private,AmbitionBox
Hartex Rubber,Auto Components,Private,AmbitionBox
Him Teknoforge,Auto Components,Public,AmbitionBox
Ravi Foods,Food Processing,Private,AmbitionBox
Mega Rubber Technologies,Auto Components,Private,AmbitionBox
Ravi Foods,Food Processing,Private,AmbitionBox
Awign Enterprises,Recruitment,Private,AmbitionBox
Utkal Alumina International,Chemicals,Public,AmbitionBox
Singer India,Consumer Electronics & Appliances,Public,AmbitionBox
Pathcare Labs,Healthcare,Private,AmbitionBox
Harita Seating Systems,Auto Components,Public,AmbitionBox
MGNREGA,Government,,AmbitionBox
Maaden Phosphate Company,Metals & Mining,JV,AmbitionBox
ITC Wills Lifestyle,Fashion & Textile,Public,AmbitionBox
Axalta Coating Systems,Chemicals,Private,AmbitionBox
KRYFS POWER COMPONENTS,Industrial Machinery,Private,AmbitionBox
Paranjape Schemes Construction,Real Estate,Private,AmbitionBox
