company_name,company_industry,company_legal_form,file_name
AWC Software,IT Services & Consulting,Private,AmbitionBox
Harita Techserv,Auto Components,Public,AmbitionBox
Rural Electrification Corporation,Power,Private,AmbitionBox
Altius Customer Services,BPO,Private,AmbitionBox
Merit Software Services,EdTech,Private,AmbitionBox
CDE Asia,Metals & Mining,,AmbitionBox
Konexions Back Office Services,BPO,Private,AmbitionBox
Venkateshwar Hospital,Healthcare,Private,AmbitionBox
Translumina Therapeutics,Healthcare,LLP,AmbitionBox
Sahara India Financial Corporation,Financial Services,,AmbitionBox
EICHER TRUCKS AND BUSES,Automobile,Public,AmbitionBox
Hi Tech Informatics,IT Services & Consulting,Private,AmbitionBox
Konexions Back Office Services,BPO,Private,AmbitionBox
Eminent Minds Technologies,BPO,,AmbitionBox
Classplus,EdTech,Private,AmbitionBox
NAV Backoffice,IT Services & Consulting,Private,AmbitionBox
Abhijeet Group,Power,Private,AmbitionBox
Roots Multiclean,Industrial Machinery,Public,AmbitionBox
Presidium School,Education & Training,Private,AmbitionBox
Gap,Fashion & Textile,Private,AmbitionBox
Torque Pharmaceuticals,Pharma,Private,AmbitionBox
eMudhra,IT Services & Consulting,Private,AmbitionBox
Solaris Chemtech,Chemicals,Private,AmbitionBox
Givaudan,Beauty & Personal Care,Private,AmbitionBox
NDTV,Broadcasting,Private,AmbitionBox
Sutlej Textiles and Industries,Fashion & Textile,Public,AmbitionBox
Securitrans India,Financial Services,Private,AmbitionBox
Pittie Group,Real Estate,Private,AmbitionBox
Thirumalai Chemicals,Chemicals,Public,AmbitionBox
National Institute for Smart Government,Management Consulting,Private,AmbitionBox
Taikisha Engineering India,Industrial Machinery,Private,AmbitionBox
Sumadhura Infracon,Real Estate,LLP,AmbitionBox
Apollo Speciality Hospital,Healthcare,Public,AmbitionBox
BMW Industries,Iron & Steel,Public,AmbitionBox
Eaton Power Quality,Electronics Manufacturing,,AmbitionBox
Stumpp Schuele & Somappa Springs,Industrial Machinery,Private,AmbitionBox
Supreme Treon,Auto Components,Private,AmbitionBox
Shipping Corporation of India,Logistics,Private,AmbitionBox
Eros Group,Real Estate,Private,AmbitionBox
Affluent Global Services,IT Services & Consulting,Private,AmbitionBox
Aia Engineering,Industrial Machinery,Public,AmbitionBox
Royal Bank of Scotland International,Banking,Private,AmbitionBox
Banaras Hindu University,Education & Training,Private,AmbitionBox
Lam Research,Electronics Manufacturing,Private,AmbitionBox
Dr D Y Patil Medical College,Healthcare,Private,AmbitionBox
Brandix India Apparel City,Fashion & Textile,,AmbitionBox
VIRTUSA TECHNOLOGIES,IT Services & Consulting,,AmbitionBox
Automotive Robotics (India),Industrial Machinery,Private,AmbitionBox
Myk Schomburg,Chemicals,,AmbitionBox
NGK Spark Plugs,Auto Components,Private,AmbitionBox
Laxmi-Agni Components and Forging,Industrial Machinery,,AmbitionBox
Americana Group,Food Processing,Private,AmbitionBox
Intellipaat Software Solutions,EdTech,Private,AmbitionBox
Shaw Toyota,Automobile,,AmbitionBox
Verse Innovation,Internet,Private,AmbitionBox
UNITILE,Building Material,Private,AmbitionBox
ASK-EHS Engineering & Consultants,Engineering & Construction,Private,AmbitionBox
Etihad Airways,Aviation,Private,AmbitionBox
NMDC,Metals & Mining,Private,AmbitionBox
Technosoft Corporation,IT Services & Consulting,,AmbitionBox
CIMS Hospital,Healthcare,Private,AmbitionBox
Renewsys India,Power,,AmbitionBox
XSEED Education,EdTech,Private,AmbitionBox
Kanakia Spaces,Real Estate,Private,AmbitionBox
Holostik,Packaging,Public,AmbitionBox
Toyota Kirloskar Auto Parts,Auto Components,,AmbitionBox
Oaknet Healthcare,Pharma,Private,AmbitionBox
Bull Machines,Industrial Machinery,Private,AmbitionBox
Swiss Garnier Life Sciences,Pharma,Private,AmbitionBox
Wingreens Farms,Power,Private,AmbitionBox
SEForge,Engineering & Construction,Private,AmbitionBox
Goldstone Cements,Building Material,,AmbitionBox
E Pack Polymers,Packaging,,AmbitionBox
Weikfield Foods,Food Processing,Private,AmbitionBox
Tata Ficosa Automotive Systems,Auto Components,,AmbitionBox
Shri Bajrang Power & Ispat,Power,Public,AmbitionBox
Alysj jv,Engineering & Construction,Private,AmbitionBox
Decimal Technologies,IT Services & Consulting,Private,AmbitionBox
Vijay Tanks & Vessels,Engineering & Construction,Private,AmbitionBox
Anupam Rasayan India,Chemicals,Public,AmbitionBox
Government Polytechnic Nagpur,Education & Training,Private,AmbitionBox
Minda Sai,Automobile,Public,AmbitionBox
DCW,Chemicals,Public,AmbitionBox
Safran Engineering Services India,Aviation,Private,AmbitionBox
Teleminds Infotech,BPO,Private,AmbitionBox
SAVA Healthcare,Pharma,Public,AmbitionBox
Oakridge International School,Education & Training,Private,AmbitionBox
Himalaya Opticals,Retail,Private,AmbitionBox
Nippon Toyota,Auto Components,Private,AmbitionBox
Prestige Estates Projects,Real Estate,Public,AmbitionBox
Elofic Industries,Auto Components,Private,AmbitionBox
Hathi Cement,Building Material,Private,AmbitionBox
G.S.E.C,Logistics,Private,AmbitionBox
Liugong India,Engineering & Construction,Private,AmbitionBox
Yamaha Motor India Sales,Automobile,Private,AmbitionBox
Dmi Housing Finance,Financial Services,Private,AmbitionBox
Jyote Motors,Automobile,Private,AmbitionBox
Imarticus Learning,EdTech,Private,AmbitionBox
ACE Group,Real Estate,Private,AmbitionBox
Essel Infraprojects,Engineering & Construction,Private,AmbitionBox
Zeta,IT Services & Consulting,Private,AmbitionBox
Indwell,Engineering & Construction,Private,AmbitionBox
Sanjay Ghodawat International School,Education & Training,,AmbitionBox
Pahal Financial Services,NBFC,Private,AmbitionBox
ZF Group,Auto Components,,AmbitionBox
Umlaut,Management Consulting,Private,AmbitionBox
Noccarc Robotics,Medical Equipment,Private,AmbitionBox
Club Oxygen,Hospitality,Public,AmbitionBox
Quale Infotech,IT Services & Consulting,Private,AmbitionBox
MeritTrac,EdTech,Private,AmbitionBox
CRMnext,IT Services & Consulting,Private,AmbitionBox
Mahindra Retail,Retail,Private,AmbitionBox
Dynamatic Technologies,Auto Components,Public,AmbitionBox
Cedcoss Technologies,Software Product,Private,AmbitionBox
Karnataka Bank,Banking,Public,AmbitionBox
Anna University,Education & Training,Private,AmbitionBox
Bain & Company,Management Consulting,Private,AmbitionBox
Amara Raja Infra,Engineering & Construction,Private,AmbitionBox
Metacube Software,IT Services & Consulting,Private,AmbitionBox
FCS Software Solutions,IT Services & Consulting,Public,AmbitionBox
G7 CR Technologies,IT Services & Consulting,Private,AmbitionBox
Serdia Pharmaceuticals,Pharma,Private,AmbitionBox
Saija Finance,NBFC,Private,AmbitionBox
United Nations Development Programme,Non-Profit,Public,AmbitionBox
Aapna Infotech,IT Services & Consulting,,AmbitionBox
Viacom18 Media,Media & Entertainment,Private,AmbitionBox
Marathon Electric India,Semiconductors,,AmbitionBox
ACN Health care,Healthcare,Private,AmbitionBox
Celio Future Fashion,Retail,Private,AmbitionBox
Armed Forces Tribunal,Government,Private,AmbitionBox
IFB Agro Industries,Beverage,Public,AmbitionBox
RAMADA PLAZA,Hospitality,Public,AmbitionBox
Janatics India,Auto Components,Private,AmbitionBox
ILS Hospital,Healthcare,Private,AmbitionBox
Tenon Facility Management,Facility Management Services,,AmbitionBox
Wave Infratech,Real Estate,Private,AmbitionBox
AMBUJANEOTIA,Real Estate,,AmbitionBox
Fortune Marketing,Hardware & Networking,Private,AmbitionBox
Bry-Air (Asia),Industrial Machinery,Private,AmbitionBox
Integra Global Solutions,IT Services & Consulting,Private,AmbitionBox
PACL India,Real Estate,Private,AmbitionBox
Lanson Toyota,Automobile,Private,AmbitionBox
AM Infoweb,BPO,Private,AmbitionBox
Bilt,Pulp & Paper,Private,AmbitionBox
SurePrep,Software Product,Private,AmbitionBox
NSK,Industrial Machinery,Public,AmbitionBox
Harita Fehrer,Auto Components,Private,AmbitionBox
Invenio Business Solutions,IT Services & Consulting,Private,AmbitionBox
Phoenix Contact,Industrial Automation,Private,AmbitionBox
Talentica Software,IT Services & Consulting,Private,AmbitionBox
Ivy Mobility Solutions,IT Services & Consulting,Private,AmbitionBox
Health Insurance TPA of India,Insurance,,AmbitionBox
Parason Machinery,Industrial Machinery,Private,AmbitionBox
Government Medical College,Education & Training,,AmbitionBox
XenonStack,IT Services & Consulting,Private,AmbitionBox
Sunteck Realty,Real Estate,Public,AmbitionBox
Tata Main Hospital,Healthcare,,AmbitionBox
Anmol Biscuits,FMCG,Public,AmbitionBox
Sula Vineyards,Food Processing,Private,AmbitionBox
Neel Auto,Industrial Machinery,Private,AmbitionBox
Maharashtra State Road Transport Corporation,Urban Transport,Private,AmbitionBox
SEED CSR,Non-Profit,Private,AmbitionBox
SpanIdea,IT Services & Consulting,Private,AmbitionBox
Telstra,Telecom,Private,AmbitionBox
Jasper Industries,Other,Private,AmbitionBox
AL JABER GROUP,Engineering & Construction,Private,AmbitionBox
Qube Cinema Technologies,Media & Entertainment,Private,AmbitionBox
MSL Driveline Systems,Auto Components,,AmbitionBox
HostBooks,FinTech,Public,AmbitionBox
Amnex Infotechnologies,IT Services & Consulting,,AmbitionBox
Smarter BIZ Technologies,IT Services & Consulting,Private,AmbitionBox
Blowhorn,Logistics,,AmbitionBox
Vyapar,Software Product,Private,AmbitionBox
Hudson Agile Ventures,IT Services & Consulting,,AmbitionBox
Grant Thornton Bharat,Management Consulting,LLP,AmbitionBox
DeHaat,Agriculture,Private,AmbitionBox
KGK Group,Jewellery,Private,AmbitionBox
Qualtech Consultants,IT Services & Consulting,Private,AmbitionBox
Sanmar Group,Chemicals,Public,AmbitionBox
Kiran Motors,Auto Components,Private,AmbitionBox
Vectone Mobile,Telecom,Private,AmbitionBox
CIGNEX,IT Services & Consulting,Private,AmbitionBox
Crimson Interactive,Content Development,Private,AmbitionBox
Code Brew Labs,IT Services & Consulting,Private,AmbitionBox
Gem Engserv,Engineering & Construction,Private,AmbitionBox
Embee Software,Software Product,Private,AmbitionBox
SECON Private Limited Bangalore INDIA,Engineering & Construction,Private,AmbitionBox
NHPC,Power,Private,AmbitionBox
Toyo INK,Chemicals,Private,AmbitionBox
Trigyn Technologies,IT Services & Consulting,Public,AmbitionBox
Goel Ganga Group,Real Estate,Private,AmbitionBox
AYM Syntex,Fashion & Textile,Public,AmbitionBox
Maccaferri,Real Estate,Private,AmbitionBox
Apex Hospital,Healthcare,Private,AmbitionBox
Fourth Dimension Solutions,IT Services & Consulting,Public,AmbitionBox
Smart Drive Systems,IT Services & Consulting,Private,AmbitionBox
Adlabs Imagica,Events,Private,AmbitionBox
AIDA Cruises,Travel & Tourism,Private,AmbitionBox
Narayana Medical College & Hospital,Healthcare,Private,AmbitionBox
The Web Plant,,Private,AmbitionBox
Meneta Automotive Components,Auto Components,Private,AmbitionBox
Amar Cars,Automobile,Private,AmbitionBox
Neolite Zkw Lightings,Auto Components,Private,AmbitionBox
Utkarsh India,Industrial Machinery,Public,AmbitionBox
WM Logistics,Logistics,Private,AmbitionBox
Jagsonpal Pharmaceuticals,Pharma,Public,AmbitionBox
Cheema Boilers,Industrial Machinery,Public,AmbitionBox
Varindera Constructions,Engineering & Construction,Public,AmbitionBox
Aksh Optifibre,Telecom,Public,AmbitionBox
Monginis Foods,Food Processing,Private,AmbitionBox
Dotsquares,IT Services & Consulting,Private,AmbitionBox
Marquardt,Auto Components,Private,AmbitionBox
Sami-Sabinsa Group,Fitness & Wellness,Public,AmbitionBox
Satvat Infosol,IT Services & Consulting,Private,AmbitionBox
Infoesearch Ites,IT Services & Consulting,,AmbitionBox
Ashish Life Science,Healthcare,Private,AmbitionBox
TrueBlue,Recruitment,Private,AmbitionBox
Brainium Information Technologies,IT Services & Consulting,Private,AmbitionBox
Panda Retail Company,Retail,Private,AmbitionBox
BigStep Technologies,IT Services & Consulting,Private,AmbitionBox
AvenData GmbH,IT Services & Consulting,,AmbitionBox
Vanderlande Industries,Logistics,Private,AmbitionBox
Orion Innovation,IT Services & Consulting,Private,AmbitionBox
Prochant,Medical Equipment,Private,AmbitionBox
Shalimar Corp,Real Estate,,AmbitionBox
Flipkart Wholesale,,,AmbitionBox
Edwise International,Education & Training,Private,AmbitionBox
Alp Consulting,Recruitment,Public,AmbitionBox
Ramky Group,Engineering & Construction,Private,AmbitionBox
GEETANJALI HOMESTATE,Real Estate,Private,AmbitionBox
Indian Coast Guard,Defence & Aerospace,Private,AmbitionBox
Decimal Point Analytics,Analytics & KPO,Private,AmbitionBox
Municipal Corporation of Greater Mumbai,Government,Public,AmbitionBox
Dover India,Industrial Machinery,Private,AmbitionBox
Carwale,Internet,Private,AmbitionBox
Quadlabs Technologies,Software Product,Private,AmbitionBox
Repro India,FMCG,Public,AmbitionBox
STMicroelectronics,Semiconductors,Private,AmbitionBox
Kobelco Construction Equipment India,Industrial Machinery,Private,AmbitionBox
Educational Initiatives,EdTech,Private,AmbitionBox
Airbnb,Internet,Private,AmbitionBox
Motilal Oswal Securities,Financial Services,,AmbitionBox
Puthur Infotech,IT Services & Consulting,,AmbitionBox
Crescent Foundry,Metals & Mining,Private,AmbitionBox
Gini & Jony,Fashion & Textile,Private,AmbitionBox
Upwork,Internet,Public,AmbitionBox
DLF Brands,Retail,Private,AmbitionBox
Mutual Industries,Petrochemicals,Public,AmbitionBox
Lilavati Hospital & Research Centre,Healthcare,Private,AmbitionBox
URS Scott Wilson India,Engineering & Construction,Private,AmbitionBox
Garden Reach Shipbuilders & Engineers,Ports & Shipping,,AmbitionBox
Vitromed Healthcare,Medical Equipment,Private,AmbitionBox
RT Network Solutions,IT Services & Consulting,Private,AmbitionBox
Nippon Konpo,Logistics,,AmbitionBox
Ray Engineering,Engineering & Construction,,AmbitionBox
Vnr Seeds,Agriculture,,AmbitionBox
Linc,FMCG,Public,AmbitionBox
CTR Manufacturing Industries,Electronics Manufacturing,Public,AmbitionBox
STPL,IT Services & Consulting,Private,AmbitionBox
Mandovi Motors,Auto Components,Private,AmbitionBox
Relyon Softech,Software Product,Public,AmbitionBox
Ministry of Rural Development India,Government,Public,AmbitionBox
Tata Memorial Centre,Healthcare,,AmbitionBox
Orchid Hotel,Hospitality,Private,AmbitionBox
Dr. Ram Manohar Lohia Hospital,Healthcare,Private,AmbitionBox
Swal Corporation,Agro Chemicals,,AmbitionBox
Informatica Business Solutions,Software Product,Private,AmbitionBox
STT Global Data Centres India,IT Services & Consulting,,AmbitionBox
Modern V.R. Security Force,Law Enforcement & Security,Private,AmbitionBox
First Abu Dhabi Bank,Banking,Public,AmbitionBox
Billedright Healthcare Solutions,Healthcare,Private,AmbitionBox
Pothys,Fashion & Textile,Private,AmbitionBox
Pie Infocomm,IT Services & Consulting,Private,AmbitionBox
Valmet,Oil & Gas,Private,AmbitionBox
VHS Consulting,IT Services & Consulting,Private,AmbitionBox
Man Industries,Building Material,Public,AmbitionBox
DTC Projects,Real Estate,Private,AmbitionBox
Tata Digital,Internet,,AmbitionBox
Ambit Finvest,,,AmbitionBox
VISTRA INTERNATIONAL EXPANSION,Management Consulting,,AmbitionBox
Rave Technologies,IT Services & Consulting,Private,AmbitionBox
CETPA InfoTech,IT Services & Consulting,Private,AmbitionBox
Hitachi Home & Life Solutions,Industrial Machinery,Private,AmbitionBox
Annalect,Marketing & Advertising,Private,AmbitionBox
Jayem Automotives,Auto Components,Private,AmbitionBox
RateGain,IT Services & Consulting,Private,AmbitionBox
RS Software,IT Services & Consulting,Public,AmbitionBox
Keppel Offshore & Marine,Engineering & Construction,Private,AmbitionBox
Takenaka,Architecture & Interior Design,Private,AmbitionBox
Camp K-12,EdTech,Private,AmbitionBox
Nerdy Turtlez,EdTech,,AmbitionBox
Ritu Kumar,Fashion & Textile,Private,AmbitionBox
Orient Paper Mill,Pulp & Paper,,AmbitionBox
Indian Terrain Fashions,Fashion & Textile,Public,AmbitionBox
Exl Service Sez Bpo Solutions,BPO,Private,AmbitionBox
Sadhu Forging,Industrial Machinery,Private,AmbitionBox
Maschio Gaspardo,Industrial Machinery,Private,AmbitionBox
Sofitel Luxury Hotel,Hospitality,,AmbitionBox
Reliance HR Services,Recruitment,,AmbitionBox
CIBERsites India,IT Services & Consulting,Private,AmbitionBox
Amanta Healthcare,Pharma,Private,AmbitionBox
Edelweiss Broking,Financial Services,Private,AmbitionBox
Kutch Chemical Industries,Chemicals,Public,AmbitionBox
Tata Sikorsky Aerospace,Defence & Aerospace,Private,AmbitionBox
Comvision,Financial Services,Private,AmbitionBox
Sathavahana Ispat,Iron & Steel,Public,AmbitionBox
Hi-Tech,Education & Training,Public,AmbitionBox
Kaefer,Engineering & Construction,Private,AmbitionBox
The Smart Cube,IT Services & Consulting,Private,AmbitionBox
WSP,Agro Chemicals,Private,AmbitionBox
SMS Group,Industrial Machinery,Private,AmbitionBox
Sadhu Forging,Industrial Machinery,Private,AmbitionBox
Edelweiss Broking,Financial Services,Private,AmbitionBox
Maschio Gaspardo,Industrial Machinery,Private,AmbitionBox
Amanta Healthcare,Pharma,Private,AmbitionBox
CIBERsites India,IT Services & Consulting,Private,AmbitionBox
Tata Sikorsky Aerospace,Defence & Aerospace,Private,AmbitionBox
Praxis home Retail,Retail,Public,AmbitionBox
Kutch Chemical Industries,Chemicals,Public,AmbitionBox
Joyson Safety Systems,Auto Components,,AmbitionBox
Oman National Engineering & Investment Company,Engineering & Construction,,AmbitionBox
Bhansali Engineering Polymers,Petrochemicals,Public,AmbitionBox
Quantzig,,,AmbitionBox
MediBuddy,Internet,,AmbitionBox
DynPro,IT Services & Consulting,Private,AmbitionBox
Altum Credo Home Finance,Financial Services,Private,AmbitionBox
Inditex,Fashion & Textile,Private,AmbitionBox
Prudent Corporate Advisory Services,Investment Banking / Venture Capital / Private Equity,Private,AmbitionBox
Betsol,IT Services & Consulting,Private,AmbitionBox
Maharishi Markandeshwar University,Education & Training,,AmbitionBox
B. E. Billimoria,Engineering & Construction,Private,AmbitionBox
Arch Pharmalabs,Pharma,Private,AmbitionBox
Incture Technologies,IT Services & Consulting,Private,AmbitionBox
Sankara Nethralaya,Non-Profit,Private,AmbitionBox
Leena Powertech Engineers,Engineering & Construction,Private,AmbitionBox
SP Apparels,Fashion & Textile,Public,AmbitionBox
TEOCO Software,Software Product,Private,AmbitionBox
Dynamic Beneficial Accord Marketing,Internet,Private,AmbitionBox
Pebs Pennar,Engineering & Construction,Private,AmbitionBox
Riddhi Corporate Services,IT Services & Consulting,Public,AmbitionBox
ExcelSoft Technologies,IT Services & Consulting,Private,AmbitionBox
Trident Automobiles,Auto Components,Private,AmbitionBox
Benteler Automotive,Automobile,Private,AmbitionBox
Macmet Engineering,Industrial Machinery,Private,AmbitionBox
Ga Digital Web Word,IT Services & Consulting,Private,AmbitionBox
Centrumdirect,Financial Services,Private,AmbitionBox
Pinnacle Industries,Auto Components,,AmbitionBox
Maharishi Markandeshwar University,Education & Training,,AmbitionBox
Regus,Facility Management Services,Private,AmbitionBox
Windsor Machines,Industrial Machinery,Public,AmbitionBox
AYTB,Engineering & Construction,Private,AmbitionBox
Avaada Energy,Power,Private,AmbitionBox
TEOCO Software,Software Product,Private,AmbitionBox
Amity International School,Education & Training,,AmbitionBox
Mayasheel Retail Llp,Retail,Public,AmbitionBox
Arundhati Jewellers,Jewellery,Private,AmbitionBox
Citrix R&d India Pvt. Lit,,,AmbitionBox
DOGUS SOMA JV Office,Engineering & Construction,,AmbitionBox
Pebs Pennar,Engineering & Construction,Private,AmbitionBox
Dynamic Beneficial Accord Marketing,Internet,Private,AmbitionBox
Psychotropics India,Pharma,Public,AmbitionBox
Kopran,Pharma,Public,AmbitionBox
Shaadi.com,Internet,Private,AmbitionBox
QR Crypher,Software Product,JV,AmbitionBox
Navitas Life Sciences,IT Services & Consulting,Private,AmbitionBox
Stefanini,IT Services & Consulting,Private,AmbitionBox
Doshion,Waste Management,Private,AmbitionBox
Century Textiles and Industries,Pulp & Paper,Private,AmbitionBox
KSB Limited - Irrigation & Process Division (IPD),Industrial Machinery,,AmbitionBox
Mahindra Agri Solutions,Agriculture,,AmbitionBox
Cummins Turbo Technologies,Automobile,,AmbitionBox
Jotun Paints,Petrochemicals,Private,AmbitionBox
Turner Construction,Engineering & Construction,Private,AmbitionBox
Global Cloud Xchange,Telecom,Private,AmbitionBox
Drive India Enterprise Solutions Limited (DIESL),Logistics,,AmbitionBox
Metro Tyres,Auto Components,Public,AmbitionBox
Cholamandalam MS Risk Services,Management Consulting,JV,AmbitionBox
Damodar Valley Corporation,Power,,AmbitionBox
Texport Industries,Fashion & Textile,Private,AmbitionBox
Cryptograph Technologies,IT Services & Consulting,,AmbitionBox
Tata Autocomp GY Batteries,Auto Components,Private,AmbitionBox
Haldiram Bhujiawala,Food Processing,Private,AmbitionBox
Agastya International Foundation,Non-Profit,,AmbitionBox
Optimus Drugs,Pharma,Private,AmbitionBox
Umedica Laboratories,Pharma,Private,AmbitionBox
Dr ITM,BPO,Private,AmbitionBox
Care IT Solutions,IT Services & Consulting,Private,AmbitionBox
GCMMF,Agriculture,,AmbitionBox
KDK Software,Software Product,Private,AmbitionBox
Emmvee Photovoltaic Power,Power,Private,AmbitionBox
Pharmed,Pharma,Public,AmbitionBox
Atidiv,IT Services & Consulting,Private,AmbitionBox
India Pistons,Auto Components,Public,AmbitionBox
Eye-Q Super Speciality Eye Hospitals,Healthcare,,AmbitionBox
Indifi Technologies,Financial Services,Private,AmbitionBox
Corbus,IT Services & Consulting,Private,AmbitionBox
Vipul Motors,Automobile,Private,AmbitionBox
Sneha Farms,Agriculture,Private,AmbitionBox
Al Naboodah,Engineering & Construction,,AmbitionBox
Jms Mining Services,Metals & Mining,Private,AmbitionBox
Aczet,Electronics Manufacturing,Private,AmbitionBox
NEARBY TECHNOLOGIES,FinTech,,AmbitionBox
Coronis It Systems,,,AmbitionBox
Salini Impregilo,Engineering & Construction,Private,AmbitionBox
Botree Software International,IT Services & Consulting,Private,AmbitionBox
T.G.I. Friday's,Hospitality,,AmbitionBox
Hirschvogel Components,Auto Components,Private,AmbitionBox
Smart Works,Real Estate,Private,AmbitionBox
Smc Pneumatics India,Industrial Machinery,Private,AmbitionBox
Virtusa Software Services,IT Services & Consulting,Public,AmbitionBox
Smiiel - A Unit Of Motherson Sumi System,Semiconductors,,AmbitionBox
Bikayi,Internet,Private,AmbitionBox
Protean eGov Technologies,Consulting,,AmbitionBox
Kitex Garments,Fashion & Textile,Public,AmbitionBox
Jasmin Infotech,Hardware & Networking,Private,AmbitionBox
Aditya Birla SunLife Asset Management Company,Financial Services,Partnership,AmbitionBox
Mazars,Accounting & Auditing,LLP,AmbitionBox
ONKAR DIES,Engineering & Construction,Private,AmbitionBox
Jamia Hamdard University,Education & Training,Public,AmbitionBox
DAS Offshore Engineering,Industrial Machinery,Private,AmbitionBox
Maharashtra Natural GAS,Oil & Gas,Private,AmbitionBox
UAS International,Financial Services,,AmbitionBox
GKN Sinter Metals,Auto Components,Private,AmbitionBox
99acres,Internet,Public,AmbitionBox
Paramatrix Technologies,IT Services & Consulting,Private,AmbitionBox
Genus Electrotech,Semiconductors,Private,AmbitionBox
Holy Family Hospital,Healthcare,Private,AmbitionBox
NSL Sugars,Food Processing,Private,AmbitionBox
J.K. Helene Curtis,Fashion & Textile,Private,AmbitionBox
Pyrotech Electronics,Electronics Manufacturing,Private,AmbitionBox
Electrical Manufacturing Company,Electrical Equipment,Private,AmbitionBox
J.K. Helene Curtis,Fashion & Textile,Private,AmbitionBox
Skillmine Technology Consulting,IT Services & Consulting,Private,AmbitionBox
Holy Family Hospital,Healthcare,Private,AmbitionBox
Genus Electrotech,Semiconductors,Private,AmbitionBox
99acres,Internet,Public,AmbitionBox
Lester Infoservices,BPO,Private,AmbitionBox
Synophic Systems,Hardware & Networking,Private,AmbitionBox
Nipro India Corporation,Healthcare,Private,AmbitionBox
eSense Learning,EdTech,,AmbitionBox
UAS International,Financial Services,,AmbitionBox
Sapphire Software Solutions (India),IT Services & Consulting,Private,AmbitionBox
Hindustan PowerProjects,Power,Private,AmbitionBox
eMDs,IT Services & Consulting,Private,AmbitionBox
Viztar International,Education & Training,Private,AmbitionBox
Fortune Integrated Assets Finance,Financial Services,Private,AmbitionBox
Jamia Hamdard University,Education & Training,Public,AmbitionBox
Montage Enterprises,Packaging,Private,AmbitionBox
VWR International,Pharma,Private,AmbitionBox
Digital Nirvana Information Systems,Software Product,Private,AmbitionBox
Bell Finvest,NBFC,Public,AmbitionBox
Roha Dyechem,Food Processing,Private,AmbitionBox
Emrill Services LLC,Facility Management Services,,AmbitionBox
K R Mangalam University,Education & Training,,AmbitionBox
Ajax Fiori Engineering,Engineering & Construction,Private,AmbitionBox
Ammann Apollo,Industrial Machinery,Private,AmbitionBox
Avvashya Cci Logistics,Logistics,,AmbitionBox
Gandhi Institute for Technology,Education & Training,,AmbitionBox
Sushima Pharmaceuticals,Pharma,,AmbitionBox
TMTL,Automobile,,AmbitionBox
American Oncology Institute,Healthcare,Private,AmbitionBox
Tata Strive Skill Development Centre,Education & Training,,AmbitionBox
Funlabtech,IT Services & Consulting,,AmbitionBox
Teachmint,EdTech,Private,AmbitionBox
InternIn,Recruitment,Private,AmbitionBox
KHY ELECTRONIC,,,AmbitionBox
House of Beauty,Internet,,AmbitionBox
Walkaroo International,Fashion & Textile,,AmbitionBox
Scholastic,Printing & Publishing,Private,AmbitionBox
Peerless Hospital,Healthcare,Private,AmbitionBox
NaviSite,IT Services & Consulting,Private,AmbitionBox
Automotive Stampings and Assemblies,Auto Components,Public,AmbitionBox
IndiaLends,Financial Services,Private,AmbitionBox
Amnet Systems,IT Services & Consulting,Private,AmbitionBox
Prasol Chemicals,Chemicals,Private,AmbitionBox
Malayala Manorama,Printing & Publishing,Private,AmbitionBox
Pradan,Non-Profit,Private,AmbitionBox
City Montessori School,Education & Training,Private,AmbitionBox
Chetak Enterprises,Engineering & Construction,Public,AmbitionBox
Ester Industries,Chemicals / Agri Inputs,Public,AmbitionBox
Zerodha,FinTech,Public,AmbitionBox
Hy Gro Chemicals Pharmtek,Pharma,Private,AmbitionBox
Tech Mahindra Foundation,Non-Profit,,AmbitionBox
The Cosmos Co-operative Bank,Banking,Private,AmbitionBox
Vision Rx Lab,Medical Equipment,,AmbitionBox
NIMS University,Education & Training,Private,AmbitionBox
Batra Hospital,Healthcare,Private,AmbitionBox
Rabindranath Tagore International Institute of Cardiac Sciences,Healthcare,Public,AmbitionBox
GMM Pfaudler,Industrial Machinery,Public,AmbitionBox
Rossari Biotech,Chemicals,Private,AmbitionBox
Polaris,Automobile,Private,AmbitionBox
Advanced Technology Consulting Service,IT Services & Consulting,Private,AmbitionBox
OSI Technologies,IT Services & Consulting,Private,AmbitionBox
LatentView Analytics,IT Services & Consulting,Private,AmbitionBox
DUKES,Food Processing,,AmbitionBox
Nava Bharath Fertilizers,Agro Chemicals,Private,AmbitionBox
West Bengal State Electricity Distribution Company,Power,Private,AmbitionBox
Apmosys Technologies,IT Services & Consulting,Private,AmbitionBox
Sendan International Co,Engineering & Construction,Private,AmbitionBox
SequelOne,IT Services & Consulting,Private,AmbitionBox
Head Field Solutions,Recruitment,Private,AmbitionBox
DOPET,Engineering & Construction,,AmbitionBox
Barbrik Project,Engineering & Construction,Public,AmbitionBox
TPF Engineering,Engineering & Construction,Private,AmbitionBox
Kama Ayurveda,Beauty & Personal Care,Private,AmbitionBox
Rahman Industries,Fashion & Textile,Public,AmbitionBox
SCIO Management Solutions,IT Services & Consulting,Private,AmbitionBox
Learning Links Foundation,Non-Profit,Public,AmbitionBox
Platinum Waltech,Engineering & Construction,Private,AmbitionBox
LetsTransport,Logistics,,AmbitionBox
TheMathCompany,Emerging Technologies,Private,AmbitionBox
Haldiram Manufacturing Co.,Food Processing,,AmbitionBox
Divgi Torqtransfer Systems,Auto Components,Private,AmbitionBox
